|            chances | eromapper_idx |        ra |       dec | best_z | best_zerr | best_z_type | lambda | lambda_e | dist (arcmin) | dist (Mpc) | dist (r200) |
|         Abell 3186 |        587803 |  58.15213 | -74.16966 | 0.1207 |    0.0073 |     photo_z |    5.4 |      2.3 |          9.82 |       1.38 |        0.68 |
|         Abell 3186 |        814774 |  58.62710 | -74.20271 | 0.1245 |    0.0057 |     photo_z |   19.4 |      5.4 |         14.94 |       2.10 |        1.03 |
|         Abell 3186 |       3379122 |  57.01020 | -73.96218 | 0.1077 |    0.0079 |     photo_z |    9.7 |      4.4 |         17.61 |       2.48 |        1.22 |
|         Abell 3186 |       2685130 |  58.69873 | -74.30740 | 0.1100 |    0.0088 |     photo_z |    3.8 |      1.9 |         20.78 |       2.93 |        1.44 |
|         Abell 3186 |       2138612 |  57.16275 | -74.47464 | 0.1226 |    0.0004 |   cg_spec_z |    6.0 |      1.6 |         31.59 |       4.45 |        2.18 |
|         Abell 3186 |        483208 |  60.32981 | -74.45590 | 0.1112 |    0.0082 |     photo_z |    3.3 |      1.1 |         45.72 |       6.44 |        3.16 |
|         Abell 3186 |       1408182 |  54.86926 | -74.37240 | 0.1103 |    0.0082 |     photo_z |    6.6 |      1.2 |         56.56 |       7.97 |        3.91 |
|         Abell 3186 |       2270915 |  54.41599 | -74.19313 | 0.1464 |    0.0049 |     photo_z |   11.7 |      1.4 |         60.92 |       8.58 |        4.21 |
|         Abell 3186 |       2408965 |  62.19624 | -74.26352 | 0.0952 |    0.0112 |     photo_z |    5.2 |      1.1 |         69.52 |       9.79 |        4.80 |
|         Abell 3186 |        379083 |  62.02404 | -73.58093 | 0.1501 |    0.0063 |     photo_z |    4.7 |      1.1 |         71.12 |      10.02 |        4.91 |
|         Abell 3378 |           415 |  91.47513 | -35.30216 | 0.1412 |    0.0004 |   cg_spec_z |   60.9 |      3.4 |          0.50 |       0.08 |        0.04 |
|         Abell 3378 |       1541271 |  91.36953 | -35.10592 | 0.1442 |    0.0047 |     photo_z |   13.0 |      2.4 |         13.13 |       2.00 |        1.03 |
|         Abell 3378 |         56463 |  91.73969 | -35.28985 | 0.1485 |    0.0046 |     photo_z |   12.7 |      2.7 |         13.30 |       2.02 |        1.04 |
|         Abell 3378 |         50481 |  91.76007 | -35.25257 | 0.1766 |    0.0047 |     photo_z |   17.0 |      2.5 |         14.65 |       2.23 |        1.15 |
|         Abell 3378 |       3114932 |  91.28733 | -35.05461 | 0.1225 |    0.0080 |     photo_z |    4.0 |      1.3 |         17.68 |       2.69 |        1.39 |
|         Abell 3378 |       1566945 |  91.10995 | -35.23674 | 0.1460 |    0.0070 |     photo_z |    4.7 |      1.1 |         18.12 |       2.76 |        1.42 |
|         Abell 3378 |          7045 |  91.85132 | -35.12258 | 0.1755 |    0.0044 |     photo_z |   20.8 |      3.0 |         21.82 |       3.32 |        1.71 |
|         Abell 3378 |        421930 |  91.35976 | -35.75951 | 0.1635 |    0.0062 |     photo_z |    3.6 |      1.4 |         27.55 |       4.20 |        2.16 |
|         Abell 3378 |        498184 |  92.03291 | -35.39447 | 0.1444 |    0.0066 |     photo_z |    4.4 |      1.1 |         28.06 |       4.27 |        2.20 |
|         Abell 3378 |        826923 |  91.70258 | -35.83413 | 0.1497 |    0.0049 |     photo_z |   12.8 |      2.0 |         33.50 |       5.10 |        2.63 |
|         Abell 3378 |        510004 |  90.83992 | -35.06551 | 0.1458 |    0.0065 |     photo_z |    4.4 |      1.2 |         34.14 |       5.20 |        2.68 |
|         Abell 3378 |       1588189 |  91.83853 | -34.74850 | 0.1292 |    0.0080 |     photo_z |    5.3 |      1.8 |         38.21 |       5.82 |        3.00 |
|         Abell 3378 |       2187549 |  91.88646 | -35.91205 | 0.1498 |    0.0060 |     photo_z |    6.2 |      1.0 |         41.52 |       6.32 |        3.26 |
|         Abell 3378 |       2333897 |  91.37245 | -36.02707 | 0.1699 |    0.0063 |     photo_z |    3.4 |      0.9 |         43.34 |       6.60 |        3.40 |
|         Abell 3378 |         97861 |  91.75248 | -36.02794 | 0.1231 |    0.0072 |     photo_z |    5.9 |      1.2 |         45.29 |       6.90 |        3.56 |
|         Abell 3378 |       2114885 |  91.18301 | -36.03006 | 0.1716 |    0.0050 |     photo_z |    9.8 |      1.5 |         45.46 |       6.92 |        3.57 |
|         Abell 3378 |       2514968 |  92.25458 | -34.84467 | 0.1668 |    0.0066 |     photo_z |    4.5 |      1.2 |         47.58 |       7.24 |        3.73 |
|         Abell 3378 |        371535 |  92.61880 | -35.64432 | 0.1464 |    0.0065 |     photo_z |    3.4 |      1.2 |         59.67 |       9.09 |        4.68 |
|         Abell 3378 |        272425 |  90.20688 | -35.30770 | 0.1714 |    0.0060 |     photo_z |    3.8 |      1.2 |         61.81 |       9.41 |        4.85 |
|         Abell 3378 |       2354237 |  90.96899 | -34.34508 | 0.1370 |    0.0067 |     photo_z |    6.9 |      2.3 |         62.86 |       9.57 |        4.93 |
|         Abell 3404 |           524 | 101.37289 | -54.22690 | 0.1631 |    0.0004 |   cg_spec_z |  178.3 |     13.9 |          0.47 |       0.08 |        0.04 |
|         Abell 3404 |         19432 | 101.51668 | -54.22699 | 0.1610 |    0.0044 |     photo_z |   41.7 |      9.9 |          5.09 |       0.89 |        0.38 |
|         Abell 3404 |         34606 | 101.16631 | -54.28115 | 0.1607 |    0.0048 |     photo_z |   18.3 |      3.4 |          8.12 |       1.42 |        0.61 |
|         Abell 3404 |        204709 | 101.30043 | -54.38413 | 0.1607 |    0.0057 |     photo_z |    5.8 |      2.5 |         10.22 |       1.79 |        0.77 |
|         Abell 3404 |        909255 | 100.92047 | -54.58170 | 0.1612 |    0.0060 |     photo_z |    5.2 |      2.4 |         26.88 |       4.69 |        2.01 |
|         Abell 3404 |       3625455 | 102.09912 | -53.99638 | 0.1626 |    0.0053 |     photo_z |   14.9 |      4.4 |         28.85 |       5.04 |        2.16 |
|         Abell 3404 |       2230715 | 101.90161 | -54.61055 | 0.1539 |    0.0069 |     photo_z |    3.4 |      0.9 |         29.90 |       5.22 |        2.24 |
|         Abell 3404 |         29682 | 101.15863 | -54.74497 | 0.1617 |    0.0047 |     photo_z |   13.6 |      4.2 |         32.42 |       5.66 |        2.43 |
|         Abell 3404 |       1152880 | 101.27514 | -54.87126 | 0.1626 |    0.0052 |     photo_z |    8.3 |      1.4 |         39.28 |       6.86 |        2.94 |
|         Abell 3404 |        289645 | 100.86599 | -53.59839 | 0.1553 |    0.0066 |     photo_z |    4.7 |      1.9 |         41.31 |       7.22 |        3.10 |
|         Abell 3404 |        199020 | 102.55138 | -53.99325 | 0.1662 |    0.0069 |     photo_z |    3.8 |      1.2 |         43.64 |       7.62 |        3.27 |
|         Abell 3404 |       2031945 | 100.15918 | -53.81497 | 0.1538 |    0.0063 |     photo_z |    4.7 |      1.2 |         49.15 |       8.58 |        3.68 |
|         Abell 3404 |        214853 | 100.16079 | -54.77175 | 0.1655 |    0.0060 |     photo_z |    3.8 |      1.1 |         53.68 |       9.38 |        4.02 |
|         Abell 3404 |       2111375 | 102.95088 | -54.27373 | 0.1591 |    0.0054 |     photo_z |    8.4 |      1.1 |         55.45 |       9.68 |        4.16 |
|         Abell 3404 |        325737 |  99.78308 | -54.11083 | 0.1609 |    0.0044 |     photo_z |   24.4 |      2.7 |         56.19 |       9.81 |        4.21 |
|         Abell 3404 |         77904 | 102.84372 | -53.77999 | 0.1654 |    0.0061 |     photo_z |    7.4 |      1.4 |         58.20 |      10.17 |        4.36 |
|         Abell 3404 |       3138058 | 102.44600 | -55.01937 | 0.1519 |    0.0062 |     photo_z |    3.7 |      1.6 |         60.81 |      10.62 |        4.56 |
|         Abell 3404 |       1198087 |  99.78228 | -54.68154 | 0.1495 |    0.0070 |     photo_z |    4.3 |      1.3 |         62.01 |      10.83 |        4.65 |
|         Abell 3444 |           516 | 155.99158 | -27.29732 | 0.2687 |    0.0061 |     photo_z |   35.9 |      3.6 |          2.79 |       0.68 |        0.34 |
|         Abell 3444 |         15232 | 155.85187 | -27.27102 | 0.2923 |    0.0150 |     photo_z |    6.8 |      1.4 |          5.92 |       1.45 |        0.72 |
|         Abell 3444 |         27363 | 155.94614 | -27.15196 | 0.2631 |    0.0061 |     photo_z |   49.7 |      5.0 |          6.48 |       1.59 |        0.79 |
|         Abell 3444 |          5375 | 155.82068 | -27.21687 | 0.2225 |    0.0057 |     photo_z |   18.5 |      2.5 |          7.96 |       1.95 |        0.96 |
|         Abell 3444 |       2677472 | 155.88899 | -27.38357 | 0.2569 |    0.0112 |     photo_z |    5.8 |      1.4 |          8.43 |       2.06 |        1.02 |
|         Abell 3444 |       1719771 | 156.11704 | -27.41667 | 0.2903 |    0.0170 |     photo_z |    4.9 |      1.5 |         12.56 |       3.07 |        1.52 |
|         Abell 3444 |       2412354 | 155.89204 | -27.48169 | 0.2696 |    0.0118 |     photo_z |    3.9 |      1.6 |         13.87 |       3.40 |        1.68 |
|         Abell 3444 |         11523 | 156.00421 | -27.02226 | 0.2519 |    0.0070 |     photo_z |   20.3 |      3.3 |         14.38 |       3.52 |        1.74 |
|         Abell 3444 |       1208457 | 156.14464 | -27.04554 | 0.2320 |    0.0069 |     photo_z |    8.7 |      1.6 |         16.09 |       3.94 |        1.95 |
|         Abell 3444 |        282787 | 155.70619 | -27.45324 | 0.2731 |    0.0147 |     photo_z |    5.6 |      1.2 |         17.94 |       4.39 |        2.17 |
|         Abell 3444 |       3272873 | 156.29757 | -27.34714 | 0.2467 |    0.0074 |     photo_z |   17.9 |      2.8 |         18.65 |       4.57 |        2.26 |
|         Abell 3444 |       2802901 | 155.71525 | -27.03794 | 0.2922 |    0.0166 |     photo_z |    5.5 |      1.4 |         18.70 |       4.58 |        2.27 |
|         Abell 3444 |       2641721 | 155.64418 | -27.11551 | 0.2808 |    0.0083 |     photo_z |   22.9 |      3.0 |         19.03 |       4.66 |        2.31 |
|         Abell 3444 |       1035634 | 156.06845 | -27.57513 | 0.2477 |    0.0126 |     photo_z |    3.7 |      1.1 |         19.80 |       4.85 |        2.40 |
|         Abell 3444 |       1998762 | 156.34075 | -27.21971 | 0.2489 |    0.0107 |     photo_z |    4.3 |      1.3 |         20.34 |       4.98 |        2.47 |
|         Abell 3444 |       3334602 | 155.53025 | -27.17081 | 0.2622 |    0.0154 |     photo_z |    7.8 |      2.0 |         23.64 |       5.79 |        2.87 |
|         Abell 3444 |        633593 | 156.20518 | -27.59525 | 0.2891 |    0.0167 |     photo_z |    5.8 |      3.7 |         23.97 |       5.87 |        2.91 |
|         Abell 3444 |       2887871 | 156.32945 | -27.52573 | 0.2424 |    0.0065 |     photo_z |   25.2 |      3.4 |         25.28 |       6.19 |        3.06 |
|         Abell 3444 |        170902 | 156.43767 | -27.26565 | 0.2914 |    0.0160 |     photo_z |    7.0 |      1.7 |         25.37 |       6.21 |        3.07 |
|         Abell 3444 |       1104247 | 155.90105 | -26.80988 | 0.2464 |    0.0094 |     photo_z |    9.0 |      1.5 |         27.14 |       6.65 |        3.29 |
|         Abell 3444 |       3017211 | 156.31920 | -27.62840 | 0.2677 |    0.0131 |     photo_z |    4.3 |      2.0 |         29.20 |       7.15 |        3.54 |
|         Abell 3444 |       1412938 | 155.60450 | -27.72452 | 0.2530 |    0.0103 |     photo_z |    3.3 |      1.0 |         33.80 |       8.28 |        4.10 |
|         Abell 3444 |       2088083 | 156.60385 | -27.27762 | 0.2473 |    0.0121 |     photo_z |    3.9 |      1.1 |         34.24 |       8.38 |        4.15 |
|         Abell 3444 |       2389894 | 156.47653 | -26.89144 | 0.2238 |    0.0072 |     photo_z |    5.2 |      1.1 |         35.24 |       8.63 |        4.27 |
|         Abell 3444 |       1006726 | 155.27997 | -27.11475 | 0.2818 |    0.0164 |     photo_z |    4.7 |      1.0 |         37.42 |       9.16 |        4.54 |
|         Abell 3444 |        326950 | 155.76277 | -26.63884 | 0.2805 |    0.0167 |     photo_z |    4.3 |      1.4 |         38.71 |       9.48 |        4.69 |
|         Abell 3444 |        886881 | 156.67569 | -27.40381 | 0.2233 |    0.0084 |     photo_z |    5.0 |      1.3 |         39.02 |       9.55 |        4.73 |
|         Abell 3444 |        707910 | 155.19959 | -27.17870 | 0.2671 |    0.0128 |     photo_z |    3.3 |      1.0 |         40.97 |      10.03 |        4.97 |
|         Abell 3444 |       2763049 | 156.09201 | -26.58444 | 0.2444 |    0.0106 |     photo_z |    4.4 |      1.8 |         41.07 |      10.05 |        4.98 |
|         Abell 3695 |         18202 | 308.68952 | -35.82398 | 0.0889 |    0.0011 | spec_z_boot |  103.6 |      5.3 |          0.80 |       0.08 |        0.04 |
|         Abell 3695 |       3312308 | 309.02040 | -35.61153 | 0.0834 |    0.0118 |     photo_z |    5.2 |      1.3 |         19.97 |       2.06 |        1.10 |
|         Abell 3695 |       2125477 | 308.39754 | -35.46252 | 0.0945 |    0.0002 |   cg_spec_z |    6.1 |      1.3 |         26.44 |       2.73 |        1.46 |
|         Abell 3695 |         49205 | 309.23256 | -35.40741 | 0.0927 |    0.0088 |     photo_z |   12.9 |      2.5 |         35.89 |       3.71 |        1.98 |
|         Abell 3695 |       2037402 | 308.09125 | -35.47749 | 0.1112 |    0.0093 |     photo_z |    4.4 |      1.0 |         36.50 |       3.77 |        2.02 |
|         Abell 3695 |       1919376 | 307.93846 | -35.68980 | 0.0891 |    0.0124 |     photo_z |    4.0 |      0.8 |         38.23 |       3.95 |        2.11 |
|         Abell 3695 |         45329 | 308.73414 | -35.15557 | 0.0878 |    0.0002 |   cg_spec_z |    8.9 |      2.3 |         40.19 |       4.15 |        2.22 |
|         Abell 3695 |       3598767 | 309.07086 | -35.20457 | 0.0848 |    0.0128 |     photo_z |    3.7 |      1.2 |         41.27 |       4.26 |        2.28 |
|         Abell 3695 |       2593899 | 307.78519 | -36.04537 | 0.0898 |    0.0004 |   cg_spec_z |    3.8 |      0.9 |         46.64 |       4.82 |        2.58 |
|         Abell 3695 |        222515 | 307.91600 | -36.37784 | 0.0874 |    0.0004 |   cg_spec_z |    4.2 |      1.2 |         50.66 |       5.23 |        2.80 |
|         Abell 3695 |         94503 | 308.19603 | -34.98120 | 0.0896 |    0.0002 |   cg_spec_z |    5.8 |      1.1 |         56.43 |       5.83 |        3.12 |
|         Abell 3695 |        141910 | 308.82194 | -34.86577 | 0.0814 |    0.0202 | spec_z_boot |   19.3 |      3.1 |         57.83 |       5.98 |        3.20 |
|         Abell 3695 |        768324 | 308.27108 | -34.61231 | 0.0897 |    0.0011 | spec_z_boot |    5.1 |      2.9 |         75.82 |       7.83 |        4.19 |
|         Abell 3695 |          1613 | 308.58283 | -34.49410 | 0.1231 |    0.0002 |   cg_spec_z |   55.0 |      3.5 |         80.08 |       8.27 |        4.42 |
|         Abell 3695 |       2721865 | 310.42646 | -35.32115 | 0.0878 |    0.0081 |     photo_z |   46.6 |      3.1 |         89.25 |       9.22 |        4.93 |
|         Abell 3822 |           404 | 328.51748 | -57.86760 | 0.0757 |    0.0009 | spec_z_boot |   15.6 |      4.3 |          0.43 |       0.04 |        0.02 |
|         Abell 3822 |           728 | 328.75058 | -57.65763 | 0.0758 |    0.0008 | spec_z_boot |   49.6 |      5.1 |         14.23 |       1.27 |        0.76 |
|         Abell 3822 |       2686212 | 328.35514 | -58.10165 | 0.0643 |    0.0153 |     photo_z |    5.5 |      2.7 |         15.34 |       1.37 |        0.82 |
|         Abell 3822 |        147069 | 328.97959 | -57.57538 | 0.0753 |    0.0014 | spec_z_boot |   23.8 |      2.9 |         22.52 |       2.01 |        1.21 |
|         Abell 3822 |        397808 | 327.89355 | -58.03073 | 0.0846 |    0.0128 |     photo_z |    4.5 |      1.5 |         22.57 |       2.02 |        1.21 |
|         Abell 3822 |       1873989 | 327.68190 | -57.75240 | 0.0809 |    0.0004 |   cg_spec_z |   17.6 |      2.9 |         27.85 |       2.49 |        1.49 |
|         Abell 3822 |       1379973 | 327.79964 | -57.44347 | 0.0531 |    0.0002 |   cg_spec_z |    9.7 |      1.9 |         34.35 |       3.07 |        1.84 |
|         Abell 3822 |         19567 | 328.68129 | -57.28030 | 0.0737 |    0.0029 | spec_z_boot |    6.9 |      0.3 |         35.31 |       3.16 |        1.89 |
|         Abell 3822 |        163991 | 327.19605 | -58.26242 | 0.0779 |    0.0113 |     photo_z |    8.7 |      1.2 |         48.59 |       4.34 |        2.60 |
|         Abell 3822 |       2828767 | 329.99302 | -57.46012 | 0.1118 |    0.0088 |     photo_z |    4.2 |      1.0 |         52.87 |       4.73 |        2.83 |
|         Abell 3822 |        541857 | 329.64962 | -58.54548 | 0.0754 |    0.0139 |     photo_z |    5.2 |      1.3 |         54.17 |       4.84 |        2.90 |
|         Abell 3822 |         48807 | 327.10099 | -57.23080 | 0.0853 |    0.0093 |     photo_z |   17.0 |      5.2 |         59.58 |       5.33 |        3.19 |
|         Abell 3822 |       2151429 | 330.37618 | -57.69090 | 0.1014 |    0.0078 |     photo_z |    9.8 |      1.5 |         60.02 |       5.37 |        3.21 |
|         Abell 3822 |        606978 | 329.72693 | -57.02197 | 0.0666 |    0.0161 |     photo_z |    3.3 |      1.0 |         63.60 |       5.69 |        3.40 |
|         Abell 3822 |        188773 | 326.86024 | -57.10632 | 0.0465 |    0.0141 |     photo_z |   10.8 |      4.8 |         70.38 |       6.29 |        3.77 |
|         Abell 3822 |          3333 | 326.59416 | -57.28680 | 0.0738 |    0.0022 | spec_z_boot |   70.2 |      4.9 |         71.17 |       6.36 |        3.81 |
|         Abell 3822 |        225165 | 330.51292 | -57.30010 | 0.1045 |    0.0002 |   cg_spec_z |   10.8 |      2.4 |         72.23 |       6.46 |        3.87 |
|         Abell 3822 |       1424099 | 330.01286 | -58.81251 | 0.1063 |    0.0004 |   cg_spec_z |    9.3 |      2.9 |         73.70 |       6.59 |        3.95 |
|         Abell 3822 |       2927761 | 330.70702 | -57.46881 | 0.1046 |    0.0002 |   cg_spec_z |    9.5 |      1.5 |         73.82 |       6.60 |        3.95 |
|         Abell 3822 |        311460 | 326.35787 | -58.36711 | 0.0718 |    0.0004 |   cg_spec_z |    9.2 |      4.4 |         75.13 |       6.72 |        4.02 |
|         Abell 3822 |        271535 | 329.72319 | -56.73334 | 0.1019 |    0.0081 |     photo_z |   10.3 |      2.4 |         78.07 |       6.98 |        4.18 |
|         Abell 3822 |         83350 | 326.45601 | -58.61384 | 0.1077 |    0.0004 |   cg_spec_z |    5.3 |      1.1 |         79.44 |       7.10 |        4.25 |
|         Abell 3822 |        196412 | 329.66979 | -59.10184 | 0.0526 |    0.0004 |   cg_spec_z |   13.7 |      4.2 |         82.51 |       7.38 |        4.42 |
|         Abell 3822 |       2707613 | 331.12452 | -58.12815 | 0.1014 |    0.0103 |     photo_z |    5.5 |      1.3 |         84.08 |       7.52 |        4.50 |
|         Abell 3822 |       2863349 | 327.16409 | -59.08426 | 0.0691 |    0.0001 |   cg_spec_z |   11.5 |      1.8 |         84.85 |       7.59 |        4.54 |
|         Abell 3822 |       2490713 | 331.13639 | -57.60537 | 0.0571 |    0.0161 |     photo_z |    5.7 |      3.0 |         84.96 |       7.60 |        4.55 |
|         Abell 3822 |       1279256 | 326.03938 | -58.48563 | 0.0802 |    0.0124 |     photo_z |    7.3 |      2.1 |         87.14 |       7.79 |        4.67 |
|         Abell 3822 |       3347974 | 326.50957 | -56.89067 | 0.0750 |    0.0002 |   cg_spec_z |   12.8 |      4.6 |         87.55 |       7.83 |        4.69 |
|         Abell 3822 |       2865392 | 331.14293 | -58.34195 | 0.0993 |    0.0095 |     photo_z |    5.4 |      1.1 |         87.74 |       7.84 |        4.70 |
|         Abell 3822 |        263273 | 328.22683 | -59.34809 | 0.0978 |    0.0113 |     photo_z |    3.7 |      1.0 |         89.60 |       8.01 |        4.80 |
|         Abell 3822 |       2461994 | 327.82214 | -59.33462 | 0.0893 |    0.0124 |     photo_z |    3.9 |      1.4 |         91.01 |       8.14 |        4.87 |
|         Abell 3827 |           774 | 330.47523 | -59.94596 | 0.1062 |    0.0062 |     photo_z |   79.7 |      3.9 |          0.46 |       0.05 |        0.02 |
|         Abell 3827 |       2723031 | 330.66880 | -59.76284 | 0.1038 |    0.0071 |     photo_z |    9.2 |      2.3 |         12.16 |       1.36 |        0.62 |
|         Abell 3827 |       2962580 | 330.87376 | -59.85625 | 0.1179 |    0.0066 |     photo_z |   10.7 |      2.0 |         13.15 |       1.47 |        0.67 |
|         Abell 3827 |       2533353 | 330.68722 | -60.38226 | 0.1041 |    0.0075 |     photo_z |   12.1 |      2.4 |         27.38 |       3.07 |        1.40 |
|         Abell 3827 |        313532 | 330.49761 | -60.54774 | 0.1092 |    0.0082 |     photo_z |    4.4 |      1.5 |         36.53 |       4.10 |        1.86 |
|         Abell 3827 |           609 | 329.60908 | -60.42612 | 0.0849 |    0.0082 |     photo_z |   84.4 |      4.7 |         38.89 |       4.36 |        1.98 |
|         Abell 3827 |       3431333 | 329.13071 | -59.95787 | 0.1197 |    0.0073 |     photo_z |    5.9 |      1.4 |         40.23 |       4.51 |        2.05 |
|         Abell 3827 |       2944473 | 329.41779 | -59.50997 | 0.1225 |    0.0078 |     photo_z |    8.2 |      5.6 |         40.92 |       4.59 |        2.09 |
|         Abell 3827 |        141876 | 331.36779 | -60.67650 | 0.1089 |    0.0085 |     photo_z |    6.5 |      1.5 |         51.68 |       5.80 |        2.63 |
|         Abell 3827 |       2696776 | 328.84641 | -60.26041 | 0.0769 |    0.0002 |   cg_spec_z |    5.0 |      1.8 |         52.23 |       5.86 |        2.66 |
|         Abell 3827 |       2788371 | 330.00722 | -60.78451 | 0.0960 |    0.0103 |     photo_z |    6.2 |      3.8 |         52.55 |       5.89 |        2.68 |
|         Abell 3827 |       2446439 | 332.35556 | -60.20167 | 0.0982 |    0.0105 |     photo_z |    4.5 |      1.4 |         58.63 |       6.57 |        2.99 |
|         Abell 3827 |       1096110 | 328.41215 | -59.93520 | 0.0988 |    0.0109 |     photo_z |    3.1 |      0.9 |         61.83 |       6.93 |        3.15 |
|         Abell 3827 |       1424099 | 330.01286 | -58.81251 | 0.1063 |    0.0004 |   cg_spec_z |    9.3 |      2.9 |         69.01 |       7.74 |        3.52 |
|         Abell 3827 |        221496 | 329.56623 | -61.04602 | 0.1199 |    0.0079 |     photo_z |    3.7 |      1.9 |         71.58 |       8.03 |        3.65 |
|         Abell 3827 |       2322778 | 331.50855 | -58.86897 | 0.0848 |    0.0004 |   cg_spec_z |   19.0 |      2.8 |         71.62 |       8.03 |        3.65 |
|         Abell 3827 |       1602960 | 328.36065 | -60.55519 | 0.1157 |    0.0081 |     photo_z |    6.9 |      5.1 |         72.85 |       8.17 |        3.71 |
|         Abell 3827 |       2566963 | 327.98669 | -60.23354 | 0.1150 |    0.0087 |     photo_z |    4.1 |      1.4 |         76.35 |       8.56 |        3.89 |
|         Abell 3827 |        263273 | 328.22683 | -59.34809 | 0.0978 |    0.0113 |     photo_z |    3.7 |      1.0 |         76.68 |       8.60 |        3.91 |
|         Abell 3827 |        750650 | 332.07367 | -61.00092 | 0.0990 |    0.0094 |     photo_z |    6.0 |      1.3 |         79.44 |       8.91 |        4.05 |
|         Abell 3827 |         99611 | 329.46518 | -61.21053 | 0.1101 |    0.0076 |     photo_z |    6.5 |      1.3 |         81.83 |       9.18 |        4.17 |
|         Abell 3827 |        634370 | 329.05736 | -61.16185 | 0.1103 |    0.0082 |     photo_z |    5.0 |      2.0 |         84.36 |       9.46 |        4.30 |
|         Abell 3827 |        490215 | 328.51677 | -61.01503 | 0.1030 |    0.0004 |   cg_spec_z |    5.2 |      0.9 |         86.60 |       9.71 |        4.41 |
|         Abell 3827 |        541857 | 329.64962 | -58.54548 | 0.0754 |    0.0139 |     photo_z |    5.2 |      1.3 |         87.31 |       9.79 |        4.45 |
|         Abell 3827 |       2461994 | 327.82214 | -59.33462 | 0.0893 |    0.0124 |     photo_z |    3.9 |      1.4 |         88.08 |       9.88 |        4.49 |
|         Abell 3827 |       3451158 | 331.32210 | -58.52226 | 0.0992 |    0.0085 |     photo_z |    7.2 |      1.5 |         88.94 |       9.97 |        4.53 |
|         Abell 3827 |       1617272 | 327.75221 | -59.37120 | 0.1309 |    0.0074 |     photo_z |    4.8 |      1.2 |         89.12 |       9.99 |        4.54 |
|         Abell 3827 |       2716566 | 328.72072 | -61.26073 | 0.1033 |    0.0004 |   cg_spec_z |   12.1 |      2.0 |         94.55 |      10.60 |        4.82 |
|         Abell 3827 |       2865392 | 331.14293 | -58.34195 | 0.0993 |    0.0095 |     photo_z |    5.4 |      1.1 |         98.04 |      10.99 |        5.00 |
|         Abell 3911 |          6575 | 341.56212 | -52.72091 | 0.0965 |    0.0016 | spec_z_boot |   68.3 |      5.7 |          0.32 |       0.04 |        0.02 |
|         Abell 3911 |       2403429 | 341.61153 | -52.58335 | 0.1072 |    0.0073 |     photo_z |   22.4 |      7.9 |          8.45 |       0.94 |        0.52 |
|         Abell 3911 |       1331593 | 341.32867 | -52.85726 | 0.1061 |    0.0088 |     photo_z |    4.1 |      0.8 |         11.96 |       1.33 |        0.74 |
|         Abell 3911 |       2987456 | 341.46487 | -52.28503 | 0.1065 |    0.0077 |     photo_z |    8.8 |      2.2 |         26.50 |       2.95 |        1.64 |
|         Abell 3911 |       2156108 | 342.29819 | -52.89475 | 0.0642 |    0.0004 |   cg_spec_z |    4.4 |      1.7 |         28.34 |       3.16 |        1.76 |
|         Abell 3911 |       3327334 | 340.89231 | -52.44128 | 0.0958 |    0.0118 |     photo_z |    3.8 |      1.2 |         29.93 |       3.34 |        1.85 |
|         Abell 3911 |       2898617 | 342.02970 | -53.17718 | 0.1094 |    0.0089 |     photo_z |    3.9 |      1.0 |         31.95 |       3.56 |        1.98 |
|         Abell 3911 |         35428 | 342.08031 | -52.05323 | 0.0982 |    0.0008 | spec_z_boot |   33.1 |      2.7 |         44.25 |       4.93 |        2.74 |
|         Abell 3911 |         19207 | 342.39668 | -51.75194 | 0.0951 |    0.0004 |   cg_spec_z |   19.4 |      3.8 |         65.64 |       7.32 |        4.06 |
|         Abell 3911 |       1485623 | 340.34106 | -53.55122 | 0.0908 |    0.0002 |   cg_spec_z |    7.6 |      1.3 |         66.59 |       7.42 |        4.12 |
|         Abell 3911 |       2887888 | 342.52519 | -51.73539 | 0.0962 |    0.0002 |   cg_spec_z |   38.7 |      7.2 |         68.81 |       7.67 |        4.26 |
|         Abell 3911 |        247022 | 343.29625 | -52.04947 | 0.1119 |    0.0091 |     photo_z |    4.7 |      1.0 |         74.97 |       8.36 |        4.64 |
|         Abell 3911 |        820392 | 342.52327 | -51.57347 | 0.1001 |    0.0104 |     photo_z |    5.2 |      3.2 |         77.32 |       8.62 |        4.79 |
|         Abell 3921 |          5235 | 342.49262 | -64.42973 | 0.0936 |    0.0008 | spec_z_boot |   64.7 |      9.0 |          1.30 |       0.14 |        0.08 |
|         Abell 3921 |         38861 | 342.97537 | -64.41505 | 0.0923 |    0.0008 | spec_z_boot |   17.7 |      3.0 |         13.46 |       1.46 |        0.80 |
|         Abell 3921 |       2512480 | 342.21736 | -64.12650 | 0.0950 |    0.0001 |   cg_spec_z |    3.9 |      0.9 |         18.39 |       2.00 |        1.10 |
|         Abell 3921 |         38756 | 342.95372 | -64.16145 | 0.0919 |    0.0008 | spec_z_boot |    4.3 |      1.2 |         19.98 |       2.17 |        1.19 |
|         Abell 3921 |       1677570 | 341.11799 | -64.32825 | 0.0975 |    0.0105 |     photo_z |    3.5 |      0.8 |         35.11 |       3.81 |        2.09 |
|         Abell 3921 |       3254738 | 340.67236 | -64.48356 | 0.0954 |    0.0086 | spec_z_boot |   10.7 |      1.8 |         46.34 |       5.03 |        2.76 |
