|            chances | eromapper_idx |        ra |       dec | best_z | best_zerr | best_z_type | lambda | lambda_e | dist (arcmin) | dist (Mpc) | dist (r200) |
|   RXC J2031.8-4037 |       1465077 | 307.63403 | -40.64785 | 0.3516 |    0.0146 |     photo_z |   11.8 |      3.1 |         15.16 |       4.57 |        2.14 |
|   RXC J2031.8-4037 |       1136144 | 308.16922 | -40.41472 | 0.3264 |    0.0175 |     photo_z |    5.6 |      2.1 |         15.49 |       4.67 |        2.19 |
|   RXC J2031.8-4037 |       2028708 | 307.84183 | -40.31172 | 0.3395 |    0.0195 |     photo_z |    7.1 |      1.8 |         19.39 |       5.84 |        2.74 |
|   RXC J2031.8-4037 |       1004784 | 307.51912 | -40.60605 | 0.3282 |    0.0188 |     photo_z |    4.7 |      1.4 |         20.33 |       6.12 |        2.88 |
|   RXC J2031.8-4037 |       1627774 | 308.41181 | -40.52328 | 0.3824 |    0.0205 |     photo_z |    6.8 |      2.6 |         21.19 |       6.38 |        3.00 |
|   RXC J2031.8-4037 |        590023 | 307.51240 | -40.51957 | 0.3240 |    0.0180 |     photo_z |    3.4 |      1.4 |         21.51 |       6.48 |        3.04 |
|   RXC J2031.8-4037 |         21437 | 308.37776 | -40.83550 | 0.3384 |    0.0076 |     photo_z |   48.9 |      4.1 |         22.76 |       6.86 |        3.22 |
|   RXC J2031.8-4037 |       1561564 | 307.89709 | -40.22305 | 0.3377 |    0.0156 |     photo_z |    5.9 |      1.3 |         24.08 |       7.25 |        3.41 |
|   RXC J2031.8-4037 |        132360 | 307.95096 | -41.07132 | 0.3809 |    0.0165 |     photo_z |    9.3 |      2.4 |         27.03 |       8.14 |        3.82 |
|   RXC J2031.8-4037 |       1062980 | 307.35242 | -40.47527 | 0.3795 |    0.0195 |     photo_z |    3.9 |      1.9 |         29.27 |       8.82 |        4.14 |
|   RXC J2031.8-4037 |       1770278 | 308.60679 | -40.48721 | 0.3302 |    0.0157 |     photo_z |    4.7 |      1.2 |         30.34 |       9.14 |        4.29 |
|   RXC J2031.8-4037 |       3455977 | 308.23294 | -41.13940 | 0.3616 |    0.0207 |     photo_z |    6.8 |      1.5 |         33.39 |      10.06 |        4.72 |
|   RXC J2031.8-4037 |        425587 | 307.27038 | -40.39971 | 0.3717 |    0.0220 |     photo_z |    6.3 |      3.4 |         34.36 |      10.35 |        4.86 |
|   RXC J2211.7-0350 |           137 | 332.94134 |  -3.82900 | 0.3959 |    0.0081 |     photo_z |  159.9 |      8.2 |          0.63 |       0.21 |        0.09 |
|   RXC J2211.7-0350 |        294873 | 332.93513 |  -3.89124 | 0.4106 |    0.0116 |     photo_z |   22.3 |      5.3 |          3.74 |       1.24 |        0.54 |
|   RXC J2211.7-0350 |       2484826 | 332.86269 |  -3.90149 | 0.4035 |    0.0224 |     photo_z |    4.7 |      1.8 |          5.96 |       1.97 |        0.87 |
|   RXC J2211.7-0350 |       2484396 | 333.03466 |  -3.86251 | 0.3710 |    0.0150 |     photo_z |   11.5 |      3.3 |          6.53 |       2.16 |        0.95 |
|   RXC J2211.7-0350 |       2616353 | 332.98403 |  -3.95595 | 0.4137 |    0.0132 |     photo_z |   13.6 |      2.0 |          8.26 |       2.73 |        1.20 |
|   RXC J2211.7-0350 |       1990068 | 333.02470 |  -3.69502 | 0.4002 |    0.0235 |     photo_z |    4.2 |      1.4 |          9.81 |       3.25 |        1.42 |
|   RXC J2211.7-0350 |       1578583 | 332.76251 |  -3.90610 | 0.4323 |    0.0155 |     photo_z |    3.8 |      1.2 |         11.09 |       3.67 |        1.61 |
|   RXC J2211.7-0350 |       2351321 | 333.14382 |  -3.68954 | 0.4427 |    0.0140 |     photo_z |   10.0 |      3.6 |         15.25 |       5.05 |        2.21 |
|   RXC J2211.7-0350 |        227026 | 333.10718 |  -3.60446 | 0.4370 |    0.0141 |     photo_z |    7.8 |      1.7 |         17.12 |       5.66 |        2.48 |
|   RXC J2211.7-0350 |        132452 | 332.71217 |  -4.01690 | 0.4258 |    0.0172 |     photo_z |    4.6 |      1.4 |         17.28 |       5.72 |        2.51 |
|   RXC J2211.7-0350 |       2898015 | 332.79357 |  -4.09781 | 0.3614 |    0.0205 |     photo_z |   14.0 |      2.3 |         18.10 |       5.99 |        2.63 |
|   RXC J2211.7-0350 |       2510966 | 332.70157 |  -3.62146 | 0.4059 |    0.0172 |     photo_z |    5.6 |      1.6 |         18.53 |       6.13 |        2.69 |
|   RXC J2211.7-0350 |       1916413 | 332.73249 |  -3.58472 | 0.3528 |    0.0258 |     photo_z |    5.2 |      1.2 |         18.86 |       6.24 |        2.74 |
|   RXC J2211.7-0350 |        690274 | 333.26739 |  -3.96847 | 0.3797 |    0.0177 |     photo_z |    7.7 |      1.7 |         21.82 |       7.22 |        3.17 |
|   RXC J2211.7-0350 |       3065943 | 332.92617 |  -3.43697 | 0.4265 |    0.0225 |     photo_z |    3.7 |      1.2 |         23.52 |       7.78 |        3.41 |
|   RXC J2211.7-0350 |       2213264 | 332.68150 |  -4.13957 | 0.4017 |    0.0196 |     photo_z |    4.1 |      1.2 |         23.87 |       7.90 |        3.47 |
|   RXC J2211.7-0350 |        268218 | 332.73228 |  -3.48173 | 0.3620 |    0.0004 |   cg_spec_z |    4.0 |      0.9 |         23.99 |       7.94 |        3.48 |
|   RXC J2211.7-0350 |        361529 | 333.20952 |  -3.54063 | 0.4236 |    0.0308 |     photo_z |    5.8 |      2.6 |         24.04 |       7.95 |        3.49 |
|   RXC J2211.7-0350 |       1027620 | 332.62574 |  -4.09206 | 0.4126 |    0.0233 |     photo_z |    4.1 |      1.4 |         24.14 |       7.99 |        3.50 |
|   RXC J2211.7-0350 |       3212998 | 333.35001 |  -3.90655 | 0.3648 |    0.0257 |     photo_z |    3.1 |      1.0 |         25.52 |       8.45 |        3.70 |
|   RXC J2211.7-0350 |       1743984 | 333.34620 |  -3.70601 | 0.4247 |    0.0241 |     photo_z |    8.3 |      1.7 |         25.94 |       8.58 |        3.76 |
|   RXC J2211.7-0350 |        595397 | 332.55134 |  -3.53144 | 0.3803 |    0.0276 |     photo_z |    3.9 |      1.1 |         28.90 |       9.56 |        4.19 |
|   RXC J2211.7-0350 |        684576 | 332.56065 |  -4.16789 | 0.4183 |    0.0228 |     photo_z |    8.1 |      2.5 |         30.07 |       9.95 |        4.36 |
|   RXC J2211.7-0350 |       2178439 | 333.37274 |  -4.09252 | 0.3663 |    0.0226 |     photo_z |    5.6 |      1.4 |         30.82 |      10.20 |        4.47 |
|   RXC J2211.7-0350 |        436580 | 333.12837 |  -4.30351 | 0.4258 |    0.0152 |     photo_z |    7.1 |      1.6 |         30.83 |      10.20 |        4.47 |
|   RXC J2211.7-0350 |       1280035 | 332.95892 |  -3.30561 | 0.3592 |    0.0230 |     photo_z |    5.5 |      3.5 |         31.45 |      10.41 |        4.56 |
|   RXC J2211.7-0350 |       1126834 | 333.44198 |  -3.95488 | 0.3903 |    0.0131 |     photo_z |   10.0 |      1.7 |         31.52 |      10.43 |        4.57 |
|   RXC J2211.7-0350 |       3371690 | 332.41373 |  -3.94493 | 0.3576 |    0.0180 |     photo_z |    6.7 |      1.7 |         31.73 |      10.50 |        4.60 |
|   RXC J2211.7-0350 |       1421692 | 332.43200 |  -3.59688 | 0.4114 |    0.0351 |     photo_z |    3.9 |      1.4 |         32.95 |      10.91 |        4.78 |
|   RXC J2211.7-0350 |       3398954 | 333.43858 |  -4.05952 | 0.4226 |    0.0215 |     photo_z |    3.7 |      1.2 |         33.39 |      11.05 |        4.85 |
|   RXC J2211.7-0350 |       3503193 | 332.56781 |  -3.40253 | 0.3654 |    0.0004 |   cg_spec_z |    8.9 |      2.0 |         33.58 |      11.11 |        4.87 |
|   RXC J2248.7-4431 |          1965 | 342.18318 | -44.53084 | 0.3478 |    0.0012 | spec_z_boot |  194.2 |     20.8 |          0.15 |       0.05 |        0.02 |
|   RXC J2248.7-4431 |          8350 | 342.15215 | -44.52170 | 0.3620 |    0.0002 |   cg_spec_z |   47.2 |      8.5 |          1.30 |       0.40 |        0.17 |
|   RXC J2248.7-4431 |        287799 | 342.05769 | -44.62961 | 0.3493 |    0.0098 |     photo_z |   23.8 |      2.7 |          8.01 |       2.44 |        1.06 |
|   RXC J2248.7-4431 |        513045 | 342.37550 | -44.53522 | 0.3530 |    0.0171 |     photo_z |    9.0 |      1.7 |          8.33 |       2.54 |        1.10 |
|   RXC J2248.7-4431 |       1787152 | 342.15737 | -44.36457 | 0.3507 |    0.0240 |     photo_z |    3.3 |      1.1 |          9.92 |       3.02 |        1.31 |
|   RXC J2248.7-4431 |       1844123 | 342.31901 | -44.38485 | 0.3450 |    0.0196 |     photo_z |    6.0 |      1.5 |         10.48 |       3.19 |        1.39 |
|   RXC J2248.7-4431 |         98076 | 341.95618 | -44.68146 | 0.3472 |    0.0116 |     photo_z |   10.9 |      2.1 |         13.26 |       4.04 |        1.76 |
|   RXC J2248.7-4431 |       2550319 | 342.24261 | -44.28695 | 0.3501 |    0.0294 |     photo_z |    8.0 |      2.6 |         14.76 |       4.50 |        1.96 |
|   RXC J2248.7-4431 |       2549716 | 341.84130 | -44.61076 | 0.3581 |    0.0269 |     photo_z |    3.3 |      0.9 |         15.32 |       4.67 |        2.03 |
|   RXC J2248.7-4431 |       1692235 | 342.35965 | -44.25709 | 0.3314 |    0.0133 |     photo_z |    7.3 |      1.4 |         18.03 |       5.49 |        2.39 |
|   RXC J2248.7-4431 |       1895184 | 342.19284 | -44.83627 | 0.3712 |    0.0273 |     photo_z |    3.4 |      1.0 |         18.44 |       5.62 |        2.44 |
|   RXC J2248.7-4431 |       1525312 | 341.80217 | -44.70040 | 0.3432 |    0.0139 |     photo_z |    9.2 |      1.7 |         19.17 |       5.84 |        2.54 |
|   RXC J2248.7-4431 |        775058 | 341.84359 | -44.20411 | 0.3502 |    0.0201 |     photo_z |    4.3 |      1.6 |         24.27 |       7.39 |        3.22 |
|   RXC J2248.7-4431 |        789653 | 341.69220 | -44.80500 | 0.3131 |    0.0164 |     photo_z |    4.8 |      2.7 |         26.63 |       8.11 |        3.53 |
|   RXC J2248.7-4431 |        232327 | 341.55954 | -44.57411 | 0.3648 |    0.0220 |     photo_z |    4.9 |      1.3 |         26.70 |       8.13 |        3.54 |
|   RXC J2248.7-4431 |       2976913 | 341.69489 | -44.09126 | 0.3441 |    0.0153 |     photo_z |    6.6 |      1.5 |         33.54 |      10.22 |        4.44 |
|   RXC J2248.7-4431 |        493012 | 343.00563 | -44.46945 | 0.3748 |    0.0200 |     photo_z |    3.2 |      1.0 |         35.48 |      10.81 |        4.70 |
| SMACS J0723.3-7327 |         14482 | 110.85407 | -73.50341 | 0.3690 |    0.0088 |     photo_z |   40.3 |      4.9 |          3.87 |       1.27 |        0.63 |
| SMACS J0723.3-7327 |           917 | 110.61528 | -73.42478 | 0.3856 |    0.0105 |     photo_z |   27.0 |      3.5 |          3.92 |       1.28 |        0.64 |
| SMACS J0723.3-7327 |         91389 | 111.11610 | -73.43597 | 0.3824 |    0.0103 |     photo_z |   42.5 |      4.0 |          4.74 |       1.55 |        0.78 |
| SMACS J0723.3-7327 |        386626 | 110.42401 | -73.35897 | 0.3995 |    0.0209 |     photo_z |    7.5 |      1.8 |          8.59 |       2.81 |        1.41 |
| SMACS J0723.3-7327 |        257743 | 111.35316 | -73.42315 | 0.3509 |    0.0158 |     photo_z |   10.6 |      2.2 |          8.85 |       2.90 |        1.45 |
| SMACS J0723.3-7327 |        773095 | 110.92668 | -73.59874 | 0.4070 |    0.0127 |     photo_z |   23.7 |      2.8 |          9.70 |       3.17 |        1.59 |
| SMACS J0723.3-7327 |       3360143 | 110.24333 | -73.51329 | 0.3476 |    0.0239 |     photo_z |    3.2 |      1.1 |         11.10 |       3.63 |        1.82 |
| SMACS J0723.3-7327 |        521142 | 111.41834 | -73.52817 | 0.3963 |    0.0186 |     photo_z |    7.0 |      1.7 |         11.23 |       3.68 |        1.84 |
| SMACS J0723.3-7327 |        295393 | 111.13079 | -73.26270 | 0.3606 |    0.0244 |     photo_z |    6.3 |      1.3 |         11.71 |       3.83 |        1.92 |
| SMACS J0723.3-7327 |       3293085 | 110.39816 | -73.25326 | 0.4333 |    0.0193 |     photo_z |    4.3 |      1.7 |         13.48 |       4.41 |        2.21 |
| SMACS J0723.3-7327 |        511311 | 111.62670 | -73.38110 | 0.4249 |    0.0165 |     photo_z |    4.5 |      1.4 |         13.93 |       4.56 |        2.28 |
| SMACS J0723.3-7327 |       3104622 | 110.04049 | -73.35428 | 0.3918 |    0.0220 |     photo_z |    4.0 |      1.1 |         14.61 |       4.78 |        2.39 |
| SMACS J0723.3-7327 |       2291766 | 111.03847 | -73.17835 | 0.4004 |    0.0220 |     photo_z |    4.7 |      1.2 |         16.01 |       5.24 |        2.62 |
| SMACS J0723.3-7327 |        381652 | 110.47111 | -73.19194 | 0.3587 |    0.0328 |     photo_z |    4.5 |      1.6 |         16.12 |       5.28 |        2.64 |
| SMACS J0723.3-7327 |        814848 | 111.40716 | -73.17701 | 0.3924 |    0.0230 |     photo_z |    4.7 |      1.2 |         18.52 |       6.06 |        3.03 |
| SMACS J0723.3-7327 |        333965 | 110.14154 | -73.73994 | 0.4241 |    0.0210 |     photo_z |    4.9 |      1.0 |         21.58 |       7.07 |        3.53 |
| SMACS J0723.3-7327 |        184896 | 110.82245 | -73.07054 | 0.4174 |    0.0195 |     photo_z |    4.0 |      1.9 |         22.11 |       7.24 |        3.62 |
| SMACS J0723.3-7327 |       2657546 | 109.85481 | -73.69158 | 0.4202 |    0.0288 |     photo_z |    4.2 |      1.2 |         22.56 |       7.38 |        3.69 |
| SMACS J0723.3-7327 |        997706 | 111.96060 | -73.64030 | 0.4262 |    0.0194 |     photo_z |    3.9 |      1.1 |         22.57 |       7.39 |        3.69 |
| SMACS J0723.3-7327 |        944306 | 110.53022 | -73.05520 | 0.3771 |    0.0232 |     photo_z |    3.4 |      0.9 |         23.64 |       7.74 |        3.87 |
| SMACS J0723.3-7327 |       1914455 | 111.21289 | -73.05054 | 0.3567 |    0.0386 |     photo_z |    3.4 |      1.2 |         24.19 |       7.92 |        3.96 |
| SMACS J0723.3-7327 |        690144 | 110.88884 | -73.03057 | 0.3699 |    0.0267 |     photo_z |    4.9 |      2.3 |         24.52 |       8.03 |        4.01 |
| SMACS J0723.3-7327 |         42701 | 112.40178 | -73.51839 | 0.3968 |    0.0209 |     photo_z |    3.8 |      1.4 |         27.08 |       8.87 |        4.43 |
