|               name |        Cluster Name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |            CHANCES |  Abell |  CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |  m200 | c200 | r200 |  d200 |
| PSZ2 G323.08-63.98 | ACT-CL J2355.7-5055 | 358.99553 | -50.91413 | 0.320 | 323.08 |  6.16 |    False |    True |                    |        |        | ACT-CL J2355.7-5055 | PSZ2 G323.08-63.98 |                 |          |                   |  8.91 | 4.19 | 1.81 |  6.30 |
| PSZ2 G273.69-68.38 | ACT-CL J0150.6-4511 |  27.66509 | -45.23682 | 0.320 | 273.69 |  4.87 |    False |   False |                    |        |        | ACT-CL J0150.6-4511 | PSZ2 G273.69-68.38 |                 |          |                   |  7.04 | 4.12 | 1.68 |  5.82 |
| PSZ2 G049.80-25.16 |               59012 | 312.77128 |   2.28447 | 0.321 |  49.80 |  8.62 |    False |    True |                    |        |  59012 | ACT-CL J2051.1+0215 | PSZ2 G049.80-25.16 |                 |          |                   | 12.11 | 4.29 | 2.01 |  6.95 |
| PSZ2 G210.08-60.96 |                A402 |  44.41812 | -22.16270 | 0.322 | 210.09 |  8.17 |    False |    True |                    |   A402 |  73057 | ACT-CL J0257.7-2209 | PSZ2 G210.08-60.96 |                 |          | MCXC J0257.6-2209 | 11.66 | 4.29 | 1.98 |  6.85 |
| PSZ2 G011.72-37.96 | ACT-CL J2049.9-3217 | 312.45047 | -32.29987 | 0.323 |  11.72 |  7.25 |    False |    True |                    |        |        | ACT-CL J2049.9-3217 | PSZ2 G011.72-37.96 |                 |          |                   | 10.37 | 4.24 | 1.90 |  6.57 |
| PSZ2 G013.74-45.53 |               AS946 | 321.56634 | -32.02545 | 0.323 |  13.75 |  6.49 |    False |    True |                    |  AS946 |        | ACT-CL J2126.1-3202 | PSZ2 G013.74-45.53 |                 |          |                   |  9.38 | 4.21 | 1.84 |  6.35 |
| PSZ2 G296.27-52.05 |               96941 |  22.41213 | -64.57923 | 0.326 | 296.28 |  7.16 |    False |    True |                    |        |  96941 |                     | PSZ2 G296.27-52.05 |                 |          |                   | 10.25 | 4.24 | 1.89 |  6.49 |
| PSZ2 G223.47+26.85 |               52342 | 131.37058 |   3.47540 | 0.327 | 223.48 |  7.11 |    False |    True |                    |        |  52342 | ACT-CL J0845.4+0327 | PSZ2 G223.47+26.85 |                 |          |                   | 10.17 | 4.24 | 1.89 |  6.46 |
| PSZ2 G282.14+38.29 |  PSZ2 G282.14+38.29 | 175.40513 | -21.74557 | 0.327 | 282.14 |  6.53 |    False |    True |                    |        |        |                     | PSZ2 G282.14+38.29 |                 |          |                   |  9.34 | 4.20 | 1.84 |  6.28 |
| PSZ2 G341.69+50.67 |  PSZ2 G341.69+50.67 | 216.33488 |  -4.99490 | 0.330 | 341.70 |  7.37 |    False |    True |                    |        |        |                     | PSZ2 G341.69+50.67 |                 |          |                   | 10.54 | 4.25 | 1.91 |  6.49 |
| PSZ2 G053.44-36.25 |               59236 | 323.79916 |  -1.04485 | 0.330 |  53.44 | 10.06 |    False |    True |                    |        |  59236 | ACT-CL J2135.1-0103 | PSZ2 G053.44-36.25 |                 |          |                   | 14.12 | 4.40 | 2.11 |  7.16 |
| PSZ2 G231.79+31.48 |                A776 | 139.05800 |  -0.41180 | 0.332 | 231.79 |  6.57 |    False |    True |                    |   A776 |  57004 | ACT-CL J0916.1-0024 | PSZ2 G231.79+31.48 |                 |          |                   |  9.38 | 4.21 | 1.84 |  6.21 |
| PSZ2 G295.63-51.96 |               97000 |  23.35873 | -64.56788 | 0.333 | 295.64 |  8.21 |    False |    True |                    |        |  97000 |                     | PSZ2 G295.63-51.96 |                 |          |                   | 11.53 | 4.28 | 1.97 |  6.64 |
| PSZ2 G048.91-25.55 |               59018 | 312.67912 |   1.39600 | 0.333 |  48.91 |  7.34 |    False |    True |                    |        |  59018 | ACT-CL J2050.7+0122 | PSZ2 G048.91-25.55 |                 |          |                   | 10.49 | 4.25 | 1.90 |  6.43 |
| PSZ2 G050.06-27.32 |               59019 | 314.73122 |   1.35633 | 0.334 |  50.07 |  8.90 |    False |    True |                    |        |  59019 | ACT-CL J2058.9+0122 | PSZ2 G050.06-27.32 |                 |          |                   | 12.49 | 4.33 | 2.02 |  6.81 |
| PSZ2 G215.24-26.10 |               65279 |  80.17580 | -13.46901 | 0.336 | 215.25 |  8.42 |    False |    True |                    |        |  65279 | ACT-CL J0520.7-1328 | PSZ2 G215.24-26.10 |                 |          | PSZ1 G215.29-26.0 | 11.82 | 4.30 | 1.98 |  6.65 |
| PSZ2 G268.34-43.64 | ACT-CL J0412.0-5743 |  63.03703 | -57.66236 | 0.340 | 268.34 |  5.93 |    False |    True |                    |        |        | ACT-CL J0412.0-5743 | PSZ2 G268.34-43.64 |                 |          |                   |  8.58 | 4.19 | 1.78 |  5.92 |
| PSZ2 G255.51+49.96 | ACT-CL J1058.3-0210 | 164.56971 |  -2.19055 | 0.340 | 255.52 |  6.73 |    False |    True |                    |        |        | ACT-CL J1058.3-0210 | PSZ2 G255.51+49.96 |                 |          |                   |  9.63 | 4.23 | 1.85 |  6.15 |
| PSZ2 G000.77-35.69 |    RXC J2031.8-4037 | 307.97284 | -40.59873 | 0.342 |   0.78 |  8.54 |    False |    True |   RXC J2031.8-4037 |        |  87341 | ACT-CL J2031.8-4037 | PSZ2 G000.77-35.69 |                 |          |                   | 11.99 | 4.31 | 1.99 |  6.60 |
| PSZ2 G276.75-59.82 |               91480 |  34.32938 | -52.71826 | 0.343 | 276.76 |  6.05 |    False |    True |                    |        |  91480 | ACT-CL J0217.1-5244 | PSZ2 G276.75-59.82 |                 |          | MCXC J0217.2-5244 |  8.75 | 4.20 | 1.79 |  5.91 |
| PSZ2 G247.69-25.06 |               85262 |  92.09635 | -40.75770 | 0.344 | 247.70 |  5.83 |    False |    True |                    |        |  85262 |                     | PSZ2 G247.69-25.06 |                 |          |                   |  8.43 | 4.19 | 1.76 |  5.84 |
| PSZ2 G273.54-30.28 |  PSZ2 G273.54-30.28 |  88.84752 | -64.10518 | 0.345 | 273.55 |  7.60 |    False |    True |                    |        |        |                     | PSZ2 G273.54-30.28 |                 |          |                   | 10.85 | 4.28 | 1.92 |  6.32 |
| PSZ2 G349.46-59.95 |    RXC J2248.7-4431 | 342.21532 | -44.52599 | 0.347 | 349.47 | 15.32 |     True |   False |   RXC J2248.7-4431 | AS1063 |  91063 | ACT-CL J2248.8-4431 | PSZ2 G349.46-59.95 |                 |          | MCXC J2248.7-4431 | 21.51 | 4.79 | 2.41 |  7.91 |
| PSZ2 G299.38-57.32 | ACT-CL J0106.4-5942 |  16.65120 | -59.70053 | 0.348 | 299.39 |  5.89 |    False |    True |                    |        |        | ACT-CL J0106.4-5942 | PSZ2 G299.38-57.32 |                 |          |                   |  8.51 | 4.19 | 1.77 |  5.80 |
| PSZ2 G287.25+34.96 |  PSZ2 G287.25+34.96 | 178.57339 | -26.16398 | 0.349 | 287.25 |  7.31 |    False |    True |                    |        |        |                     | PSZ2 G287.25+34.96 |                 |          |                   | 10.45 | 4.27 | 1.89 |  6.19 |
| PSZ2 G092.30-55.75 |               55030 | 356.17580 |   3.09359 | 0.349 |  92.30 |  6.93 |    False |    True |                    |        |  55030 | ACT-CL J2344.6+0305 | PSZ2 G092.30-55.75 |                 |          |                   |  9.91 | 4.25 | 1.86 |  6.09 |
| PSZ2 G257.09+55.61 |               57482 | 168.94930 |   1.49612 | 0.350 | 257.09 |  9.26 |    False |    True |                    |        |  57482 | ACT-CL J1115.8+0129 | PSZ2 G257.09+55.61 |                 |          |                   | 13.00 | 4.37 | 2.03 |  6.65 |
| PSZ2 G309.43-72.86 |               87887 |  10.19432 | -44.13280 | 0.350 | 309.43 |  7.85 |    False |    True |                    |        |  87887 | ACT-CL J0040.8-4407 | PSZ2 G309.43-72.86 |                 |          |                   | 11.20 | 4.30 | 1.93 |  6.32 |
| PSZ2 G252.95-41.35 | ACT-CL J0440.9-4658 |  70.23231 | -46.95804 | 0.350 | 252.95 |  5.83 |    False |    True |                    |        |        | ACT-CL J0440.9-4658 | PSZ2 G252.95-41.35 |                 |          |                   |  8.43 | 4.19 | 1.76 |  5.75 |
| PSZ2 G093.93-82.22 |               72538 |   8.85011 | -20.27084 | 0.352 |  93.94 |  9.45 |    False |    True |                    |        |  72538 | ACT-CL J0035.4-2015 | PSZ2 G093.93-82.22 |                 |          |                   | 13.27 | 4.39 | 2.04 |  6.66 |
| PSZ2 G012.59-20.10 | ACT-CL J1931.8-2634 | 292.97823 | -26.56664 | 0.352 |  12.59 |  9.41 |    False |    True |                    |        |        | ACT-CL J1931.8-2634 | PSZ2 G012.59-20.10 |                 |          |                   | 13.21 | 4.38 | 2.04 |  6.65 |
| PSZ2 G094.46-69.65 | ACT-CL J0012.8-0855 |   3.20298 |  -8.95052 | 0.352 |  94.46 |  7.35 |    False |    True |                    |        |        | ACT-CL J0012.8-0855 | PSZ2 G094.46-69.65 |                 |          |                   | 10.50 | 4.27 | 1.89 |  6.16 |
| PSZ2 G086.73-61.16 | ACT-CL J2345.2-0302 | 356.28618 |  -3.04272 | 0.355 |  86.73 |  5.90 |    False |    True |                    |        |        | ACT-CL J2345.2-0302 | PSZ2 G086.73-61.16 |                 |          |                   |  8.53 | 4.20 | 1.76 |  5.72 |
| PSZ2 G233.68+36.14 |               57070 | 143.81963 |   0.81845 | 0.357 | 233.69 |  7.39 |    False |    True |                    |        |  57070 | ACT-CL J0935.2+0048 | PSZ2 G233.68+36.14 |                 |          |                   | 10.55 | 4.28 | 1.89 |  6.11 |
| PSZ2 G269.02+22.27 |               78704 | 155.95669 | -30.70581 | 0.357 | 269.02 |  6.86 |    False |    True |                    |        |  78704 |                     | PSZ2 G269.02+22.27 |                 |          |                   |  9.80 | 4.25 | 1.84 |  5.95 |
| PSZ2 G348.90-67.37 |  PSZ2 G348.90-67.37 | 351.28438 | -41.21183 | 0.358 | 348.91 |  9.70 |    False |    True | PSZ2 G348.90-67.37 | AS1121 |  87763 | ACT-CL J2325.2-4111 | PSZ2 G348.90-67.37 |                 |          | PSZ2 G348.90-67.3 | 13.62 | 4.41 | 2.06 |  6.63 |
| PSZ2 G252.23-50.62 |               88396 |  57.06646 | -45.24521 | 0.358 | 252.24 |  6.15 |    False |    True |                    |        |  88396 | ACT-CL J0348.2-4514 | PSZ2 G252.23-50.62 |                 |          |                   |  8.79 | 4.20 | 1.78 |  5.73 |
| PSZ2 G324.69+62.17 | ACT-CL J1331.1+0100 | 202.82886 |   0.99570 | 0.359 | 324.70 |  7.56 |    False |    True |                    |        |        | ACT-CL J1331.1+0100 | PSZ2 G324.69+62.17 |                 |          |                   | 10.79 | 4.30 | 1.90 |  6.12 |
| PSZ2 G287.56-28.32 |  PSZ2 G287.56-28.32 |  94.28947 | -76.35143 | 0.363 | 287.56 |  6.47 |    False |    True |                    |        |        |                     | PSZ2 G287.56-28.32 |                 |          |                   |  9.26 | 4.23 | 1.81 |  5.77 |
| PSZ2 G114.39-60.16 |               55117 |   8.62217 |   2.42263 | 0.368 | 114.40 |  7.79 |    False |    True |                    |        |  55117 | ACT-CL J0034.5+0225 | PSZ2 G114.39-60.16 |                 |          |                   | 10.94 | 4.30 | 1.91 |  6.03 |
| PSZ2 G101.55-59.03 | ACT-CL J0008.1+0201 |   2.04218 |   2.03038 | 0.369 | 101.55 |  7.72 |    False |    True |                    |        |        | ACT-CL J0008.1+0201 | PSZ2 G101.55-59.03 |                 |          |                   | 10.83 | 4.29 | 1.90 |  6.00 |
| PSZ2 G271.18-30.95 |  PSZ2 G271.18-30.95 |  87.34604 | -62.07272 | 0.370 | 271.18 |  9.95 |    False |    True | PSZ2 G271.18-30.95 |        |        |                     | PSZ2 G271.18-30.95 |                 |          |                   | 13.96 | 4.45 | 2.07 |  6.52 |
| PSZ2 G172.98-53.55 |          Abell 0370 |  39.96505 |  -1.56808 | 0.373 | 172.99 | 10.31 |    False |    True |         Abell 0370 |   A370 |        | ACT-CL J0239.8-0134 | PSZ2 G172.98-53.55 |                 |          |  ZwCl 0237.2-0146 | 14.48 | 4.48 | 2.09 |  6.56 |
| PSZ2 G235.56+23.29 |               61534 | 134.04520 |  -7.71179 | 0.374 | 235.56 |  9.14 |    False |    True |                    |        |  61534 |                     | PSZ2 G235.56+23.29 |                 |          |                   | 12.83 | 4.40 | 2.00 |  6.28 |
| PSZ2 G332.36+62.19 | ACT-CL J1344.5+0222 | 206.12362 |   2.38902 | 0.376 | 332.36 |  8.02 |    False |    True |                    |        |        | ACT-CL J1344.5+0222 | PSZ2 G332.36+62.19 |                 |          |                   | 11.26 | 4.32 | 1.92 |  5.99 |
| PSZ2 G082.88-75.10 |               68372 |   2.98230 | -15.39868 | 0.378 |  82.89 |  6.83 |    False |    True |                    |        |  68372 | ACT-CL J0011.7-1523 | PSZ2 G082.88-75.10 |                 |          |                   |  9.75 | 4.27 | 1.83 |  5.69 |
| PSZ2 G021.36-43.02 | ACT-CL J2119.6-2611 | 319.89624 | -26.20173 | 0.380 |  21.37 |  7.84 |    False |    True |                    |        |        | ACT-CL J2119.6-2611 | PSZ2 G021.36-43.02 |                 |          |                   | 11.00 | 4.32 | 1.90 |  5.90 |
| PSZ2 G281.09-42.51 |  PSZ2 G281.09-42.51 |  56.29936 | -66.50148 | 0.380 | 281.09 |  6.04 |    False |    True |                    |        |        |                     | PSZ2 G281.09-42.51 |                 |          |                   |  8.65 | 4.22 | 1.75 |  5.44 |
| PSZ2 G286.98+32.90 |  PSZ2 G286.98+32.90 | 177.70615 | -28.08548 | 0.390 | 286.99 | 19.82 |     True |   False | PSZ2 G286.98+32.90 |        |        |                     | PSZ2 G286.98+32.90 |                 |          |                   | 27.00 | 5.16 | 2.55 |  7.80 |
| PSZ2 G341.16+34.81 |          Abell S780 | 225.21151 | -18.27528 | 0.390 | 341.17 | 10.01 |    False |    True |         Abell S780 |  AS783 |        |                     | PSZ2 G341.16+34.81 |                 |          |                   | 14.05 | 4.49 | 2.05 |  6.27 |
| PSZ2 G284.97-23.69 |  SMACS J0723.3-7327 | 110.83945 | -73.43934 | 0.390 | 284.98 | 11.32 |    False |    True | SMACS J0723.3-7327 |        |        |                     | PSZ2 G284.97-23.69 |                 |          |                   | 15.95 | 4.59 | 2.14 |  6.54 |
| PSZ2 G054.95-33.39 |               59206 | 322.11803 |   1.58743 | 0.392 |  54.96 |  9.88 |    False |    True |                    |        |  59206 | ACT-CL J2128.4+0136 | PSZ2 G054.95-33.39 |                 |          |                   | 13.87 | 4.48 | 2.04 |  6.22 |
| PSZ2 G263.03-56.19 | ACT-CL J0304.2-4921 |  46.08524 | -49.35570 | 0.392 | 263.03 |  6.34 |    False |    True |                    |        |        | ACT-CL J0304.2-4921 | PSZ2 G263.03-56.19 |                 |          |                   |  9.07 | 4.25 | 1.77 |  5.40 |
| PSZ2 G181.44-44.76 | ACT-CL J0320.5+0032 |  50.12635 |   0.51147 | 0.394 | 181.45 |  6.93 |    False |    True |                    |        |        | ACT-CL J0320.5+0032 | PSZ2 G181.44-44.76 |                 |          |                   |  9.89 | 4.29 | 1.82 |  5.54 |
| PSZ2 G082.31-67.00 | ACT-CL J2351.8-0900 | 357.94025 |  -8.96674 | 0.394 |  82.31 |  7.96 |    False |    True |                    |        |        | ACT-CL J2351.8-0900 | PSZ2 G082.31-67.00 |                 |          |                   | 11.18 | 4.34 | 1.90 |  5.77 |
| PSZ2 G057.25-45.34 |    RXC J2211.7-0350 | 332.93076 |  -3.82923 | 0.397 |  57.25 | 14.17 |     True |   False |   RXC J2211.7-0350 |        |  63810 | ACT-CL J2211.7-0349 | PSZ2 G057.25-45.34 |                 |          |                   | 19.89 | 4.82 | 2.30 |  6.95 |
| PSZ2 G250.04+24.14 |               70167 | 143.06493 | -17.67143 | 0.400 | 250.05 |  8.97 |    False |    True |                    |        |  70167 |                     | PSZ2 G250.04+24.14 |                 |          |                   | 12.59 | 4.42 | 1.97 |  5.93 |
| PSZ2 G325.99-59.48 | ACT-CL J2332.4-5358 | 353.09638 | -53.96566 | 0.402 | 325.99 |  7.57 |    False |    True |                    |        |        | ACT-CL J2332.4-5358 | PSZ2 G325.99-59.48 |                 |          |                   | 10.63 | 4.32 | 1.86 |  5.58 |
| PSZ2 G167.66-65.59 |               64550 |  29.97755 |  -8.85889 | 0.405 | 167.67 |  9.72 |    False |    True |                    |        |  64550 | ACT-CL J0159.8-0849 | PSZ2 G167.66-65.59 |                 |          |                   | 13.64 | 4.49 | 2.02 |  6.03 |
| PSZ2 G243.15-73.84 |               80876 |  29.76292 | -34.23511 | 0.410 | 243.15 | 10.91 |    False |    True |                    |        |  80876 | ACT-CL J0159.0-3413 | PSZ2 G243.15-73.84 |                 |          |                   | 15.36 | 4.59 | 2.10 |  6.22 |
| PSZ2 G304.84-41.40 |  PSZ2 G304.84-41.40 |   7.06987 | -75.63401 | 0.410 | 304.84 | 10.31 |    False |    True |                    |        |        |                     | PSZ2 G304.84-41.40 |                 |          |                   | 14.54 | 4.55 | 2.06 |  6.11 |
| PSZ2 G289.16+55.27 |               62254 | 185.01170 |  -6.75688 | 0.410 | 289.16 |  7.25 |    False |    True |                    |        |  62254 |                     | PSZ2 G289.16+55.27 |                 |          |                   | 10.18 | 4.31 | 1.83 |  5.42 |
| PSZ2 G224.03-76.42 |               77011 |  28.11274 | -28.91324 | 0.413 | 224.04 |  8.00 |    False |    True |                    |        |  77011 | ACT-CL J0152.5-2853 | PSZ2 G224.03-76.42 |                 |          |                   | 11.23 | 4.37 | 1.89 |  5.57 |
| PSZ2 G224.40-76.54 |               77013 |  27.96798 | -28.98980 | 0.413 | 224.40 |  7.84 |    False |    True |                    |        |  77013 | ACT-CL J0151.6-2859 | PSZ2 G224.40-76.54 |                 |          |                   | 11.01 | 4.36 | 1.88 |  5.54 |
| PSZ2 G280.23-53.84 |               94478 |  38.68215 | -58.49170 | 0.415 | 280.23 |  6.46 |    False |    True |                    |        |  94478 | ACT-CL J0234.7-5831 | PSZ2 G280.23-53.84 |                 |          |                   |  9.23 | 4.28 | 1.77 |  5.20 |
| PSZ2 G048.21-65.00 | ACT-CL J2309.8-1819 | 347.43973 | -18.31002 | 0.420 |  48.22 |  7.55 |    False |    True |                    |        |        | ACT-CL J2309.8-1819 | PSZ2 G048.21-65.00 |                 |          |                   | 10.60 | 4.35 | 1.85 |  5.40 |
| PSZ2 G272.85+48.79 |  PSZ2 G272.85+48.79 | 173.30359 |  -9.45942 | 0.420 | 272.85 |  7.76 |    False |    True |                    |        |        |                     | PSZ2 G272.85+48.79 |                 |          |                   | 10.90 | 4.36 | 1.86 |  5.45 |
| PSZ2 G241.11-28.68 |  PSZ2 G241.11-28.68 |  85.73781 | -35.98426 | 0.420 | 241.11 |  9.93 |    False |    True | PSZ2 G241.11-28.68 |        |  81661 | ACT-CL J0542.9-3559 | PSZ2 G241.11-28.68 |                 |          |                   | 14.00 | 4.53 | 2.03 |  5.92 |
| PSZ2 G262.73-40.92 | ACT-CL J0438.2-5419 |  69.59539 | -54.32084 | 0.421 | 262.73 | 10.07 |    False |    True |                    |        |        | ACT-CL J0438.2-5419 | PSZ2 G262.73-40.92 |                 |          |                   | 14.19 | 4.55 | 2.03 |  5.94 |
| PSZ2 G185.16-53.63 | ACT-CL J0259.0-0659 |  44.76948 |  -6.97114 | 0.423 | 185.17 |  8.57 |    False |    True |                    |        |        | ACT-CL J0259.0-0659 | PSZ2 G185.16-53.63 |                 |          |                   | 12.03 | 4.43 | 1.92 |  5.60 |
| PSZ2 G265.49-30.50 |               AS552 |  87.91245 | -57.17215 | 0.423 | 265.49 |  5.56 |    False |   False |                    |  AS552 |  94980 | ACT-CL J0551.6-5709 | PSZ2 G265.49-30.50 |                 |          |                   |  7.95 | 4.22 | 1.68 |  4.88 |
| PSZ2 G255.60-46.18 |               91718 |  62.78922 | -48.30302 | 0.424 | 255.60 |  8.53 |    False |    True |                    |        |  91718 | ACT-CL J0411.2-4819 | PSZ2 G255.60-46.18 |                 |          |                   | 11.98 | 4.42 | 1.92 |  5.59 |
| PSZ2 G228.30-49.02 |               A3192 |  59.70575 | -29.93471 | 0.425 | 228.31 |  9.72 |    False |    True |                    |  A3192 |  77379 | ACT-CL J0358.9-2955 | PSZ2 G228.30-49.02 |                 |          |                   | 13.70 | 4.53 | 2.01 |  5.83 |
| PSZ2 G287.00-35.24 |  PSZ2 G287.00-35.24 |  68.10166 | -74.16849 | 0.430 | 287.00 |  7.05 |    False |    True |                    |        |        |                     | PSZ2 G287.00-35.24 |                 |          |                   |  9.90 | 4.32 | 1.80 |  5.18 |
| PSZ2 G239.27-26.01 |   MACS J0553.4-3342 |  88.34853 | -33.70195 | 0.430 | 239.27 | 11.83 |     True |   False |  MACS J0553.4-3342 |        |  81601 | ACT-CL J0553.4-3342 | PSZ2 G239.27-26.01 |                 |          |                   | 16.61 | 4.70 | 2.14 |  6.16 |
| PSZ2 G277.76-51.74 |  PSZ2 G277.76-51.74 |  43.56849 | -58.96076 | 0.438 | 277.76 | 13.07 |     True |   False | PSZ2 G277.76-51.74 |        |  94481 | ACT-CL J0254.3-5857 | PSZ2 G277.76-51.74 |                 |          |                   | 18.35 | 4.82 | 2.20 |  6.28 |
| PSZ2 G264.60-51.07 |               A3128 |  52.66215 | -52.50244 | 0.440 | 264.60 |  9.35 |    False |    True |                    |  A3128 |        | ACT-CL J0330.9-5228 | PSZ2 G264.60-51.07 |                 |          |                   | 13.18 | 4.52 | 1.97 |  5.60 |
| PSZ2 G284.41+52.45 |   MACS J1206.2-0847 | 181.56221 |  -8.78873 | 0.441 | 284.41 | 15.08 |     True |   False |  MACS J1206.2-0847 |        |  66566 |                     | PSZ2 G284.41+52.45 |                 |          |                   | 20.93 | 4.97 | 2.30 |  6.52 |
| PSZ2 G205.93-39.46 |  PSZ2 G205.93-39.64 |  64.40636 | -11.89587 | 0.443 | 205.94 | 16.53 |     True |   False | PSZ2 G205.93-39.64 |        |  64990 | ACT-CL J0417.5-1154 | PSZ2 G205.93-39.46 |                 |          | MCXC J0417.5-1154 | 22.51 | 5.06 | 2.35 |  6.66 |
| PSZ2 G056.93-55.08 |               68101 | 340.83410 |  -9.59510 | 0.447 |  56.94 | 13.48 |     True |   False |                    |        |  68101 | ACT-CL J2243.3-0935 | PSZ2 G056.93-55.08 |                 |          |                   | 18.92 | 4.87 | 2.22 |  6.25 |
| PSZ2 G283.16-22.91 |              102091 | 111.74405 | -71.62337 | 0.450 | 283.17 |  9.11 |    False |    True |                    |        | 102091 |                     | PSZ2 G283.16-22.91 |                 |          |                   | 12.84 | 4.52 | 1.95 |  5.46 |
