|               name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |            CHANCES |       Abell |  CODEX |             ACT-DR5 |         LoVoCCS | HIFLUGCS |           MeerKAT |
| PSZ2 G044.58-20.46 |  -53.71879 |   0.51884 | 0.275 |  44.59 |  5.65 |    False |    True | STRIPE82_0096 |                    |             |        | ACT-CL J2025.2+0031 |                 |          |                   |
| PSZ2 G347.58-35.35 |  -53.54551 | -51.27715 | 0.220 | 347.59 |  4.33 |    False |    True |               |                    | ABELL S0871 |  93831 | ACT-CL J2025.9-5117 |                 |          |                   |
| PSZ2 G006.82-34.71 |  -52.28901 | -35.56413 | 0.140 |   6.82 |  3.15 |    False |    True |               |                    |             |  83570 |                     |                 |          |                   |
| PSZ2 G000.77-35.69 |  -52.02716 | -40.59873 | 0.342 |   0.78 |  6.33 |    False |    True |               |   RXC J2031.8-4037 |             |  87341 | ACT-CL J2031.8-4037 |                 |          |                   |
| PSZ2 G341.19-36.12 |  -51.93441 | -56.43517 | 0.284 | 341.20 |  5.74 |    False |    True |               |                    |  ABELL 3685 |  96561 | ACT-CL J2032.3-5627 |                 |          |                   |
| PSZ2 G008.80-35.18 |  -51.34049 | -34.06151 | 0.094 |   8.81 |  2.98 |    False |    True |               |                    |  ABELL 3694 |  83605 |                     |                 |          |                   |
| PSZ2 G006.68-35.55 |  -51.29407 | -35.82508 | 0.089 |   6.69 |  4.17 |     True |   False |               |                    |  ABELL 3695 |        |                     |           A3695 |    A3695 |                   |
| PSZ2 G007.76-36.83 |  -49.56071 | -35.18776 | 0.089 |   7.77 |  2.64 |    False |    True |               |                    |  ABELL 3705 |  83621 | ACT-CL J2041.5-3508 |                 |          |                   |
| PSZ2 G028.77-33.56 |  -47.93855 | -17.80897 | 0.147 |  28.78 |  4.51 |    False |    True |               |                    |  ABELL 2328 |        |                     |                 |          |                   |
| PSZ2 G011.72-37.96 |  -47.54953 | -32.29987 | 0.323 |  11.72 |  5.37 |    False |    True |               |                    |             |        | ACT-CL J2049.9-3217 |                 |          |                   |
| PSZ2 G048.91-25.55 |  -47.32088 |   1.39600 | 0.333 |  48.91 |  5.44 |    False |    True | STRIPE82_0106 |                    |             |  59018 | ACT-CL J2050.7+0122 |                 |          |                   |
| PSZ2 G049.80-25.16 |  -47.22872 |   2.28447 | 0.321 |  49.80 |  6.39 |    False |    True |               |                    |             |  59012 | ACT-CL J2051.1+0215 |                 |          |                   |
| PSZ2 G342.62-39.60 |  -46.02789 | -54.91498 | 0.139 | 342.63 |  3.01 |    False |   False |  SPLUS-s43s33 |                    |  ABELL 3718 |  96545 | ACT-CL J2055.9-5456 |                 |          |                   |
| PSZ2 G050.06-27.32 |  -45.26878 |   1.35633 | 0.334 |  50.07 |  6.60 |    False |    True | STRIPE82_0108 |                    |             |  59019 | ACT-CL J2058.9+0122 |                 |          |                   |
| PSZ2 G341.44-40.19 |  -44.74440 | -55.71662 | 0.250 | 341.44 |  4.77 |    False |    True |  SPLUS-s43s33 |                    |  ABELL 3732 |        | ACT-CL J2101.2-5541 |                 |          |                   |
| PSZ2 G022.12-38.81 |  -44.44889 | -24.57287 | 0.188 |  22.12 |  3.73 |    False |   False |  SPLUS-s19s22 |                    |             |        | ACT-CL J2102.1-2431 |                 |          |                   |
| PSZ2 G000.40-41.86 |  -43.91552 | -41.35417 | 0.165 |   0.40 |  5.30 |    False |    True |  SPLUS-s32s43 |                    |  ABELL 3739 |  87428 | ACT-CL J2104.3-4120 |                 |          |                   |
| PSZ2 G003.91-42.03 |  -43.53249 | -38.75316 | 0.152 |   3.91 |  4.72 |    False |    True |  SPLUS-s30s46 |                    |  ABELL 3740 |        |                     |                 |          |                   |
| PSZ2 G026.73-38.94 |  -43.15716 | -21.18401 | 0.202 |  26.73 |  5.41 |    False |    True |  SPLUS-s17s23 |                    |  ABELL 2336 |        | ACT-CL J2107.4-2110 |                 |          |                   |
| PSZ2 G052.35-31.98 |  -40.26248 |   0.54388 | 0.265 |  52.36 |  4.59 |    False |    True | STRIPE82_0116 |                    |             |  59135 |                     |                 |          |                   |
| PSZ2 G021.36-43.02 |  -40.10376 | -26.20173 | 0.380 |  21.37 |  5.81 |    False |    True |  SPLUS-s20s25 |                    |             |        | ACT-CL J2119.6-2611 |                 |          |                   |
| PSZ2 G330.53-40.56 |  -39.47569 | -63.59589 | 0.217 | 330.54 |  3.70 |    False |   False |               |                    | ABELL S0937 |  99198 |                     |                 |          |                   |
| PSZ2 G045.50-37.21 |  -38.68009 |  -6.97814 | 0.115 |  45.51 |  2.81 |    False |    True |               |                    |             |  63703 |                     | RXCJ2125.2-0657 |          |                   |
| PSZ2 G013.74-45.53 |  -38.43366 | -32.02545 | 0.323 |  13.75 |  4.81 |    False |    True |  SPLUS-s25s53 |                    | ABELL S0946 |        | ACT-CL J2126.1-3202 |                 |          |                   |
| PSZ2 G039.85-39.96 |  -38.24856 | -12.16167 | 0.176 |  39.85 |  5.92 |    False |    True |               |                    |  ABELL 2345 |  67938 | ACT-CL J2127.0-1210 |                 |          |                   |
| PSZ2 G054.95-33.39 |  -37.88197 |   1.58743 | 0.392 |  54.96 |  7.32 |    False |    True | STRIPE82_0118 |                    |             |  59206 | ACT-CL J2128.4+0136 |                 |          |                   |
| PSZ2 G053.64-34.48 |  -37.58986 |   0.07330 | 0.235 |  53.64 |  4.34 |    False |    True | STRIPE82_0118 |                    |             |  59226 | ACT-CL J2129.6+0005 |                 |          |                   |
| PSZ2 G346.86-45.38 |  -37.55115 | -50.77706 | 0.080 | 346.87 |  2.03 |    False |    True |  SPLUS-s39s40 |                    |  ABELL 3771 |  93933 |                     |                 |          |                   |
| PSZ2 G358.34-47.31 |  -36.51432 | -42.66643 | 0.200 | 358.34 |  4.21 |    False |    True |  SPLUS-s33s47 |                    |  ABELL 3783 |  90911 | ACT-CL J2134.0-4238 |                 |          |                   |
| PSZ2 G053.44-36.25 |  -36.20084 |  -1.04485 | 0.330 |  53.44 |  7.45 |    False |    True | STRIPE82_0119 |                    |             |  59236 | ACT-CL J2135.1-0103 |                 |          |                   |
| PSZ2 G055.95-34.89 |  -36.17400 |   1.41045 | 0.231 |  55.95 |  6.73 |    False |    True | STRIPE82_0120 |                    |  ABELL 2355 |  59207 | ACT-CL J2135.2+0125 |                 |          |                   |
| PSZ2 G333.89-43.60 |  -35.54289 | -60.12007 | 0.318 | 333.90 |  6.66 |    False |    True |  SPLUS-s46s33 |                    |             |  99159 |                     |                 |          |                   |
| PSZ2 G045.10-43.18 |  -33.52795 | -10.09242 | 0.081 |  45.10 |  2.80 |    False |    True |  SPLUS-s08s03 |                    |  ABELL 2377 |  67918 | ACT-CL J2145.9-1006 |           A2377 |          |                   |
| PSZ2 G336.95-45.75 |  -33.37194 | -57.27727 | 0.076 | 336.96 |  2.47 |    False |    True |  SPLUS-s44s36 |                    |  ABELL 3806 |        |                     |                 |          |                   |
| PSZ2 G037.69-46.87 |  -32.38246 | -16.39916 | 0.263 |  37.69 |  5.17 |    False |    True |  SPLUS-s13s32 |                    |             |        | ACT-CL J2150.5-1622 |                 |          |                   |
| PSZ2 G033.46-48.43 |  -31.91856 | -19.61292 | 0.094 |  33.46 |  4.08 |     True |   False |  SPLUS-s16s31 |                    |  ABELL 2384 |  72087 |                     |           A2384 |          |                   |
| PSZ2 G335.58-46.44 |  -31.47157 | -57.86301 | 0.076 | 335.58 |  4.19 |     True |   False |  SPLUS-s45s36 |                    |  ABELL 3822 |  96682 | ACT-CL J2154.0-5751 |           A3822 |    A3822 |                   |
| PSZ2 G053.63-41.84 |  -31.45508 |  -4.00194 | 0.151 |  53.63 |  3.26 |    False |    True |  SPLUS-s04s04 |                    |  ABELL 2389 |  63745 |                     |                 |          |                   |
| PSZ2 G315.56-37.04 |  -31.08807 | -75.43091 | 0.233 | 315.57 |  5.69 |    False |    True |               |                    |             |        |                     |                 |          |                   |
| PSZ2 G059.81-39.09 |  -30.96173 |   1.42100 | 0.224 |  59.82 |  4.99 |    False |    True | STRIPE82_0128 |                    |  ABELL 2397 |  59289 | ACT-CL J2156.1+0123 |                 |          |                   |
| PSZ2 G331.96-45.74 |  -30.44754 | -60.41267 | 0.075 | 331.97 |  2.08 |    False |    True |               |                    |  ABELL 3825 |  99242 |                     |           A3825 |          |                   |
| PSZ2 G332.23-46.37 |  -29.53093 | -59.93991 | 0.098 | 332.24 |  5.77 |     True |   False |  SPLUS-s46s36 |          Abell3827 |  ABELL 3827 |        | ACT-CL J2201.8-5956 |           A3827 |    A3827 |                   |
| PSZ2 G048.08-46.63 |  -29.42694 |  -9.88947 | 0.081 |  48.08 |  2.11 |    False |    True |  SPLUS-s08s06 |                    |  ABELL 2410 |  67970 |                     |                 |          |                   |
| PSZ2 G342.51-50.97 |  -27.61743 | -51.82283 | 0.106 | 342.52 |  2.37 |    False |    True |  SPLUS-s40s43 |                    |  ABELL 3836 |  94009 | ACT-CL J2209.3-5147 |           A3836 |          |                   |
| PSZ2 G046.47-49.44 |  -27.43069 | -12.17772 | 0.085 |  46.47 |  4.39 |     True |   False |  SPLUS-s10s07 |                    |  ABELL 2420 |  68066 | ACT-CL J2210.3-1209 |           A2420 |          |                   |
| PSZ2 G347.27-52.46 |  -27.16878 | -48.53549 | 0.240 | 347.28 |  3.42 |    False |   False |  SPLUS-s37s47 |                    |  ABELL 3841 |  93972 | ACT-CL J2211.2-4833 |                 |          |                   |
| PSZ2 G057.25-45.34 |  -27.06924 |  -3.82923 | 0.397 |  57.25 | 10.50 |     True |   False |  SPLUS-s04s07 |                    |             |  63810 | ACT-CL J2211.7-0349 |                 |          |                   |
| PSZ2 G049.69-49.46 |  -26.38239 | -10.35244 | 0.098 |  49.70 |  3.63 |    False |    True |  SPLUS-s09s08 |                    |  ABELL 2426 |  68049 | ACT-CL J2214.5-1022 |           A2426 |          |                   |
| PSZ2 G039.98-53.12 |  -25.76305 | -17.40761 | 0.130 |  39.98 |  3.48 |    False |    True |  SPLUS-s14s36 |                    |             |        | ACT-CL J2216.9-1725 |                 |          |                   |
| PSZ2 G008.47-56.34 |  -25.55636 | -35.71557 | 0.149 |   8.47 |  4.79 |    False |    True |  SPLUS-s28s59 |                    |  ABELL 3854 |  83922 | ACT-CL J2217.7-3543 |                 |          |                   |
| PSZ2 G324.54-44.97 |  -25.49521 | -65.17700 | 0.095 | 324.54 |  3.00 |    False |    True |               |                    |             | 101367 |                     |         RBS1847 |          |                   |
| PSZ2 G059.72-46.21 |  -25.35159 |  -2.95741 | 0.090 |  59.72 |  2.23 |    False |    True |  SPLUS-s03s08 |                    |             |  59343 |                     |                 |          |                   |
| PSZ2 G002.77-56.16 |  -25.34053 | -38.87941 | 0.141 |   2.78 |  4.41 |    False |    True |  SPLUS-s30s56 |                    |  ABELL 3856 |  87617 | ACT-CL J2218.6-3853 |                 |          |                   |
| PSZ2 G340.46-52.20 |  -24.91977 | -52.45181 | 0.102 | 340.46 |  2.54 |    False |    True |  SPLUS-s41s44 |                    |  ABELL 3864 |  94020 |                     |                 |          | MCXC J2222.2-5235 |
| PSZ2 G009.45-56.93 |  -24.86644 | -35.13760 | 0.154 |   9.46 |  4.02 |    False |    True |  SPLUS-s27s59 |                    |  ABELL 3866 |        | ACT-CL J2220.5-3509 |                 |          |                   |
| PSZ2 G336.01-51.27 |  -24.01633 | -55.31030 | 0.079 | 336.02 |  2.04 |    False |    True |  SPLUS-s43s42 |                    |             |  96724 |                     |                 |          |                   |
| PSZ2 G062.44-46.43 |  -24.01433 |  -1.61691 | 0.091 |  62.44 |  3.47 |    False |    True |  SPLUS-s02s09 |                    |  ABELL 2440 |  59380 |                     |           A2440 |          |                   |
| PSZ2 G003.93-59.41 |  -21.39191 | -37.74132 | 0.151 |   3.93 |  7.19 |     True |   False |  SPLUS-s29s59 |                    |  ABELL 3888 |        | ACT-CL J2234.4-3744 |                 |    A3888 |                   |
| PSZ2 G018.18-60.00 |  -21.28785 | -30.54186 | 0.252 |  18.19 |  4.87 |    False |    True |  SPLUS-s24s63 |                    |  ABELL 3889 |        | ACT-CL J2234.8-3033 |                 |          |                   |
| PSZ2 G039.32-59.88 |  -19.23020 | -20.16404 | 0.136 |  39.32 |  3.19 |    False |    True |  SPLUS-s16s40 |                    |  ABELL 2474 |        | ACT-CL J2243.0-2010 |                 |          |                   |
| PSZ2 G056.93-55.08 |  -19.16590 |  -9.59510 | 0.447 |  56.94 |  9.99 |     True |   False |  SPLUS-s08s13 |                    |             |  68101 | ACT-CL J2243.3-0935 |                 |          |                   |
| PSZ2 G044.07-59.30 |  -18.86176 | -17.71689 | 0.132 |  44.07 |  3.03 |    False |    True |  SPLUS-s14s41 |                    |  ABELL 2478 |        |                     |                 |          |                   |
| PSZ2 G336.60-55.43 |  -18.42827 | -52.72214 | 0.097 | 336.60 |  4.28 |     True |   False |  SPLUS-s41s47 |                    |  ABELL 3911 |        |                     |           A3911 |          |                   |
| PSZ2 G047.71-59.47 |  -17.87940 | -16.10844 | 0.247 |  47.72 |  4.61 |    False |    True |  SPLUS-s13s42 |                    |  ABELL 2485 |        | ACT-CL J2248.5-1606 |                 |          | MCXC J2248.5-1606 |
| PSZ2 G349.46-59.95 |  -17.78468 | -44.52599 | 0.347 | 349.47 | 11.36 |     True |   False |  SPLUS-s34s56 |   RXC J2248.7-4431 | ABELL S1063 |  91063 | ACT-CL J2248.8-4431 |                 |          | MCXC J2248.7-4431 |
| PSZ2 G064.11-53.72 |  -17.70424 |  -5.44675 | 0.245 |  64.12 |  4.48 |    False |    True |  SPLUS-s05s14 |                    |  ABELL 2489 |  63877 | ACT-CL J2249.1-0526 |                 |          |                   |
| PSZ2 G321.98-47.96 |  -17.54364 | -64.41519 | 0.094 | 321.98 |  4.02 |    False |    True |               |                    |  ABELL 3921 |  99375 |                     |           A3921 |    A3921 |                   |
| PSZ2 G047.73-60.15 |  -17.24163 | -16.40015 | 0.122 |  47.74 |  3.36 |    False |    True |  SPLUS-s13s43 |                    |  ABELL 2496 |  72226 | ACT-CL J2250.9-1624 |                 |          |                   |
| PSZ2 G011.06-63.84 |  -16.61378 | -33.73886 | 0.224 |  11.07 |  4.07 |    False |   False |  SPLUS-s26s65 |                    |  ABELL 3934 |        | ACT-CL J2253.5-3343 |                 |          |                   |
| PSZ2 G322.63-49.15 |  -16.46939 | -63.24521 | 0.211 | 322.63 |  4.65 |    False |    True |               |                    |             |  99356 |                     |                 |          |                   |
| PSZ2 G345.32-59.97 |  -16.40593 | -46.35833 | 0.270 | 345.33 |  5.09 |    False |    True |  SPLUS-s36s55 |                    |  ABELL 3937 |  91084 | ACT-CL J2254.3-4620 |                 |          |                   |
| PSZ2 G008.31-64.74 |  -15.32177 | -34.78825 | 0.312 |   8.32 |  7.75 |    False |    True |  SPLUS-s27s65 | PSZ1 G008.31-64.31 | ABELL S1077 |        | ACT-CL J2258.8-3447 |                 |          |                   |
| PSZ2 G329.53-54.73 |  -14.89650 | -56.27688 | 0.153 | 329.54 |  3.21 |    False |   False |  SPLUS-s43s46 |                    |  ABELL 3950 |  96813 | ACT-CL J2300.0-5617 |                 |          |                   |
| PSZ2 G074.08-54.68 |  -12.95399 |  -1.92133 | 0.305 |  74.09 |  5.40 |    False |    True |  SPLUS-s02s17 |                    |             |  59484 | ACT-CL J2307.9-0155 |                 |          |                   |
| PSZ2 G073.82-54.92 |  -12.90912 |  -2.19562 | 0.297 |  73.83 |  5.52 |    False |    True |  SPLUS-s03s17 |                    |  ABELL 2537 |  59487 | ACT-CL J2308.3-0211 |                 |          |                   |
| PSZ2 G044.46-65.42 |  -12.82611 | -19.91840 | 0.083 |  44.46 |  2.57 |    False |    True |  SPLUS-s16s44 |                    |  ABELL 2538 |        |                     |                 |          |                   |
| PSZ2 G048.21-65.00 |  -12.56027 | -18.31002 | 0.420 |  48.22 |  5.60 |    False |    True |  SPLUS-s15s45 |                    |             |        | ACT-CL J2309.8-1819 |                 |          |                   |
| PSZ2 G081.00-50.93 |  -12.10175 |   3.62869 | 0.300 |  81.00 |  7.48 |    False |    True |               |                    |  ABELL 2552 |  54859 | ACT-CL J2311.5+0338 |                 |          |                   |
| PSZ2 G041.43-66.81 |  -11.89156 | -21.55073 | 0.111 |  41.44 |  2.71 |    False |    True |  SPLUS-s17s45 |                    |  ABELL 2554 |  76524 | ACT-CL J2312.2-2130 |           A2554 |          |                   |
| PSZ2 G053.88-64.60 |  -11.76333 | -15.98752 | 0.262 |  53.88 |  4.97 |    False |    True |  SPLUS-s13s47 |                    |  ABELL 2560 |        | ACT-CL J2312.9-1600 |                 |          |                   |
| PSZ2 G358.98-67.26 |  -11.07344 | -37.77910 | 0.179 | 358.99 |  5.22 |    False |    True |  SPLUS-s29s65 |                    |  ABELL 3984 |  87733 | ACT-CL J2315.7-3747 |                 |          |                   |
| PSZ2 G002.08-68.28 |  -10.36757 | -36.33256 | 0.140 |   2.09 |  2.84 |    False |   False |  SPLUS-s28s68 |                    | ABELL S1109 |  84026 | ACT-CL J2318.4-3618 |                 |          |                   |
| PSZ2 G311.62-42.31 |   -9.94813 | -73.23780 | 0.098 | 311.63 |  1.95 |    False |   False |               |                    |  ABELL 3992 |        |                     |                 |          |                   |
| PSZ2 G075.11-58.83 |   -9.76558 |  -4.64444 | 0.189 |  75.11 |  3.34 |    False |   False |  SPLUS-s04s20 |                    |  ABELL 2578 |  64006 | ACT-CL J2320.8-0434 |                 |          |                   |
| PSZ2 G348.90-67.37 |   -8.71562 | -41.21183 | 0.358 | 348.91 |  7.19 |    False |    True |  SPLUS-s32s63 | PSZ2 G348.90-67.37 | ABELL S1121 |  87763 | ACT-CL J2325.2-4111 |                 |          | PSZ2 G348.90-67.3 |
| PSZ2 G065.32-64.84 |   -8.68113 | -12.12521 | 0.085 |  65.32 |  2.48 |    False |    True |  SPLUS-s10s21 |                    |  ABELL 2597 |  68241 |                     |           A2597 |    A2597 | MCXC J2325.3-1207 |
| PSZ2 G037.05-70.55 |   -8.47478 | -24.12065 | 0.088 |  37.06 |  2.22 |    False |    True |  SPLUS-s19s46 |                    |             |        |                     |                 |          |                   |
| PSZ2 G083.85-55.43 |   -8.09374 |   0.94191 | 0.302 |  83.86 |  4.92 |    False |    True | STRIPE82_0160 |                    |             |        | ACT-CL J2327.7+0058 |                 |          |                   |
| PSZ2 G046.26-70.47 |   -7.55293 | -21.16990 | 0.143 |  46.27 |  3.02 |    False |   False |  SPLUS-s17s48 |                    |  ABELL 2606 |        |                     |                 |          |                   |
| PSZ2 G358.94-70.57 |   -7.21969 | -36.54981 | 0.096 | 358.94 |  2.52 |    False |    True |  SPLUS-s28s70 |                    |  ABELL 4010 |        | ACT-CL J2331.2-3630 |           A4010 |          |                   |
| PSZ2 G325.99-59.48 |   -6.90362 | -53.96566 | 0.402 | 325.99 |  5.62 |    False |    True |  SPLUS-s42s50 |                    |             |        | ACT-CL J2332.4-5358 |                 |          |                   |
| PSZ2 G087.03-57.37 |   -5.56812 |   0.26824 | 0.278 |  87.04 |  7.33 |    False |    True | STRIPE82_0164 |                    |  ABELL 2631 |  59533 | ACT-CL J2337.6+0016 |                 |          |                   |
| PSZ2 G077.20-65.45 |   -4.66560 |  -9.01862 | 0.251 |  77.20 |  4.11 |    False |   False |  SPLUS-s08s24 |                    |  ABELL 2645 |  68289 | ACT-CL J2341.2-0901 |                 |          | MCXC J2341.2-0901 |
| PSZ2 G089.46-58.09 |   -4.08275 |   0.30208 | 0.270 |  89.47 |  5.18 |    False |    True | STRIPE82_0166 |                    |             |  59607 | ACT-CL J2343.7+0018 |                 |          |                   |
| PSZ2 G084.81-62.18 |   -3.93432 |  -4.38991 | 0.079 |  84.81 |  3.12 |    False |    True |  SPLUS-s04s24 |                    |             |  64081 | ACT-CL J2344.3-0422 | RXCJ2344.2-0422 |  RXJ2344 |                   |
| PSZ2 G092.30-55.75 |   -3.82420 |   3.09359 | 0.349 |  92.30 |  5.14 |    False |    True |               |                    |             |  55030 | ACT-CL J2344.6+0305 |                 |          |                   |
| PSZ2 G086.73-61.16 |   -3.71382 |  -3.04272 | 0.355 |  86.73 |  4.37 |    False |    True |  SPLUS-s03s24 |                    |             |        | ACT-CL J2345.2-0302 |                 |          |                   |
| PSZ2 G039.21-75.96 |   -2.53468 | -24.75525 | 0.244 |  39.22 |  3.90 |    False |   False |  SPLUS-s19s50 |                    |  ABELL 2663 |        |                     |                 |          |                   |
| PSZ2 G057.08-74.45 |   -2.21740 | -19.98250 | 0.248 |  57.09 |  4.71 |    False |    True |  SPLUS-s16s51 |                    |             |        | ACT-CL J2351.1-1957 |                 |          |  RXC J2351.0-1954 |
| PSZ2 G033.97-76.61 |   -2.07264 | -26.09530 | 0.226 |  33.97 |  7.56 |    False |    True |  SPLUS-s20s51 |                    |  ABELL 2667 |        | ACT-CL J2351.6-2604 |                 |          | MCXC J2351.6-2605 |
| PSZ2 G082.31-67.00 |   -2.05975 |  -8.96674 | 0.394 |  82.31 |  5.90 |    False |    True |  SPLUS-s08s26 |                    |             |        | ACT-CL J2351.8-0900 |                 |          |                   |
| PSZ2 G081.31-68.56 |   -1.43089 | -10.44525 | 0.076 |  81.31 |  2.76 |    False |    True |  SPLUS-s09s26 |                    |  ABELL 2670 |  68307 |                     |           A2670 |          |                   |
| PSZ2 G323.08-63.98 |   -1.00447 | -50.91413 | 0.320 | 323.08 |  4.57 |    False |    True |  SPLUS-s39s01 |                    |             |        | ACT-CL J2355.7-5055 |                 |          |                   |
| PSZ2 G314.26-55.35 |   -0.29352 | -60.59652 | 0.099 | 314.27 |  2.26 |    False |    True |               |                    |  ABELL 4067 |        |                     |           A4067 |          |                   |
