|               name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |                    CHANCES |       Abell |  CODEX |             ACT-DR5 |         LoVoCCS | HIFLUGCS |           MeerKAT |  m200 | c200 | r200 |  d200 |
| PSZ2 G286.39+64.06 | 185.70321 |   2.11578 | 0.229 | 286.39 |  5.53 |    False |    True |  SPLUS-n03n27 |                            |  ABELL 1530 |  57654 |                     |                 |          |                   |  7.96 | 4.09 | 1.81 |  7.97 |
| PSZ2 G301.11+60.05 | 191.95286 |  -2.80029 | 0.180 | 301.12 |  5.96 |    False |    True |  SPLUS-n03s31 |                            |  ABELL 1612 |  57790 |                     |                 |          |                   |  8.58 | 4.08 | 1.89 | 10.05 |
| PSZ2 G303.54+36.49 | 193.41076 | -26.36936 | 0.221 | 303.55 |  5.68 |    False |    True |  SPLUS-n20s20 |                            |  ABELL 1633 |  79014 |                     |                 |          |                   |  8.17 | 4.09 | 1.83 |  8.27 |
| PSZ2 G306.66+61.06 | 194.66540 |  -1.74965 | 0.084 | 306.67 |  6.00 |     True |   False |  SPLUS-n02s33 |                  Abell1650 |  ABELL 1650 |  57829 | ACT-CL J1258.7-0145 |           A1650 |    A1650 |                   |  8.64 | 4.04 | 1.96 | 19.87 |
| PSZ2 G306.77+58.61 | 194.86732 |  -4.20094 | 0.084 | 306.78 |  6.84 |     True |   False |  SPLUS-n04s33 |                  Abell1651 |  ABELL 1651 |  62335 | ACT-CL J1259.3-0410 |           A1651 |    A1651 |                   |  9.86 | 4.05 | 2.04 | 20.76 |
| PSZ2 G308.64+60.26 | 195.69295 |  -2.48397 | 0.085 | 308.65 |  3.00 |    False |    True |  SPLUS-n03s34 |                            |  ABELL 1663 |  57834 | ACT-CL J1302.8-0230 |                 |          |                   |  4.32 | 4.08 | 1.55 | 15.73 |
| PSZ2 G306.02+34.47 | 195.75176 | -28.32998 | 0.221 | 306.02 |  6.74 |    False |    True |               |                            |             |        |                     |                 |          |                   |  9.68 | 4.13 | 1.93 |  8.75 |
| PSZ2 G306.50+38.50 | 195.92780 | -24.28065 | 0.129 | 306.51 |  5.77 |    False |    True |  SPLUS-n19s22 |                            |  ABELL 3541 |  75079 |                     |                 |          |                   |  8.31 | 4.05 | 1.90 | 13.34 |
| PSZ2 G313.33+61.13 | 197.86033 |  -1.33635 | 0.183 | 313.33 | 11.83 |     True |   False |  SPLUS-n02s36 |                  Abell1689 |  ABELL 1689 |  57879 | ACT-CL J1311.5-0119 |                 |    A1689 |                   | 16.83 | 4.30 | 2.36 | 12.37 |
| PSZ2 G312.94+55.38 | 198.56840 |  -7.04120 | 0.189 | 312.94 |  5.17 |    False |    True |  SPLUS-n06s37 |                            |  ABELL 1698 |  62425 |                     |                 |          |                   |  7.45 | 4.06 | 1.79 |  9.16 |
| PSZ2 G309.49+37.31 | 198.63127 | -25.26572 | 0.244 | 309.50 |  9.06 |    False |    True |  SPLUS-n20s24 |           RXC J1314.4-2515 |             |  75021 |                     |                 |          | MCXC J1314.4-2515 | 12.93 | 4.25 | 2.11 |  8.88 |
| PSZ2 G308.44+24.24 | 199.27799 | -38.35577 | 0.255 | 308.45 |  8.48 |    False |    True |               |                            |             |  86325 |                     |                 |          |                   | 12.10 | 4.23 | 2.06 |  8.37 |
| PSZ2 G317.52+59.94 | 200.11320 |  -2.09961 | 0.316 | 317.53 |  6.86 |    False |    True |  SPLUS-n03s37 |                            |             |        |                     |                 |          |                   |  9.82 | 4.21 | 1.88 |  6.57 |
| PSZ2 G318.62+58.55 | 200.98189 |  -3.31892 | 0.220 | 318.62 |  5.96 |    False |    True |  SPLUS-n03s38 |                            |  ABELL 1729 |  62393 | ACT-CL J1324.2-0319 |                 |          |                   |  8.56 | 4.10 | 1.86 |  8.45 |
| PSZ2 G313.55+41.93 | 201.26656 | -20.24106 | 0.193 | 313.56 |  5.45 |    False |    True |  SPLUS-n16s36 |                            |  ABELL 1732 |        |                     |                 |          |                   |  7.86 | 4.07 | 1.82 |  9.19 |
| PSZ2 G323.30+63.66 | 201.74777 |   2.21185 | 0.259 | 323.30 |  8.67 |    False |    True |  SPLUS-n03n39 |                            |  ABELL 1733 |  57842 | ACT-CL J1327.0+0212 |                 |          |                   | 12.37 | 4.24 | 2.07 |  8.33 |
| PSZ2 G322.77+59.52 | 202.77714 |  -1.80554 | 0.085 | 322.78 |  4.35 |    False |    True |  SPLUS-n02s39 |                            |  ABELL 1750 |  57957 |                     |           A1750 |          |                   |  6.27 | 4.03 | 1.76 | 17.72 |
| PSZ2 G324.69+62.17 | 202.82886 |   0.99570 | 0.359 | 324.70 |  7.56 |    False |    True |  SPLUS-n02n39 |                            |             |        | ACT-CL J1331.1+0100 |                 |          |                   | 10.76 | 4.29 | 1.90 |  6.12 |
| PSZ2 G315.36+38.54 | 203.42017 | -23.30417 | 0.126 | 315.36 |  5.24 |    False |    True |  SPLUS-n18s37 |                            |  ABELL 1757 |  75132 |                     |                 |          |                   |  7.55 | 4.04 | 1.84 | 13.14 |
| PSZ2 G331.12+62.31 | 205.55023 |   2.25632 | 0.076 | 331.13 |  3.31 |    False |    True |  SPLUS-n03n41 |                            |  ABELL 1773 |  57908 |                     |                 |          |                   |  4.77 | 4.06 | 1.61 | 17.89 |
| PSZ2 G332.36+62.19 | 206.12362 |   2.38902 | 0.376 | 332.36 |  8.02 |    False |    True |  SPLUS-n03n42 |                            |             |        | ACT-CL J1344.5+0222 |                 |          |                   | 11.42 | 4.34 | 1.93 |  6.01 |
| PSZ2 G324.04+48.79 | 206.88626 | -11.76255 | 0.452 | 324.04 | 14.88 |     True |   False |  SPLUS-n10s41 |           RXC J1347.5-1144 |             |        |                     |                 |          |                   | 20.62 | 4.98 | 2.28 |  6.38 |
| PSZ2 G326.71+50.30 | 208.00817 |  -9.74826 | 0.202 | 326.71 |  5.45 |    False |    True |  SPLUS-n08s42 |                            |  ABELL 1807 |  66817 |                     |                 |          |                   |  7.86 | 4.07 | 1.82 |  8.82 |
| PSZ2 G340.36+60.58 | 210.25292 |   2.87076 | 0.253 | 340.37 | 13.15 |     True |   False |  SPLUS-n03n45 |                  Abell1835 |  ABELL 1835 |  53349 | ACT-CL J1401.0+0252 |                 |          |                   | 18.60 | 4.48 | 2.38 |  9.73 |
| PSZ2 G331.10+40.81 | 214.82952 | -17.20447 | 0.299 | 331.11 |  8.08 |    False |    True |  SPLUS-n14s47 |                            |             |  71021 |                     |                 |          |                   | 11.53 | 4.26 | 1.99 |  7.23 |
| PSZ2 G341.69+50.67 | 216.33488 |  -4.99490 | 0.330 | 341.70 |  7.37 |    False |    True |  SPLUS-n05s50 |                            |             |        |                     |                 |          |                   | 10.52 | 4.25 | 1.91 |  6.49 |
| PSZ2 G327.53+25.88 | 219.04630 | -31.93316 | 0.304 | 327.53 |  7.44 |    False |    True |               |                            |             |        |                     |                 |          |                   | 10.62 | 4.23 | 1.93 |  6.95 |
| PSZ2 G355.07+55.32 | 219.61402 |   3.68090 | 0.219 | 355.07 |  5.77 |    False |    True |  SPLUS-n04n52 |                            |  ABELL 1942 |  53527 |                     |                 |          |                   |  8.31 | 4.09 | 1.84 |  8.38 |
| PSZ2 G350.12+45.29 | 224.11256 |  -5.81764 | 0.220 | 350.13 |  7.17 |    False |    True |  SPLUS-n05s55 |                            |  ABELL 1994 |  62687 |                     |                 |          |                   | 10.30 | 4.15 | 1.98 |  8.98 |
| PSZ2 G340.94+35.07 | 224.89388 | -18.17281 | 0.236 | 340.94 | 10.52 |     True |   False |  SPLUS-n15s53 |                 AbellS0780 | ABELL S0780 |  71158 |                     |                 |          |                   | 14.96 | 4.31 | 2.23 |  9.60 |
| PSZ2 G341.16+34.81 | 225.21151 | -18.27528 | 0.390 | 341.17 | 10.01 |     True |   False |               |                            | ABELL S0783 |        |                     |                 |          |                   | 14.16 | 4.50 | 2.06 |  6.29 |
| PSZ2 G355.07+46.20 | 226.02267 |  -2.79844 | 0.215 | 355.07 |  8.99 |    False |    True |               |           RXC J1504.1-0248 |             |  58190 | ACT-CL J1504.1-0248 |                 |          |                   | 12.88 | 4.22 | 2.13 |  9.85 |
| PSZ2 G346.61+35.06 | 228.75242 | -15.35660 | 0.223 | 346.62 | 11.95 |     True |   False |               |           RXC J1514.9-1523 |             |  71139 |                     |                 |          |                   | 16.96 | 4.36 | 2.33 | 10.50 |
| PSZ2 G000.04+45.13 | 229.19051 |  -1.01722 | 0.120 |   0.04 |  5.35 |    False |    True |               |                            |  ABELL 2051 |  58230 |                     |                 |          |                   |  7.70 | 4.04 | 1.86 | 13.88 |
| PSZ2 G004.04+42.23 | 233.27334 |  -0.67542 | 0.151 |   4.05 |  4.85 |    False |    True |               |                            |             |  58293 |                     |                 |          |                   |  6.98 | 4.04 | 1.78 | 10.90 |
| PSZ2 G002.82+39.23 | 235.01518 |  -3.28514 | 0.153 |   2.83 |  7.74 |    False |    True |               |                            |  ABELL 2104 |        | ACT-CL J1540.1-0318 |                 |          |                   | 11.11 | 4.11 | 2.08 | 12.58 |
| PSZ2 G356.53+28.66 | 239.61320 | -14.16067 | 0.097 | 356.54 |  3.98 |    False |    True |               |                            |             |        |                     | RXCJ1558.3-1410 |          |                   |  5.73 | 4.04 | 1.70 | 15.25 |
| PSZ2 G014.09+38.38 | 240.85614 |   3.32237 | 0.222 |  14.10 |  6.37 |    False |    True |               |                            |             |  53709 | ACT-CL J1603.3+0317 |                 |          |                   |  9.16 | 4.11 | 1.90 |  8.56 |
| PSZ2 G006.76+30.45 | 243.95488 |  -6.15236 | 0.203 |   6.77 | 21.74 |     True |   False |               |                  Abell2163 |  ABELL 2163 |  62929 |                     |                 |    A2163 |                   | 30.27 | 4.83 | 2.85 | 13.77 |
| PSZ2 G006.05+29.43 | 244.40612 |  -7.26247 | 0.252 |   6.05 |  7.44 |    False |    True |               |                            |             |        |                     |                 |          |                   | 10.65 | 4.18 | 1.97 |  8.10 |
| PSZ2 G019.12+31.23 | 249.12273 |   3.14764 | 0.280 |  19.13 |  8.97 |    False |    True |               |                            |             |  53826 | ACT-CL J1636.4+0308 |                 |          |                   | 12.80 | 4.29 | 2.08 |  7.90 |
| PSZ2 G018.73+23.56 | 255.57754 |  -1.02403 | 0.089 |  18.73 |  5.35 |     True |   False |               |                            |             |        |                     |                 |          |                   |  7.72 | 4.03 | 1.88 | 18.24 |
| PSZ2 G018.84+22.43 | 256.60669 |  -1.50328 | 0.091 |  18.85 |  4.86 |    False |    True |               |                            |             |        |                     |                 |          |                   |  7.01 | 4.03 | 1.82 | 17.27 |
| PSZ2 G024.44+22.76 | 258.83517 |   3.17182 | 0.165 |  24.44 |  6.08 |    False |    True |               |                            |             |        | ACT-CL J1715.1+0309 |                 |          |                   |  8.76 | 4.07 | 1.91 | 10.91 |
| PSZ2 G328.58-25.25 | 284.01773 | -66.94046 | 0.180 | 328.59 |  5.16 |    False |    True |               |                            |             | 101226 |                     |                 |          |                   |  7.43 | 4.06 | 1.80 |  9.57 |
| PSZ2 G319.41-27.54 | 288.30356 | -75.36198 | 0.073 | 319.42 |  3.03 |    False |    True |               |                            | ABELL S0810 |        |                     |                 |          |                   |  4.37 | 4.08 | 1.56 | 18.25 |
| PSZ2 G337.14-25.98 | 288.61938 | -59.47221 | 0.260 | 337.14 |  8.88 |    False |    True |               |                            |             |  99041 | ACT-CL J1914.6-5928 |                 |          |                   | 12.68 | 4.26 | 2.09 |  8.37 |
| PSZ2 G348.43-25.50 | 291.24051 | -49.40846 | 0.250 | 348.43 |  7.84 |    False |    True |               |                            |             |  93718 |                     |                 |          |                   | 11.23 | 4.20 | 2.01 |  8.30 |
| PSZ2 G012.59-20.10 | 292.97823 | -26.56664 | 0.352 |  12.59 |  9.41 |    False |    True |               |          MACS J1931.8-2638 |             |        | ACT-CL J1931.8-2634 |                 |          |                   | 13.35 | 4.40 | 2.05 |  6.68 |
| PSZ2 G347.17-27.36 | 293.72297 | -50.87800 | 0.237 | 347.18 |  9.69 |    False |    True |               |         PSZ2 G347.17-27.36 | ABELL S0821 |  93773 | ACT-CL J1934.9-5050 |                 |          |                   | 13.84 | 4.27 | 2.17 |  9.30 |
| PSZ2 G318.14-29.57 | 296.77571 | -76.40337 | 0.217 | 318.14 |  7.94 |    False |    True |               |                            |             |        |                     |                 |          |                   | 11.37 | 4.17 | 2.04 |  9.39 |
| PSZ2 G346.30-30.35 | 298.31002 | -52.06647 | 0.107 | 346.30 |  3.98 |    False |    True |               |                            |  ABELL 3653 |        |                     |                 |          |                   |  5.73 | 4.04 | 1.69 | 13.95 |
| PSZ2 G005.91-28.26 | 299.80687 | -34.89178 | 0.173 |   5.91 |  5.78 |    False |    True |               |                            |  ABELL 3654 |        |                     |                 |          |                   |  8.33 | 4.07 | 1.87 | 10.29 |
| PSZ2 G018.54-25.69 | 300.86557 | -23.39151 | 0.317 |  18.54 | 12.13 |     True |   False |               |                            |             |        | ACT-CL J2003.5-2323 |                 |          |                   | 17.10 | 4.52 | 2.26 |  7.87 |
| PSZ2 G359.07-32.12 | 303.01890 | -41.48688 | 0.150 | 359.07 |  6.37 |    False |    True |               |                            |  ABELL 3668 |  87290 | ACT-CL J2011.9-4129 |                 |          |                   |  9.18 | 4.07 | 1.95 | 12.06 |
| PSZ2 G015.75-28.66 | 303.07718 | -26.70543 | 0.149 |  15.75 |  4.40 |    False |    True |               |                            |             |        |                     |                 |          |                   |  6.34 | 4.04 | 1.72 | 10.70 |
| PSZ2 G018.32-28.50 | 303.70035 | -24.51051 | 0.161 |  18.32 |  6.87 |    False |    True |               |                            |             |        | ACT-CL J2014.8-2430 |                 |          |                   |  9.88 | 4.09 | 1.99 | 11.57 |
| PSZ2 G342.33-34.93 | 305.85326 | -55.57511 | 0.232 | 342.34 |  9.01 |    False |    True |               |         PSZ2 G342.33-34.93 |             |  96552 | ACT-CL J2023.3-5535 |                 |          | MCXC J2023.4-5535 | 12.86 | 4.23 | 2.12 |  9.24 |
| PSZ2 G044.58-20.46 | 306.28121 |   0.51884 | 0.275 |  44.59 |  7.62 |    False |    True | STRIPE82_0096 |                            |             |        | ACT-CL J2025.2+0031 |                 |          |                   | 10.92 | 4.21 | 1.97 |  7.61 |
| PSZ2 G347.58-35.35 | 306.45449 | -51.27715 | 0.220 | 347.59 |  5.84 |    False |    True |               |                            | ABELL S0871 |  93831 | ACT-CL J2025.9-5117 |                 |          |                   |  8.39 | 4.09 | 1.85 |  8.39 |
| PSZ2 G006.82-34.71 | 307.71099 | -35.56413 | 0.140 |   6.82 |  4.25 |    False |    True |               |                            |             |  83570 |                     |                 |          |                   |  6.13 | 4.04 | 1.71 | 11.20 |
| PSZ2 G000.77-35.69 | 307.97284 | -40.59873 | 0.342 |   0.78 |  8.54 |    False |    True |               |           RXC J2031.8-4037 |             |  87341 | ACT-CL J2031.8-4037 |                 |          |                   | 12.16 | 4.33 | 1.99 |  6.63 |
| PSZ2 G341.19-36.12 | 308.06559 | -56.43517 | 0.284 | 341.20 |  7.75 |    False |    True |               |                            |  ABELL 3685 |  96561 | ACT-CL J2032.3-5627 |                 |          |                   | 11.08 | 4.23 | 1.98 |  7.45 |
| PSZ2 G008.80-35.18 | 308.65951 | -34.06151 | 0.094 |   8.81 |  4.01 |    False |    True |               |                            |  ABELL 3694 |  83605 |                     |                 |          |                   |  5.78 | 4.04 | 1.71 | 15.81 |
| PSZ2 G006.68-35.55 | 308.70593 | -35.82508 | 0.089 |   6.69 |  5.62 |     True |   False |               |                            |  ABELL 3695 |        |                     |           A3695 |    A3695 |                   |  8.10 | 4.03 | 1.91 | 18.45 |
| PSZ2 G007.76-36.83 | 310.43929 | -35.18776 | 0.089 |   7.77 |  3.56 |    False |    True |               |                            |  ABELL 3705 |  83621 | ACT-CL J2041.5-3508 |                 |          |                   |  5.13 | 4.05 | 1.64 | 15.84 |
| PSZ2 G028.77-33.56 | 312.06145 | -17.80897 | 0.147 |  28.78 |  6.09 |    False |    True |               |                            |  ABELL 2328 |        |                     |                 |          |                   |  8.77 | 4.07 | 1.92 | 12.03 |
| PSZ2 G011.72-37.96 | 312.45047 | -32.29987 | 0.323 |  11.72 |  7.25 |    False |    True |               |                            |             |        | ACT-CL J2049.9-3217 |                 |          |                   | 10.35 | 4.24 | 1.90 |  6.56 |
| PSZ2 G048.91-25.55 | 312.67912 |   1.39600 | 0.333 |  48.91 |  7.34 |    False |    True | STRIPE82_0106 |                            |             |  59018 | ACT-CL J2050.7+0122 |                 |          |                   | 10.48 | 4.25 | 1.90 |  6.43 |
| PSZ2 G049.80-25.16 | 312.77128 |   2.28447 | 0.321 |  49.80 |  8.62 |    False |    True |               |                            |             |  59012 | ACT-CL J2051.1+0215 |                 |          |                   | 12.27 | 4.31 | 2.02 |  6.98 |
| PSZ2 G342.62-39.60 | 313.97211 | -54.91498 | 0.139 | 342.63 |  4.06 |    False |    True |  SPLUS-s43s33 |                            |  ABELL 3718 |  96545 | ACT-CL J2055.9-5456 |                 |          |                   |  5.85 | 4.04 | 1.68 | 11.08 |
| PSZ2 G050.06-27.32 | 314.73122 |   1.35633 | 0.334 |  50.07 |  8.90 |    False |    True | STRIPE82_0108 |                            |             |  59019 | ACT-CL J2058.9+0122 |                 |          |                   | 12.66 | 4.35 | 2.03 |  6.84 |
| PSZ2 G341.44-40.19 | 315.25560 | -55.71662 | 0.250 | 341.44 |  6.43 |    False |    True |  SPLUS-s43s33 |                            |  ABELL 3732 |        | ACT-CL J2101.2-5541 |                 |          |                   |  9.23 | 4.14 | 1.88 |  7.78 |
| PSZ2 G022.12-38.81 | 315.55111 | -24.57287 | 0.188 |  22.12 |  5.03 |    False |    True |  SPLUS-s19s22 |                            |             |        | ACT-CL J2102.1-2431 |                 |          |                   |  7.25 | 4.06 | 1.78 |  9.13 |
| PSZ2 G000.40-41.86 | 316.08448 | -41.35417 | 0.165 |   0.40 |  7.15 |    False |    True |  SPLUS-s32s43 |                            |  ABELL 3739 |  87428 | ACT-CL J2104.3-4120 |                 |          |                   | 10.26 | 4.10 | 2.01 | 11.48 |
| PSZ2 G003.91-42.03 | 316.46751 | -38.75316 | 0.152 |   3.91 |  6.36 |    False |    True |  SPLUS-s30s46 |                            |  ABELL 3740 |        |                     |                 |          |                   |  9.17 | 4.07 | 1.95 | 11.88 |
| PSZ2 G026.73-38.94 | 316.84284 | -21.18401 | 0.202 |  26.73 |  7.30 |    False |    True |  SPLUS-s17s23 |                            |  ABELL 2336 |        | ACT-CL J2107.4-2110 |                 |          |                   | 10.48 | 4.14 | 2.00 |  9.71 |
| PSZ2 G052.35-31.98 | 319.73752 |   0.54388 | 0.265 |  52.36 |  6.19 |    False |    True | STRIPE82_0116 |                            |             |  59135 |                     |                 |          |                   |  8.89 | 4.14 | 1.85 |  7.32 |
| PSZ2 G021.36-43.02 | 319.89624 | -26.20173 | 0.380 |  21.37 |  7.84 |    False |    True |  SPLUS-s20s25 |                            |             |        | ACT-CL J2119.6-2611 |                 |          |                   | 11.15 | 4.33 | 1.91 |  5.93 |
| PSZ2 G330.53-40.56 | 320.52431 | -63.59589 | 0.217 | 330.54 |  4.99 |    False |   False |               |                            | ABELL S0937 |  99198 |                     |                 |          |                   |  7.19 | 4.07 | 1.76 |  8.06 |
| PSZ2 G045.50-37.21 | 321.31991 |  -6.97814 | 0.115 |  45.51 |  3.79 |    False |    True |               |                            |             |  63703 |                     | RXCJ2125.2-0657 |          |                   |  5.46 | 4.04 | 1.66 | 12.81 |
| PSZ2 G013.74-45.53 | 321.56634 | -32.02545 | 0.323 |  13.75 |  6.49 |    False |    True |  SPLUS-s25s53 |                            | ABELL S0946 |        | ACT-CL J2126.1-3202 |                 |          |                   |  9.29 | 4.20 | 1.84 |  6.33 |
| PSZ2 G039.85-39.96 | 321.75144 | -12.16167 | 0.176 |  39.85 |  7.98 |    False |    True |               |                            |  ABELL 2345 |  67938 | ACT-CL J2127.0-1210 |                 |          |                   | 11.46 | 4.14 | 2.08 | 11.26 |
| PSZ2 G054.95-33.39 | 322.11803 |   1.58743 | 0.392 |  54.96 |  9.88 |    False |    True | STRIPE82_0118 |                            |             |  59206 | ACT-CL J2128.4+0136 |                 |          |                   | 13.97 | 4.49 | 2.05 |  6.24 |
| PSZ2 G053.64-34.48 | 322.41014 |   0.07330 | 0.235 |  53.64 |  5.85 |    False |    True | STRIPE82_0118 |                            |             |  59226 | ACT-CL J2129.6+0005 |                 |          |                   |  8.41 | 4.10 | 1.84 |  7.95 |
| PSZ2 G346.86-45.38 | 322.44885 | -50.77706 | 0.080 | 346.87 |  2.73 |    False |    True |  SPLUS-s39s40 |                            |  ABELL 3771 |  93933 |                     |                 |          |                   |  3.93 | 4.10 | 1.51 | 16.15 |
| PSZ2 G358.34-47.31 | 323.48568 | -42.66643 | 0.200 | 358.34 |  5.67 |    False |    True |  SPLUS-s33s47 |                            |  ABELL 3783 |  90911 | ACT-CL J2134.0-4238 |                 |          |                   |  8.18 | 4.08 | 1.84 |  9.01 |
| PSZ2 G053.44-36.25 | 323.79916 |  -1.04485 | 0.330 |  53.44 | 10.06 |     True |   False | STRIPE82_0119 |                            |             |  59236 | ACT-CL J2135.1-0103 |                 |          |                   | 14.26 | 4.41 | 2.11 |  7.18 |
| PSZ2 G055.95-34.89 | 323.82600 |   1.41045 | 0.231 |  55.95 |  9.08 |    False |    True | STRIPE82_0120 |                            |  ABELL 2355 |  59207 | ACT-CL J2135.2+0125 |                 |          |                   | 12.96 | 4.23 | 2.12 |  9.30 |
| PSZ2 G333.89-43.60 | 324.45711 | -60.12007 | 0.318 | 333.90 |  8.98 |    False |    True |  SPLUS-s46s33 |                            |             |  99159 |                     |                 |          |                   | 12.78 | 4.33 | 2.05 |  7.13 |
| PSZ2 G045.10-43.18 | 326.47205 | -10.09242 | 0.081 |  45.10 |  3.78 |    False |    True |  SPLUS-s08s03 |                            |  ABELL 2377 |  67918 | ACT-CL J2145.9-1006 |           A2377 |          |                   |  5.45 | 4.05 | 1.68 | 17.77 |
| PSZ2 G336.95-45.75 | 326.62806 | -57.27727 | 0.076 | 336.96 |  3.34 |    False |    True |  SPLUS-s44s36 |                            |  ABELL 3806 |        |                     |                 |          |                   |  4.81 | 4.06 | 1.61 | 18.04 |
| PSZ2 G037.69-46.87 | 327.61754 | -16.39916 | 0.263 |  37.69 |  6.98 |    False |    True |  SPLUS-s13s32 |                            |             |        | ACT-CL J2150.5-1622 |                 |          |                   |  9.99 | 4.17 | 1.93 |  7.66 |
| PSZ2 G033.46-48.43 | 328.08144 | -19.61292 | 0.094 |  33.46 |  5.50 |     True |   False |  SPLUS-s16s31 |                            |  ABELL 2384 |  72087 |                     |           A2384 |          |                   |  7.92 | 4.04 | 1.89 | 17.44 |
| PSZ2 G335.58-46.44 | 328.52843 | -57.86301 | 0.076 | 335.58 |  5.65 |     True |   False |  SPLUS-s45s36 |                            |  ABELL 3822 |  96682 | ACT-CL J2154.0-5751 |           A3822 |    A3822 |                   |  8.15 | 4.03 | 1.92 | 21.51 |
| PSZ2 G053.63-41.84 | 328.54492 |  -4.00194 | 0.151 |  53.63 |  4.39 |    False |    True |  SPLUS-s04s04 |                            |  ABELL 2389 |  63745 |                     |                 |          |                   |  6.33 | 4.04 | 1.72 | 10.58 |
| PSZ2 G315.56-37.04 | 328.91193 | -75.43091 | 0.233 | 315.57 |  7.68 |    False |    True |               |                            |             |        |                     |                 |          |                   | 10.99 | 4.17 | 2.01 |  8.74 |
| PSZ2 G059.81-39.09 | 329.03827 |   1.42100 | 0.224 |  59.82 |  6.73 |    False |    True | STRIPE82_0128 |                            |  ABELL 2397 |  59289 | ACT-CL J2156.1+0123 |                 |          |                   |  9.67 | 4.13 | 1.93 |  8.66 |
| PSZ2 G331.96-45.74 | 329.55246 | -60.41267 | 0.075 | 331.97 |  2.81 |    False |    True |               |                            |  ABELL 3825 |  99242 |                     |           A3825 |          |                   |  4.04 | 4.09 | 1.52 | 17.24 |
| PSZ2 G332.23-46.37 | 330.46907 | -59.93991 | 0.098 | 332.24 |  7.78 |     True |   False |  SPLUS-s46s36 |                  Abell3827 |  ABELL 3827 |        | ACT-CL J2201.8-5956 |           A3827 |    A3827 |                   | 11.22 | 4.08 | 2.12 | 18.90 |
| PSZ2 G048.08-46.63 | 330.57306 |  -9.88947 | 0.081 |  48.08 |  2.85 |    False |    True |  SPLUS-s08s06 |                            |  ABELL 2410 |  67970 |                     |                 |          |                   |  4.10 | 4.09 | 1.53 | 16.14 |
| PSZ2 G342.51-50.97 | 332.38257 | -51.82283 | 0.106 | 342.52 |  3.20 |    False |    True |  SPLUS-s40s43 |                            |  ABELL 3836 |  94009 | ACT-CL J2209.3-5147 |           A3836 |          |                   |  4.60 | 4.06 | 1.57 | 13.01 |
| PSZ2 G046.47-49.44 | 332.56931 | -12.17772 | 0.085 |  46.47 |  5.92 |     True |   False |  SPLUS-s10s07 |                  Abell2420 |  ABELL 2420 |  68066 | ACT-CL J2210.3-1209 |           A2420 |          |                   |  8.53 | 4.04 | 1.95 | 19.76 |
| PSZ2 G347.27-52.46 | 332.83122 | -48.53549 | 0.240 | 347.28 |  4.62 |    False |   False |  SPLUS-s37s47 |                            |  ABELL 3841 |  93972 | ACT-CL J2211.2-4833 |                 |          |                   |  6.65 | 4.06 | 1.70 |  7.21 |
| PSZ2 G057.25-45.34 | 332.93076 |  -3.82923 | 0.397 |  57.25 | 14.17 |     True |   False |  SPLUS-s04s07 |           RXC J2211.7-0350 |             |  63810 | ACT-CL J2211.7-0349 |                 |          |                   | 19.76 | 4.81 | 2.29 |  6.93 |
| PSZ2 G049.69-49.46 | 333.61761 | -10.35244 | 0.098 |  49.70 |  4.90 |    False |    True |  SPLUS-s09s08 |                            |  ABELL 2426 |  68049 | ACT-CL J2214.5-1022 |           A2426 |          |                   |  7.07 | 4.03 | 1.82 | 16.20 |
| PSZ2 G039.98-53.12 | 334.23695 | -17.40761 | 0.130 |  39.98 |  4.69 |    False |    True |  SPLUS-s14s36 |                            |             |        | ACT-CL J2216.9-1725 |                 |          |                   |  6.76 | 4.04 | 1.77 | 12.34 |
| PSZ2 G008.47-56.34 | 334.44364 | -35.71557 | 0.149 |   8.47 |  6.46 |    False |    True |  SPLUS-s28s59 |                            |  ABELL 3854 |  83922 | ACT-CL J2217.7-3543 |                 |          |                   |  9.31 | 4.08 | 1.96 | 12.19 |
| PSZ2 G324.54-44.97 | 334.50479 | -65.17700 | 0.095 | 324.54 |  4.05 |    False |    True |               |                            |             | 101367 |                     |         RBS1847 |          |                   |  5.84 | 4.04 | 1.71 | 15.63 |
| PSZ2 G059.72-46.21 | 334.64841 |  -2.95741 | 0.090 |  59.72 |  3.00 |    False |    True |  SPLUS-s03s08 |                            |             |  59343 |                     |                 |          |                   |  4.33 | 4.08 | 1.55 | 14.85 |
| PSZ2 G002.77-56.16 | 334.65947 | -38.87941 | 0.141 |   2.78 |  5.95 |    False |    True |  SPLUS-s30s56 |                            |  ABELL 3856 |  87617 | ACT-CL J2218.6-3853 |                 |          |                   |  8.57 | 4.06 | 1.91 | 12.42 |
| PSZ2 G340.46-52.20 | 335.08023 | -52.45181 | 0.102 | 340.46 |  3.42 |    False |    True |  SPLUS-s41s44 |                            |  ABELL 3864 |  94020 |                     |                 |          |                   |  4.93 | 4.05 | 1.61 | 13.85 |
| PSZ2 G009.45-56.93 | 335.13356 | -35.13760 | 0.154 |   9.46 |  5.42 |    False |    True |  SPLUS-s27s59 |                            |  ABELL 3866 |        | ACT-CL J2220.5-3509 |                 |          |                   |  7.81 | 4.05 | 1.85 | 11.12 |
| PSZ2 G336.01-51.27 | 335.98367 | -55.31030 | 0.079 | 336.02 |  2.75 |    False |    True |  SPLUS-s43s42 |                            |             |  96724 |                     |                 |          |                   |  3.95 | 4.10 | 1.51 | 16.28 |
