|   name |               Cluster Name |         ra |       dec |     z |  gal_l |   mass | complete | lowmass |                    CHANCES |                   Abell |  CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
|  63787 |                      63787 |  -32.24452 |  -7.59597 | 0.288 |  48.93 |  56.71 |    False |   False |                            |                         |  63787 | ACT-CL J2151.0-0736 |                    |                 |          |                   |
|  75459 |                      75459 | -124.01649 | -21.05245 | 0.288 | 348.28 |  57.16 |    False |   False |                            |                         |  75459 |                     |                    |                 |          |                   |
|  72536 |                ABELL S0039 |    6.00596 | -20.18813 | 0.288 |  79.37 |  90.24 |    False |    True |                            |             ABELL S0039 |  72536 |                     |                    |                 |          |                   |
|  63825 |                      63825 |  -23.24438 |  -5.52432 | 0.289 |  58.53 |  91.72 |    False |    True |                            |                         |  63825 | ACT-CL J2227.0-0530 |                    |                 |          |                   |
|  72905 |                ABELL S0213 |   30.09381 | -22.59897 | 0.289 | 200.55 |  64.94 |    False |   False |                            |             ABELL S0213 |  72905 | ACT-CL J0200.3-2236 |                    |                 |          |                   |
|  52661 |           ZwCl 1021.0+0426 |  155.91335 |   4.18663 | 0.289 | 239.40 |  85.05 |    False |    True |           ZwCl 1021.0+0426 |                         |  52661 | ACT-CL J1023.6+0411 | PSZ2 G239.43+47.95 |                 |          |                   |
|  72466 |                ABELL S0039 |    5.99145 | -20.15909 | 0.289 |  79.42 |  81.68 |    False |    True |                            |             ABELL S0039 |  72466 |                     |                    |                 |          |                   |
|  68311 |                      68311 |   -1.13149 | -10.44930 | 0.290 |  81.95 |  62.64 |    False |   False |                            |                         |  68311 | ACT-CL J2355.4-1026 |                    |                 |          |                   |
|  62369 |                 ABELL 1634 | -166.33768 |  -6.72993 | 0.290 | 304.36 |  75.33 |    False |    True |                            |              ABELL 1634 |  62369 |                     |                    |                 |          |                   |
|  71193 |                      71193 | -128.76824 | -15.34931 | 0.290 | 348.82 |  67.23 |    False |   False |                            |                         |  71193 |                     |                    |                 |          |                   |
|  55947 |                      55947 |   69.29094 |   0.73010 | 0.292 | 195.38 | 104.39 |    False |    True |                            |                         |  55947 | ACT-CL J0437.1+0043 | PSZ2 G195.39-29.08 |                 |          |                   |
|  68522 |                      68522 |   13.51728 | -16.13709 | 0.293 | 126.24 |  76.43 |    False |    True |                            |                         |  68522 |                     |                    |                 |          |                   |
|  88216 |         PSZ2 G259.98-63.43 |   38.08912 | -44.35061 | 0.293 | 259.96 | 142.39 |    False |    True |         PSZ2 G259.98-63.43 |                         |  88216 | ACT-CL J0232.2-4421 | PSZ2 G259.98-63.43 |                 |          | MCXC J0232.2-4420 |
|  76082 |                      76082 |  -54.90500 | -22.43551 | 0.293 |  21.04 |  72.63 |    False |    True |                            |                         |  76082 | ACT-CL J2020.3-2226 | PSZ2 G021.02-29.04 |                 |          |                   |
|  53647 |                      53647 | -126.56551 |   3.61382 | 0.293 |   8.89 |  59.09 |    False |   False |                            |                         |  53647 | ACT-CL J1533.7+0336 |                    |                 |          |                   |
|  87220 |                      87220 |  -63.07133 | -40.49963 | 0.293 | 359.14 |  68.04 |    False |   False |                            |                         |  87220 |                     |                    |                 |          |                   |
|  74546 |                      74546 |  148.30895 | -24.21280 | 0.293 | 258.88 |  65.10 |    False |   False |                            |                         |  74546 |                     |                    |                 |          |                   |
|  75058 |                      75058 | -162.40822 | -23.07245 | 0.293 | 308.58 |  76.16 |    False |    True |                            |                         |  75058 |                     |                    |                 |          |                   |
|  94804 |         PSZ2 G262.27-35.38 |   79.16287 | -54.52241 | 0.294 | 262.26 |  64.32 |    False |   False |         PSZ2 G262.27-35.38 |             ABELL S0520 |  94804 | ACT-CL J0516.6-5430 | PSZ2 G262.27-35.38 |                 |          | MCXC J0516.6-5430 |
|  62361 |                      62361 | -167.34353 |  -6.29683 | 0.294 | 302.57 |  78.67 |    False |    True |                            |                         |  62361 |                     |                    |                 |          |                   |
|  59487 |                 ABELL 2537 |  -12.89733 |  -2.19308 | 0.295 |  73.85 | 138.96 |    False |    True |                            |              ABELL 2537 |  59487 | ACT-CL J2308.3-0211 | PSZ2 G073.82-54.92 |                 |          |                   |
|  73520 |                ABELL S0519 |   79.25947 | -22.61914 | 0.296 | 224.54 |  64.88 |    False |   False |                            |             ABELL S0519 |  73520 | ACT-CL J0516.9-2237 | PSZ2 G224.53-30.27 |                 |          |                   |
|  62201 |                      62201 | -175.06644 |  -3.27635 | 0.297 | 287.59 |  64.32 |    False |   False |                            |                         |  62201 | ACT-CL J1219.6-0318 | PSZ2 G287.54+58.63 |                 |          |                   |
|  54774 |                      54774 |  -22.00014 |   3.86715 | 0.297 |  70.16 |  59.62 |    False |   False |                            |                         |  54774 | ACT-CL J2231.9+0350 |                    |                 |          |                   |
|  99606 |                      99606 |   42.58640 | -65.53283 | 0.297 | 285.30 |  65.97 |    False |   False |                            |                         |  99606 |                     | PSZ2 G285.28-47.35 |                 |          |                   |
|  95199 | ClG 0657-56 Bullet cluster |  104.62590 | -55.95267 | 0.297 | 266.03 | 222.67 |     True |   False | ClG 0657-56 Bullet cluster |                         |  95199 | ACT-CL J0658.5-5557 | PSZ2 G266.04-21.25 |                 |          | MCXC J0658.5-5556 |
|  66237 |                      66237 |  152.63545 | -12.65435 | 0.298 | 253.25 |  77.85 |    False |    True |                            |                         |  66237 |                     | PSZ2 G253.21+34.25 |                 |          |                   |
|  58357 |                      58357 | -122.01059 |  -2.12335 | 0.298 |   6.34 |  66.96 |    False |   False |                            |                         |  58357 | ACT-CL J1551.9-0207 |                    |                 |          |                   |
| 101752 |                     101752 |   59.79454 | -72.08964 | 0.299 | 286.28 | 139.16 |    False |    True |                            |                         | 101752 |                     | PSZ2 G286.28-38.36 |                 |          |                   |
|  76737 |                  Abell2744 |    3.57518 | -30.38127 | 0.299 |   8.96 | 173.58 |     True |   False |                  Abell2744 |              ABELL 2744 |  76737 | ACT-CL J0014.3-3022 | PSZ2 G008.94-81.22 |                 |          | MCXC J0014.3-3023 |
|  74779 |                      74779 |  174.97490 | -20.19579 | 0.300 | 280.96 |  71.17 |    False |   False |                            |                         |  74779 |                     |                    |                 |          |                   |
|  68763 |                 ABELL 0305 |   31.62688 | -14.89335 | 0.300 | 181.71 | 110.53 |    False |    True |                            |              ABELL 0305 |  68763 |                     | PSZ2 G181.71-68.65 |                 |          |                   |
|  91486 |         PSZ2 G271.53-56.57 |   41.36190 | -53.03787 | 0.300 | 271.54 | 131.69 |    False |    True |         PSZ2 G271.53-56.57 |             ABELL S0295 |  91486 | ACT-CL J0245.5-5302 | PSZ2 G271.53-56.57 |                 |          | PSZ1 G271.48-56.5 |
|  74775 |                  Abell1300 |  172.98021 | -19.92387 | 0.300 | 278.58 | 145.78 |     True |   False |                  Abell1300 |              ABELL 1300 |  74775 |                     | PSZ2 G278.58+39.16 |                 |          |                   |
|  74780 |                      74780 |  173.90724 | -20.32441 | 0.300 | 279.82 | 101.59 |    False |    True |                            |                         |  74780 |                     | PSZ2 G279.79+39.09 |                 |          |                   |
|  58165 |                      58165 | -138.90735 |   0.20917 | 0.301 | 352.82 |  60.69 |    False |   False |                            |                         |  58165 |                     |                    |                 |          |                   |
|  82936 |                      82936 | -136.68590 | -33.00014 | 0.301 | 330.50 |  60.38 |    False |   False |                            |                         |  82936 |                     |                    |                 |          |                   |
|  59484 |                      59484 |  -12.89984 |  -1.91219 | 0.301 |  74.17 |  65.86 |    False |   False |                            |                         |  59484 | ACT-CL J2307.9-0155 | PSZ2 G074.08-54.68 |                 |          |                   |
|  77333 |                 ABELL 3213 |   61.05718 | -27.06240 | 0.302 | 224.36 | 109.73 |    False |    True |                            |              ABELL 3213 |  77333 |                     | PSZ2 G224.37-47.33 |                 |          |                   |
|  92085 |                      92085 |   86.05528 | -53.14505 | 0.302 | 260.72 |  59.21 |    False |   False |                            |                         |  92085 |                     | PSZ2 G260.76-31.27 |                 |          |                   |
|  77892 |                      77892 |   92.94670 | -30.61545 | 0.302 | 237.40 | 155.77 |     True |   False |                            |                         |  77892 |                     | PSZ2 G237.41-21.34 |                 |          |                   |
|  59790 |                 ABELL 0056 |    8.48448 |  -7.85444 | 0.303 | 109.99 | 109.61 |    False |    True |                            |              ABELL 0056 |  59790 | ACT-CL J0033.8-0751 | PSZ2 G109.99-70.28 |                 |          |                   |
|  65857 |                      65857 |  134.37657 |  -9.36303 | 0.304 | 237.24 |  71.24 |    False |   False |                            |                         |  65857 |                     |                    |                 |          |                   |
|  70619 |                      70619 |  175.42140 | -19.08812 | 0.305 | 280.97 |  70.76 |    False |   False |                            |                         |  70619 |                     |                    |                 |          |                   |
|  79325 |                      79325 | -131.57538 | -27.76739 | 0.307 | 337.65 |  82.64 |    False |    True |                            |                         |  79325 |                     |                    |                 |          |                   |
|  54859 |                 ABELL 2552 |  -12.10313 |   3.64523 | 0.307 |  81.02 | 166.01 |     True |   False |                            |              ABELL 2552 |  54859 | ACT-CL J2311.5+0338 | PSZ2 G081.00-50.93 |                 |          |                   |
|  73013 |                 ABELL 3022 |   37.10234 | -24.43790 | 0.307 | 211.35 |  69.96 |    False |   False |                            |              ABELL 3022 |  73013 | ACT-CL J0228.3-2426 |                    |                 |          |                   |
|  86157 |                      86157 | -179.72510 | -39.87760 | 0.308 | 292.54 | 188.04 |     True |   False |                            |                         |  86157 |                     | PSZ2 G292.56+21.97 |                 |          |                   |
|  88149 |                      88149 |   33.68576 | -46.66927 | 0.309 | 268.43 |  66.30 |    False |   False |                            |                         |  88149 | ACT-CL J0214.8-4639 |                    |                 |          |                   |
|  54836 |                      54836 |  -11.75217 |   4.83804 | 0.309 |  82.56 |  62.12 |    False |   False |                            |                         |  54836 |                     |                    |                 |          |                   |
|  77637 |                      77637 |   80.35570 | -27.90518 | 0.309 | 230.74 |  68.44 |    False |   False |                            |                         |  77637 | ACT-CL J0521.4-2754 |                    |                 |          |                   |
|  55811 |                      55811 |   57.13564 |   0.48272 | 0.312 | 187.37 |  60.84 |    False |   False |                            |                         |  55811 | ACT-CL J0348.6+0029 |                    |                 |          |                   |
|  80751 |                 ABELL 2879 |   17.74248 | -36.16526 | 0.312 | 279.48 |  65.88 |    False |   False |                            |              ABELL 2879 |  80751 | ACT-CL J0111.1-3609 |                    |                 |          |                   |
|  74903 |                      74903 |  179.06339 | -24.67829 | 0.314 | 287.29 |  61.54 |    False |   False |                            |                         |  74903 |                     |                    |                 |          |                   |
|  57633 |                      57633 |  177.04212 |  -2.55407 | 0.315 | 273.26 |  70.22 |    False |   False |                            |                         |  57633 | ACT-CL J1148.0-0234 |                    |                 |          |                   |
|  57017 |                      57017 |  135.38652 |  -1.64256 | 0.316 | 230.73 |  98.20 |    False |    True |                            |                         |  57017 | ACT-CL J0901.5-0139 | PSZ2 G230.73+27.70 |                 |          |                   |
|  72979 |                      72979 |   40.64729 | -21.53917 | 0.317 | 206.55 |  69.37 |    False |   False |                            |                         |  72979 |                     |                    |                 |          |                   |
|  88730 |                      88730 |   90.06149 | -43.89639 | 0.317 | 250.69 |  89.73 |    False |    True |                            |                         |  88730 | ACT-CL J0600.2-4352 |                    |                 |          |                   |
|  99762 |                      99762 |   67.22478 | -66.03382 | 0.317 | 277.85 |  95.36 |    False |    True |                            |                         |  99762 |                     |                    |                 |          |                   |
|  99159 |                      99159 |  -35.53301 | -60.13305 | 0.319 | 333.88 | 117.47 |    False |    True |                            |                         |  99159 |                     | PSZ2 G333.89-43.60 |                 |          |                   |
|  65279 |                      65279 |   80.17607 | -13.47458 | 0.321 | 215.25 |  92.92 |    False |    True |                            |                         |  65279 | ACT-CL J0520.7-1328 | PSZ2 G215.24-26.10 |                 |          | PSZ1 G215.29-26.0 |
|  63957 |                      63957 |  -11.10189 |  -6.77852 | 0.321 |  70.37 |  71.69 |    False |   False |                            |                         |  63957 | ACT-CL J2315.5-0648 |                    |                 |          |                   |
|  50847 |                      50847 |   17.00051 |   2.85219 | 0.322 | 131.16 |  63.39 |    False |   False |                            |                         |  50847 | ACT-CL J0108.0+0251 |                    |                 |          |                   |
|  84800 |                ABELL S0451 |   66.38033 | -37.71084 | 0.322 | 240.35 |  80.00 |    False |    True |                            |             ABELL S0451 |  84800 | ACT-CL J0425.5-3742 |                    |                 |          |                   |
|  73057 |                 ABELL 0402 |   44.42742 | -22.15067 | 0.322 | 210.07 | 109.41 |    False |    True |                            |              ABELL 0402 |  73057 | ACT-CL J0257.7-2209 | PSZ2 G210.08-60.96 |                 |          | MCXC J0257.6-2209 |
|  96941 |                      96941 |   22.37372 | -64.54482 | 0.323 | 296.29 |  67.08 |    False |   False |                            |                         |  96941 |                     | PSZ2 G296.27-52.05 |                 |          |                   |
|  59012 |                      59012 |  -47.21681 |   2.26318 | 0.323 |  49.79 |  79.67 |    False |    True |                            |                         |  59012 | ACT-CL J2051.1+0215 | PSZ2 G049.80-25.16 |                 |          |                   |
|  97000 |                      97000 |   23.40620 | -64.56671 | 0.323 | 295.60 |  95.27 |    False |    True |                            |                         |  97000 |                     | PSZ2 G295.63-51.96 |                 |          |                   |
|  57004 |                 ABELL 0776 |  139.05078 |  -0.39084 | 0.324 | 231.77 | 105.64 |    False |    True |                            |              ABELL 0776 |  57004 | ACT-CL J0916.1-0024 | PSZ2 G231.79+31.48 |                 |          |                   |
|  88894 |                      88894 |   91.01160 | -44.80030 | 0.325 | 251.85 |  79.93 |    False |    True |                            |                         |  88894 |                     |                    |                 |          |                   |
|  91728 |                      91728 |   61.51078 | -49.26896 | 0.325 | 257.22 | 107.60 |    False |    True |                            |                         |  91728 | ACT-CL J0405.9-4915 |                    |                 |          |                   |
|  72969 |         PSZ2 G205.05-62.95 |   41.59728 | -20.51640 | 0.325 | 205.02 |  99.19 |    False |    True |         PSZ2 G205.05-62.95 |              ABELL 3048 |  72969 | ACT-CL J0246.4-2033 | PSZ2 G205.05-62.95 |                 |          |                   |
|  59236 |                      59236 |  -36.18882 |  -1.04286 | 0.327 |  53.45 |  92.11 |    False |    True |                            |                         |  59236 | ACT-CL J2135.1-0103 | PSZ2 G053.44-36.25 |                 |          |                   |
|  55206 |                      55206 |   15.40014 |   2.60449 | 0.328 | 128.04 |  69.51 |    False |   False |                            |                         |  55206 | ACT-CL J0101.6+0236 |                    |                 |          |                   |
|  73036 |         PSZ2 G205.05-62.95 |   41.61525 | -20.51748 | 0.328 | 205.04 |  87.51 |    False |    True |         PSZ2 G205.05-62.95 |              ABELL 3048 |  73036 | ACT-CL J0246.4-2033 | PSZ2 G205.05-62.95 |                 |          |                   |
|  59019 |                      59019 |  -45.29372 |   1.38813 | 0.328 |  50.08 | 106.13 |    False |    True |                            |                         |  59019 | ACT-CL J2058.9+0122 | PSZ2 G050.06-27.32 |                 |          |                   |
|  84983 |                      84983 |   78.22230 | -38.79558 | 0.330 | 242.96 | 102.20 |    False |    True |                            |                         |  84983 | ACT-CL J0512.9-3847 |                    |                 |          |                   |
|  79316 |                      79316 | -133.52959 | -26.99417 | 0.332 | 336.53 | 108.96 |    False |    True |                            |                         |  79316 |                     |                    |                 |          |                   |
|  59018 |                      59018 |  -47.31732 |   1.40799 | 0.333 |  48.92 |  83.40 |    False |    True |                            |                         |  59018 | ACT-CL J2050.7+0122 | PSZ2 G048.91-25.55 |                 |          |                   |
|  52342 |                      52342 |  131.37513 |   3.45658 | 0.333 | 223.50 | 103.60 |    False |    True |                            |                         |  52342 | ACT-CL J0845.4+0327 | PSZ2 G223.47+26.85 |                 |          |                   |
|  64565 |                      64565 |   30.87146 |  -9.82674 | 0.334 | 170.82 |  94.84 |    False |    True |                            |                         |  64565 | ACT-CL J0203.4-0949 |                    |                 |          |                   |
|  91439 |                      91439 |   39.28258 | -49.65020 | 0.334 | 268.09 |  66.74 |    False |   False |                            |                         |  91439 | ACT-CL J0236.9-4937 |                    |                 |          |                   |
|  66776 |                      66776 | -157.90235 | -11.29579 | 0.335 | 317.28 | 102.32 |    False |    True |                            |                         |  66776 |                     |                    |                 |          |                   |
|  64205 |                 ABELL 0032 |    6.75103 |  -9.02939 | 0.338 | 104.10 |  64.38 |    False |   False |                            |              ABELL 0032 |  64205 | ACT-CL J0026.9-0901 |                    |                 |          |                   |
|  86148 |                      86148 |  179.92196 | -38.85494 | 0.338 | 292.02 |  66.56 |    False |   False |                            |                         |  86148 |                     | PSZ2 G292.04+22.91 |                 |          |                   |
|  66344 |                      66344 |  167.87200 |  -9.96917 | 0.339 | 266.38 |  68.41 |    False |   False |                            |                         |  66344 |                     |                    |                 |          |                   |
|  87341 |           RXC J2031.8-4037 |  -52.03234 | -40.61485 | 0.341 |   0.75 |  95.90 |    False |    True |           RXC J2031.8-4037 |                         |  87341 | ACT-CL J2031.8-4037 | PSZ2 G000.77-35.69 |                 |          |                   |
|  79322 |                      79322 | -130.95086 | -27.64162 | 0.341 | 338.23 | 110.54 |    False |    True |                            |                         |  79322 |                     |                    |                 |          |                   |
|  70777 |                      70777 | -168.39022 | -15.09606 | 0.341 | 301.14 |  79.94 |    False |    True |                            |                         |  70777 |                     |                    |                 |          |                   |
|  58424 |                      58424 | -108.75464 |   1.67471 | 0.342 |  18.89 |  83.27 |    False |    True |                            |                         |  58424 | ACT-CL J1644.9+0139 |                    |                 |          |                   |
|  91480 |                      91480 |   34.30572 | -52.74032 | 0.343 | 276.81 |  95.20 |    False |    True |                            |                         |  91480 | ACT-CL J0217.1-5244 | PSZ2 G276.75-59.82 |                 |          | MCXC J0217.2-5244 |
|  79188 |                      79188 | -148.77381 | -29.30636 | 0.343 | 321.61 |  71.75 |    False |   False |                            |                         |  79188 |                     |                    |                 |          |                   |
|  55030 |                      55030 |   -3.89087 |   3.10583 | 0.344 |  92.21 | 118.73 |    False |    True |                            |                         |  55030 | ACT-CL J2344.6+0305 | PSZ2 G092.30-55.75 |                 |          |                   |
|  55820 |                      55820 |   57.17680 |  -0.46566 | 0.345 | 188.39 |  94.08 |    False |    True |                            |                         |  55820 | ACT-CL J0348.6-0027 |                    |                 |          |                   |
|  85262 |                      85262 |   92.06298 | -40.74942 | 0.347 | 247.68 |  68.41 |    False |   False |                            |                         |  85262 |                     | PSZ2 G247.69-25.06 |                 |          |                   |
|  81442 |                      81442 |   82.43307 | -31.73961 | 0.347 | 235.60 |  68.01 |    False |   False |                            |                         |  81442 | ACT-CL J0529.7-3145 |                    |                 |          |                   |
|  52418 |                      52418 |  140.34061 |   3.27800 | 0.347 | 228.86 | 102.41 |    False |    True |                            |                         |  52418 | ACT-CL J0921.3+0317 |                    |                 |          |                   |
|  72810 |                      72810 |   24.51336 | -21.92034 | 0.348 | 189.29 |  98.78 |    False |    True |                            |                         |  72810 | ACT-CL J0138.0-2155 |                    |                 |          |                   |
|  75072 |                      75072 | -163.93123 | -23.82751 | 0.349 | 306.71 |  70.53 |    False |   False |                            |                         |  75072 |                     |                    |                 |          |                   |
|  87887 |                      87887 |   10.21644 | -44.12815 | 0.350 | 309.38 | 121.46 |    False |    True |                            |                         |  87887 | ACT-CL J0040.8-4407 | PSZ2 G309.43-72.86 |                 |          |                   |
|  91063 |           RXC J2248.7-4431 |  -17.81990 | -44.52967 | 0.350 | 349.48 | 101.39 |    False |    True |           RXC J2248.7-4431 |             ABELL S1063 |  91063 | ACT-CL J2248.8-4431 | PSZ2 G349.46-59.95 |                 |          | MCXC J2248.7-4431 |
|  87891 |                ABELL S0067 |   10.27866 | -44.47301 | 0.350 | 309.08 |  98.05 |    False |    True |                            |             ABELL S0067 |  87891 | ACT-CL J0040.9-4428 |                    |                 |          |                   |
|  86200 |                      86200 | -178.07731 | -39.42631 | 0.353 | 293.79 |  71.12 |    False |   False |                            |                         |  86200 |                     |                    |                 |          |                   |
|  74681 |                      74681 |  165.14073 | -23.74579 | 0.353 | 272.61 |  82.47 |    False |    True |                            |                         |  74681 |                     | PSZ2 G272.65+32.50 |                 |          |                   |
|  81165 |                      81165 |   59.19198 | -34.52927 | 0.354 | 235.29 |  82.15 |    False |    True |                            |                         |  81165 | ACT-CL J0356.8-3431 |                    |                 |          |                   |
|  79253 |                      79253 | -147.57005 | -30.83141 | 0.354 | 322.15 |  96.90 |    False |    True |                            |                         |  79253 |                     |                    |                 |          |                   |
|  57482 |          MACS J1115.9+0129 |  168.98956 |   1.50332 | 0.355 | 257.14 |  89.38 |    False |    True |          MACS J1115.9+0129 |                         |  57482 | ACT-CL J1115.8+0129 | PSZ2 G257.09+55.61 |                 |          |                   |
|  59325 |                      59325 |  -33.58474 |  -1.70500 | 0.355 |  54.59 |  68.94 |    False |   False |                            |                         |  59325 | ACT-CL J2145.6-0143 |                    |                 |          |                   |
|  73166 |                 ABELL 3168 |   56.95389 | -21.76983 | 0.356 | 215.23 | 102.26 |    False |    True |                            |              ABELL 3168 |  73166 | ACT-CL J0347.9-2144 | PSZ2 G215.19-49.65 |                 |          |                   |
|  72538 |                      72538 |    8.85433 | -20.26371 | 0.356 |  93.99 | 101.66 |    False |    True |                            |                         |  72538 | ACT-CL J0035.4-2015 | PSZ2 G093.93-82.22 |                 |          |                   |
|  57070 |                      57070 |  143.81468 |   0.79096 | 0.357 | 233.71 | 120.23 |    False |    True |                            |                         |  57070 | ACT-CL J0935.2+0048 | PSZ2 G233.68+36.14 |                 |          |                   |
|  64360 |                      64360 |   22.24326 |  -8.75722 | 0.357 | 150.46 |  92.57 |    False |    True |                            |                         |  64360 | ACT-CL J0129.0-0845 |                    |                 |          |                   |
|  55120 |                      55120 |   11.11129 |   1.86534 | 0.357 | 119.33 |  71.02 |    False |   False |                            |                         |  55120 | ACT-CL J0044.4+0150 |                    |                 |          |                   |
|  66179 |                      66179 |  155.25720 | -14.24951 | 0.358 | 256.84 |  90.04 |    False |    True |                            |                         |  66179 |                     |                    |                 |          |                   |
|  68802 |                      68802 |   34.05218 | -17.36898 | 0.358 | 190.84 |  70.85 |    False |   False |                            |                         |  68802 |                     |                    |                 |          |                   |
|  87763 |         PSZ2 G348.90-67.37 |   -8.69647 | -41.18917 | 0.359 | 348.94 | 147.78 |     True |   False |         PSZ2 G348.90-67.37 |             ABELL S1121 |  87763 | ACT-CL J2325.2-4111 | PSZ2 G348.90-67.37 |                 |          | PSZ2 G348.90-67.3 |
|  74863 |                      74863 |  176.81761 | -21.25814 | 0.359 | 283.53 |  77.19 |    False |    True |                            |                         |  74863 |                     |                    |                 |          |                   |
|  57956 |                      57956 | -154.72729 |  -1.85868 | 0.359 | 327.32 |  71.12 |    False |   False |                            |                         |  57956 | ACT-CL J1340.9-0152 |                    |                 |          |                   |
|  84322 |                      84322 |   27.41333 | -38.41310 | 0.362 | 259.39 | 127.22 |    False |    True |                            |                         |  84322 | ACT-CL J0149.4-3825 |                    |                 |          |                   |
|  88396 |                      88396 |   57.04249 | -45.21720 | 0.368 | 252.20 |  69.16 |    False |   False |                            |                         |  88396 | ACT-CL J0348.2-4514 | PSZ2 G252.23-50.62 |                 |          |                   |
|  86214 |                      86214 | -179.96722 | -40.47686 | 0.371 | 292.49 |  70.16 |    False |   False |                            |                         |  86214 |                     |                    |                 |          |                   |
|  87735 |                      87735 |   -9.46338 | -38.09831 | 0.373 | 356.93 | 126.24 |    False |    True |                            |                         |  87735 | ACT-CL J2322.2-3805 |                    |                 |          |                   |
|  64337 |                      64337 |   16.36801 | -12.72794 | 0.374 | 136.47 |  97.03 |    False |    True |                            |                         |  64337 | ACT-CL J0105.5-1242 |                    |                 |          |                   |
|  68372 |                      68372 |    2.92159 | -15.39657 | 0.376 |  82.71 |  81.88 |    False |    True |                            |                         |  68372 | ACT-CL J0011.7-1523 | PSZ2 G082.88-75.10 |                 |          |                   |
|  62682 |                      62682 | -138.86578 |  -5.16526 | 0.377 | 347.43 | 127.63 |    False |    True |                            |                         |  62682 |                     |                    |                 |          |                   |
|  61534 |                      61534 |  134.01809 |  -7.70684 | 0.377 | 235.54 | 101.11 |    False |    True |                            |                         |  61534 |                     | PSZ2 G235.56+23.29 |                 |          |                   |
|  62254 |                      62254 | -174.99822 |  -6.74244 | 0.378 | 289.14 | 107.38 |    False |    True |                            |                         |  62254 |                     | PSZ2 G289.16+55.27 |                 |          |                   |
|  55322 |                      55322 |   21.82127 |   0.35062 | 0.378 | 141.80 |  81.36 |    False |    True |                            |                         |  55322 | ACT-CL J0127.2+0020 |                    |                 |          |                   |
|  79400 |                      79400 | -126.87357 | -28.69414 | 0.379 | 340.67 |  83.72 |    False |    True |                            |                         |  79400 |                     |                    |                 |          |                   |
|  88482 |                      88482 |   61.27663 | -46.81008 | 0.380 | 253.72 |  76.63 |    False |    True |                            |                         |  88482 | ACT-CL J0405.1-4648 |                    |                 |          |                   |
|  60256 |                      60256 |   49.61779 |  -3.04323 | 0.381 | 184.95 |  99.28 |    False |    True |                            |                         |  60256 | ACT-CL J0318.5-0303 |                    |                 |          |                   |
|  59206 |                      59206 |  -37.89009 |   1.58097 | 0.382 |  54.94 | 137.44 |    False |    True |                            |                         |  59206 | ACT-CL J2128.4+0136 | PSZ2 G054.95-33.39 |                 |          |                   |
|  77169 |                      77169 |   40.45898 | -28.07429 | 0.383 | 221.60 | 109.86 |    False |    True |                            |                         |  77169 | ACT-CL J0241.8-2805 |                    |                 |          |                   |
|  55115 |                      55115 |    8.74069 |   2.55653 | 0.383 | 114.67 |  73.95 |    False |    True |                            |                         |  55115 | ACT-CL J0034.9+0233 |                    |                 |          |                   |
|  87966 |                      87966 |   17.55426 | -44.76332 | 0.385 | 292.11 |  84.56 |    False |    True |                            |                         |  87966 | ACT-CL J0110.3-4445 |                    |                 |          |                   |
|  55117 |                      55117 |    8.60698 |   2.40685 | 0.385 | 114.36 |  91.21 |    False |    True |                            |                         |  55117 | ACT-CL J0034.5+0225 | PSZ2 G114.39-60.16 |                 |          |                   |
|  59938 |                      59938 |   22.21038 |  -7.65709 | 0.386 | 149.13 |  76.52 |    False |    True |                            |                         |  59938 | ACT-CL J0128.7-0741 |                    |                 |          |                   |
|  84277 |                      84277 |   18.66819 | -41.38947 | 0.386 | 285.92 |  81.33 |    False |    True |                            |                         |  84277 | ACT-CL J0114.7-4123 | PSZ2 G285.87-74.93 |                 |          |                   |
|  73302 |                ABELL S0443 |   65.36316 | -20.39305 | 0.386 | 216.78 | 124.04 |    False |    True |                            |             ABELL S0443 |  73302 | ACT-CL J0421.3-2022 | PSZ2 G216.76-41.84 |                 |          |                   |
|  69242 |                      69242 |   71.75412 | -14.42033 | 0.387 | 212.48 |  89.87 |    False |    True |                            |                         |  69242 |                     |                    |                 |          |                   |
|  62294 |                      62294 | -169.20578 |  -5.50829 | 0.387 | 299.12 |  75.84 |    False |    True |                            |                         |  62294 |                     |                    |                 |          |                   |
|  58388 |                      58388 | -116.43878 |  -0.13941 | 0.388 |  12.33 |  83.14 |    False |    True |                            |                         |  58388 | ACT-CL J1614.4-0007 |                    |                 |          |                   |
|  64366 |                      64366 |   19.80272 |  -9.56020 | 0.388 | 144.70 |  86.44 |    False |    True |                            |                         |  64366 | ACT-CL J0119.1-0934 |                    |                 |          |                   |
|  63740 |                      63740 |  -30.33996 |  -3.84371 | 0.389 |  54.65 |  83.17 |    False |    True |                            |                         |  63740 | ACT-CL J2158.5-0351 |                    |                 |          |                   |
|  55872 |                      55872 |   67.05608 |   1.34522 | 0.389 | 193.40 | 102.93 |    False |    True |                            |                         |  55872 | ACT-CL J0428.1+0121 |                    |                 |          |                   |
|  59069 |                      59069 |  -47.00332 |  -1.53137 | 0.390 |  46.28 |  88.10 |    False |    True |                            |                         |  59069 | ACT-CL J2051.9-0131 |                    |                 |          |                   |
|  97936 |                      97936 |  105.48083 | -63.43015 | 0.391 | 273.91 |  86.71 |    False |    True |                            |                         |  97936 |                     |                    |                 |          |                   |
