|                name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |            CHANCES |                   Abell |               PSZ2 |
| ACT-CL J0500.9-5116 |   75.23796 | -51.26948 | 0.151 | 258.32 |  2.48 |    False |   False |               |                    |              ABELL 3303 |                    |
| ACT-CL J0501.4+0110 |   75.36250 |   1.17500 | 0.116 | 198.47 |  2.95 |    False |    True |               |                    |                         | PSZ2 G198.47-23.69 |
| ACT-CL J0503.9-4929 |   75.99170 | -49.48465 | 0.200 | 256.05 |  3.04 |    False |   False |               |                    |              ABELL 3311 |                    |
| ACT-CL J0504.5-2624 |   76.13665 | -26.41061 | 0.286 | 227.79 |  4.05 |    False |   False |               |                    |                         |                    |
| ACT-CL J0505.1-3219 |   76.28046 | -32.32715 | 0.144 | 234.81 |  3.05 |    False |   False |               |                    |              ABELL 3313 |                    |
| ACT-CL J0506.1-2551 |   76.54308 | -25.86529 | 0.388 | 227.28 |  3.34 |    False |   False |               |                    |                         |                    |
| ACT-CL J0506.9+0256 |   76.73330 |   2.93753 | 0.147 | 197.58 |  3.36 |    False |   False |               |                    |                         |                    |
| ACT-CL J0508.9-2710 |   77.23333 | -27.17086 | 0.287 | 228.99 |  2.88 |    False |   False |               |                    |                         |                    |
| ACT-CL J0510.3-4519 |   77.57668 | -45.32373 | 0.200 | 250.89 |  5.59 |    False |    True |               |                    |              ABELL 3322 | PSZ2 G250.89-36.24 |
| ACT-CL J0510.7-0801 |   77.69697 |  -8.02483 | 0.220 | 208.61 |  9.10 |    False |    True |               | PSZ2 G208.60-26.00 |                         | PSZ2 G208.60-26.00 |
| ACT-CL J0512.9-3847 |   78.24088 | -38.79444 | 0.326 | 242.96 |  5.32 |    False |    True |               |                    |                         |                    |
| ACT-CL J0514.5-4448 |   78.64599 | -44.81250 | 0.128 | 250.33 |  3.50 |    False |    True |               |                    |              ABELL 3329 |                    |
| ACT-CL J0516.6-5430 |   79.15076 | -54.51014 | 0.295 | 262.24 |  6.16 |    False |    True |               | PSZ2 G262.27-35.38 |             ABELL S0520 | PSZ2 G262.27-35.38 |
| ACT-CL J0516.9-4937 |   79.22925 | -49.62917 | 0.249 | 256.26 |  2.86 |    False |   False |               |                    |                         |                    |
| ACT-CL J0516.9-2237 |   79.24679 | -22.61867 | 0.302 | 224.54 |  4.17 |    False |   False |               |                    |             ABELL S0519 | PSZ2 G224.53-30.27 |
| ACT-CL J0517.4-5325 |   79.35265 | -53.42219 | 0.339 | 260.90 |  3.37 |    False |   False |               |                    |                         |                    |
| ACT-CL J0520.4-2625 |   80.11091 | -26.42302 | 0.276 | 229.02 |  4.66 |    False |   False |               |                    |             ABELL S0523 |                    |
| ACT-CL J0520.4-2757 |   80.11390 | -27.95065 | 0.315 | 230.72 |  3.73 |    False |   False |               |                    |                         |                    |
| ACT-CL J0520.5-4758 |   80.13756 | -47.98333 | 0.317 | 254.28 |  3.06 |    False |   False |               |                    |                         |                    |
| ACT-CL J0520.7-1328 |   80.17531 | -13.47748 | 0.336 | 215.26 |  8.24 |    False |    True |               |                    |                         | PSZ2 G215.24-26.10 |
| ACT-CL J0521.3-3917 |   80.34012 | -39.29345 | 0.429 | 243.87 |  4.88 |    False |   False |               |                    |                         |                    |
| ACT-CL J0521.4-2754 |   80.35575 | -27.91412 | 0.317 | 230.75 |  3.41 |    False |   False |               |                    |                         |                    |
| ACT-CL J0521.5-5656 |   80.39172 | -56.94582 | 0.312 | 265.18 |  2.92 |    False |   False |               |                    |                         |                    |
| ACT-CL J0522.2-4818 |   80.56971 | -48.30912 | 0.296 | 254.70 |  3.18 |    False |   False |               |                    |              ABELL 3338 | PSZ2 G254.66-34.45 |
| ACT-CL J0522.8-4611 |   80.72080 | -46.19497 | 0.388 | 252.15 |  3.84 |    False |   False |               |                    |             ABELL S0526 |                    |
| ACT-CL J0523.3-3929 |   80.82919 | -39.48739 | 0.427 | 244.17 |  3.43 |    False |   False |               |                    |                         |                    |
| ACT-CL J0524.8-5814 |   81.20182 | -58.23699 | 0.285 | 266.72 |  2.79 |    False |   False |               |                    |                         |                    |
| ACT-CL J0524.8-2703 |   81.21390 | -27.05259 | 0.267 | 230.05 |  3.25 |    False |   False |               |                    |              ABELL 3339 |                    |
| ACT-CL J0525.8-4715 |   81.45484 | -47.25405 | 0.191 | 253.48 |  6.82 |    False |    True |               |                    |              ABELL 3343 | PSZ2 G253.48-33.72 |
| ACT-CL J0525.8-3035 |   81.47369 | -30.58668 | 0.199 | 234.06 |  6.35 |    False |    True |               |                    |              ABELL 3342 | PSZ2 G234.06-30.74 |
| ACT-CL J0528.2-2942 |   82.06074 | -29.71148 | 0.157 | 233.24 |  3.10 |    False |   False |               |                    |                         | PSZ2 G233.25-30.01 |
| ACT-CL J0528.8-3927 |   82.21651 | -39.46272 | 0.284 | 244.36 |  8.98 |    False |    True |               | PSZ2 G244.37-32.15 |                         | PSZ2 G244.37-32.15 |
| ACT-CL J0529.7-3145 |   82.43996 | -31.76047 | 0.347 | 235.62 |  5.79 |    False |    True |               |                    |                         |                    |
| ACT-CL J0530.6-2227 |   82.65053 | -22.45294 | 0.172 | 225.56 |  6.09 |    False |    True |               |                    |              ABELL 0543 | PSZ2 G225.56-27.27 |
| ACT-CL J0532.9-3701 |   83.23279 | -37.02599 | 0.275 | 241.75 | 10.49 |     True |   False |               | PSZ2 G241.76-30.88 |                         | PSZ2 G241.76-30.88 |
| ACT-CL J0533.9-3217 |   83.48324 | -32.29588 | 0.352 | 236.49 |  3.08 |    False |   False |               |                    |                         |                    |
| ACT-CL J0536.1-3946 |   84.04686 | -39.77500 | 0.266 | 245.03 |  3.84 |    False |   False |               |                    |             ABELL S0539 |                    |
| ACT-CL J0537.1-3034 |   84.28161 | -30.57169 | 0.309 | 234.80 |  3.28 |    False |   False |               |                    |                         |                    |
| ACT-CL J0538.2-2038 |   84.55929 | -20.63491 | 0.091 | 224.36 |  3.02 |    False |    True |               |                    |              ABELL 3358 | PSZ2 G224.38-24.95 |
| ACT-CL J0540.1-5617 |   85.04594 | -56.29926 | 0.447 | 264.39 |  3.54 |    False |   False |               |                    |                         |                    |
| ACT-CL J0542.9-3559 |   85.73257 | -35.99730 | 0.408 | 241.12 |  7.12 |    False |    True |               | PSZ2 G241.11-28.68 |                         | PSZ2 G241.11-28.68 |
| ACT-CL J0543.4-4430 |   85.86391 | -44.50931 | 0.166 | 250.72 |  2.93 |    False |   False |               |                    |                         |                    |
| ACT-CL J0544.4-5750 |   86.12262 | -57.83814 | 0.407 | 266.22 |  2.93 |    False |   False |               |                    |                         |                    |
| ACT-CL J0545.5-3237 |   86.38333 | -32.62668 | 0.418 | 237.60 |  3.76 |    False |   False |               |                    |                         |                    |
| ACT-CL J0546.9-3904 |   86.74995 | -39.07264 | 0.314 | 244.75 |  3.34 |    False |   False |               |                    |                         | PSZ2 G244.74-28.59 |
| ACT-CL J0547.6-3152 |   86.91024 | -31.87595 | 0.148 | 236.94 |  6.00 |    False |    True |               |                    |              ABELL 3364 | PSZ2 G236.92-26.65 |
| ACT-CL J0549.5-2110 |   87.37918 | -21.17075 | 0.371 | 225.96 |  3.43 |    False |   False |               |                    |                         |                    |
| ACT-CL J0549.5-5135 |   87.38745 | -51.59167 | 0.328 | 259.02 |  2.75 |    False |   False |               |                    |                         |                    |
| ACT-CL J0550.0-3026 |   87.50433 | -30.44170 | 0.282 | 235.58 |  2.98 |    False |   False |               |                    |                         |                    |
| ACT-CL J0551.5-4339 |   87.88530 | -43.65959 | 0.346 | 250.06 |  4.28 |    False |   False |               |                    |                         |                    |
| ACT-CL J0551.6-5709 |   87.90545 | -57.15319 | 0.423 | 265.47 |  4.89 |    False |   False |               |                    |             ABELL S0552 | PSZ2 G265.49-30.50 |
| ACT-CL J0551.7-5644 |   87.93683 | -56.74100 | 0.207 | 264.99 |  2.98 |    False |   False |               |                    |                         |                    |
| ACT-CL J0552.2-3954 |   88.05833 | -39.90414 | 0.352 | 245.93 |  3.21 |    False |   False |               |                    |                         |                    |
| ACT-CL J0552.6-4008 |   88.16252 | -40.14167 | 0.365 | 246.21 |  3.14 |    False |   False |               |                    |                         |                    |
| ACT-CL J0552.9-2103 |   88.23643 | -21.06312 | 0.099 | 226.17 |  4.32 |    False |    True |               |                    |              ABELL 0550 | PSZ2 G226.16-21.95 |
| ACT-CL J0553.4-3342 |   88.35367 | -33.71067 | 0.412 | 239.28 | 15.40 |     True |   False |               |  MACS J0553.4-3342 |                         | PSZ2 G239.27-26.01 |
| ACT-CL J0554.7-2556 |   88.69067 | -25.94273 | 0.277 | 231.27 |  3.24 |    False |   False |               |                    |                         |                    |
| ACT-CL J0555.3-2638 |   88.82834 | -26.63496 | 0.285 | 232.02 |  3.47 |    False |   False |               |                    |                         |                    |
| ACT-CL J0600.2-4352 |   90.05545 | -43.88153 | 0.327 | 250.68 |  4.32 |    False |   False |               |                    |                         |                    |
| ACT-CL J0603.9-4714 |   90.99067 | -47.23346 | 0.274 | 254.52 |  4.85 |    False |   False |               |                    |                         | PSZ2 G254.51-27.32 |
| ACT-CL J0609.6-5249 |   92.42079 | -52.82508 | 0.439 | 260.90 |  3.76 |    False |   False |               |                    |                         |                    |
| ACT-CL J0611.0-2735 |   92.75894 | -27.59087 | 0.270 | 234.30 |  5.74 |    False |    True |               |                    |                         |                    |
| ACT-CL J0611.3-5937 |   92.82501 | -59.62920 | 0.390 | 268.55 |  3.40 |    False |   False |               |                    |                         | PSZ2 G268.51-28.14 |
| ACT-CL J0611.9-4451 |   92.99585 | -44.86667 | 0.103 | 252.28 |  2.96 |    False |    True |               |                    |                         |                    |
| ACT-CL J0616.5-3947 |   94.12503 | -39.79764 | 0.152 | 247.15 |  3.07 |    False |   False |               |                    |             ABELL S0579 | PSZ2 G247.19-23.31 |
| ACT-CL J0617.6-4529 |   94.41514 | -45.49681 | 0.384 | 253.22 |  3.49 |    False |   False |               |                    |                         |                    |
| ACT-CL J0619.7-5802 |   94.92600 | -58.03888 | 0.391 | 266.94 |  3.60 |    False |   False |               |                    |                         |                    |
| ACT-CL J0622.1-5721 |   95.52917 | -57.35833 | 0.425 | 266.24 |  2.99 |    False |   False |               |                    |                         |                    |
| ACT-CL J0626.8-4445 |   96.71371 | -44.76643 | 0.419 | 252.92 |  4.38 |    False |   False |               |                    |                         |                    |
| ACT-CL J0628.8-4143 |   97.20803 | -41.72582 | 0.176 | 249.89 |  9.03 |     True |   False |               |                    |              ABELL 3396 | PSZ2 G249.87-21.65 |
| ACT-CL J0636.6-4942 |   99.17049 | -49.70314 | 0.352 | 258.56 |  5.07 |    False |   False |               |                    |                         |                    |
| ACT-CL J0637.3-4829 |   99.34436 | -48.48420 | 0.203 | 257.33 |  5.40 |    False |    True |               |                    |              ABELL 3399 | PSZ2 G257.32-22.19 |
| ACT-CL J0638.3-4242 |   99.57815 | -42.70607 | 0.408 | 251.47 |  4.85 |    False |   False |               |                    |                         |                    |
| ACT-CL J0638.7-5358 |   99.69642 | -53.97326 | 0.226 | 263.14 | 12.54 |     True |   False |               | PSZ2 G263.14-23.41 |             ABELL S0592 | PSZ2 G263.14-23.41 |
| ACT-CL J0645.4-5413 |  101.36892 | -54.22323 | 0.167 | 263.67 | 11.18 |     True |   False |               | PSZ2 G263.68-22.55 |              ABELL 3404 | PSZ2 G263.68-22.55 |
| ACT-CL J0647.9-5828 |  101.98400 | -58.47529 | 0.441 | 268.23 |  5.20 |    False |   False |               |                    |                         |                    |
| ACT-CL J0653.3-5745 |  103.32580 | -57.75222 | 0.240 | 267.67 |  5.54 |    False |    True |               |                    |                         |                    |
| ACT-CL J0655.6-5541 |  103.91972 | -55.69496 | 0.288 | 265.64 |  4.58 |    False |   False |               |                    |             ABELL S0599 |                    |
| ACT-CL J0658.5-5557 |  104.63480 | -55.95304 | 0.296 | 266.03 | 16.06 |     True |   False |               |     Bullet cluster |                         | PSZ2 G266.04-21.25 |
| ACT-CL J0818.4+0310 |  124.62083 |   3.16940 | 0.406 | 220.28 |  3.04 |    False |   False |               |                    |                         |                    |
| ACT-CL J0821.8+0111 |  125.47208 |   1.19087 | 0.082 | 222.57 |  3.15 |    False |    True |               |                    |              ABELL 0653 | PSZ2 G222.52+20.58 |
| ACT-CL J0824.9+0426 |  126.24500 |   4.43496 | 0.228 | 219.89 |  1.95 |    False |   False |               |                    |              ABELL 0664 | PSZ2 G219.88+22.83 |
| ACT-CL J0825.9+0414 |  126.49053 |   4.24868 | 0.225 | 220.19 |  4.15 |    False |   False |               |                    |                         | PSZ2 G220.11+22.91 |
| ACT-CL J0839.5-0140 |  129.87647 |  -1.67662 | 0.261 | 227.60 |  3.64 |    False |   False |               |                    |                         | PSZ2 G227.59+22.98 |
| ACT-CL J0840.2-0326 |  130.06000 |  -3.43831 | 0.231 | 229.34 |  2.62 |    False |   False |               |                    |                         |                    |
| ACT-CL J0845.0+0127 |  131.25981 |   1.46531 | 0.415 | 225.38 |  3.86 |    False |   False |               |                    |                         |                    |
| ACT-CL J0845.4+0327 |  131.36915 |   3.46258 | 0.329 | 223.49 |  6.69 |    False |    True |               |                    |                         | PSZ2 G223.47+26.85 |
| ACT-CL J0851.5+0452 |  132.88886 |   4.88063 | 0.391 | 222.90 |  3.04 |    False |   False |               |                    |                         |                    |
| ACT-CL J0854.2-0220 |  133.55110 |  -2.34516 | 0.368 | 230.31 |  4.33 |    False |   False |               |                    |                         |                    |
| ACT-CL J0854.7-0122 |  133.69581 |  -1.37217 | 0.353 | 229.48 |  3.49 |    False |   False |               |                    |                         |                    |
| ACT-CL J0856.4-0013 |  134.10392 |  -0.22907 | 0.416 | 228.62 |  3.18 |    False |   False |               |                    |                         |                    |
| ACT-CL J0857.8+0310 |  134.46401 |   3.17808 | 0.201 | 225.48 |  6.45 |    False |    True |               |                    |              ABELL 0732 | PSZ2 G225.48+29.41 |
| ACT-CL J0859.4+0308 |  134.87500 |   3.14588 | 0.186 | 225.74 |  2.55 |    False |   False |               |                    |                         |                    |
| ACT-CL J0901.5-0139 |  135.37577 |  -1.66332 | 0.294 | 230.75 |  3.41 |    False |   False |               |                    |                         | PSZ2 G230.73+27.70 |
| ACT-CL J0901.5+0301 |  135.38514 |   3.01934 | 0.193 | 226.16 |  2.93 |    False |   False |               |                    |                         |                    |
| ACT-CL J0903.4-0136 |  135.87168 |  -1.60302 | 0.448 | 230.99 |  3.98 |    False |   False |               |                    |                         |                    |
| ACT-CL J0905.6+0434 |  136.41510 |   4.57656 | 0.238 | 225.17 |  2.55 |    False |   False |               |                    |                         |                    |
| ACT-CL J0916.1-0024 |  139.04253 |  -0.40191 | 0.318 | 231.77 |  6.10 |    False |    True |               |                    |              ABELL 0776 | PSZ2 G231.79+31.48 |
| ACT-CL J0916.8-0059 |  139.21937 |  -0.99449 | 0.264 | 232.47 |  2.42 |    False |   False |               |                    |                         |                    |
| ACT-CL J0918.7+0211 |  139.68670 |   2.19003 | 0.282 | 229.58 |  2.97 |    False |   False |               |                    |                         |                    |
| ACT-CL J0921.3+0317 |  140.33562 |   3.28812 | 0.351 | 228.85 |  5.91 |    False |    True |               |                    |                         |                    |
| ACT-CL J0922.1+0346 |  140.53381 |   3.77329 | 0.270 | 228.46 |  2.62 |    False |   False |               |                    |                         | PSZ2 G228.50+34.95 |
| ACT-CL J0922.1-0027 |  140.53737 |  -0.45830 | 0.320 | 232.79 |  4.21 |    False |   False |               |                    |                         |                    |
| ACT-CL J0930.1+0401 |  142.53333 |   4.02088 | 0.328 | 229.47 |  2.86 |    False |   False |               |                    |                         |                    |
| ACT-CL J0935.0+0053 |  143.75961 |   0.89865 | 0.361 | 233.56 |  3.92 |    False |   False |               |                    |                         | PSZ2 G233.68+36.14 |
| ACT-CL J0935.2+0048 |  143.80869 |   0.80078 | 0.355 | 233.70 |  7.48 |    False |    True |               |                    |                         | PSZ2 G233.68+36.14 |
| ACT-CL J0943.7+0059 |  145.94734 |   0.98900 | 0.434 | 235.00 |  2.84 |    False |   False |               |                    |                         |                    |
| ACT-CL J0951.6-0014 |  147.92198 |  -0.23995 | 0.421 | 237.74 |  5.52 |    False |    True |               |                    |                         |                    |
| ACT-CL J0957.6+0234 |  149.40534 |   2.57584 | 0.373 | 235.86 |  3.57 |    False |   False |               |                    |                         |                    |
| ACT-CL J1000.4+0443 |  150.10858 |   4.73138 | 0.352 | 233.98 |  4.89 |    False |   False |  SPLUS-n05n01 |                    |                         |                    |
| ACT-CL J1004.8-0137 |  151.21266 |  -1.62931 | 0.309 | 241.78 |  3.28 |    False |   False |  SPLUS-n02s01 |                    |                         |                    |
| ACT-CL J1005.5+0235 |  151.38341 |   2.58585 | 0.372 | 237.40 |  2.88 |    False |   False |  SPLUS-n03n01 |                    |                         |                    |
| ACT-CL J1009.7+0255 |  152.42821 |   2.92641 | 0.370 | 237.87 |  3.88 |    False |   False |  SPLUS-n03n02 |                    |                         |                    |
| ACT-CL J1011.3-0203 |  152.82897 |  -2.05194 | 0.190 | 243.57 |  3.62 |    False |   False |  SPLUS-n03s02 |                    |              ABELL 0944 |                    |
| ACT-CL J1012.5+0239 |  153.12926 |   2.66260 | 0.239 | 238.75 |  4.53 |    False |   False |  SPLUS-n03n03 |                    |                         |                    |
| ACT-CL J1015.2-0105 |  153.82500 |  -1.08738 | 0.194 | 243.44 |  2.37 |    False |   False |  SPLUS-n02s03 |                    |                         |                    |
| ACT-CL J1018.7-0130 |  154.69293 |  -1.51661 | 0.387 | 244.66 |  3.89 |    False |   False |  SPLUS-n02s04 |                    |                         |                    |
| ACT-CL J1020.1-0013 |  155.02772 |  -0.21937 | 0.400 | 243.59 |  2.75 |    False |   False |  SPLUS-n01s04 |                    |                         |                    |
| ACT-CL J1020.3-0100 |  155.08741 |  -1.01667 | 0.411 | 244.49 |  2.64 |    False |   False |  SPLUS-n02s04 |                    |                         |                    |
| ACT-CL J1023.1+0221 |  155.79727 |   2.36571 | 0.192 | 241.42 |  2.58 |    False |   False |  SPLUS-n03n05 |                    |                         |                    |
| ACT-CL J1023.6+0411 |  155.91271 |   4.18797 | 0.285 | 239.40 | 12.01 |     True |   False |  SPLUS-n04n05 |   ZwCl 1021.0+0426 |                         | PSZ2 G239.43+47.95 |
| ACT-CL J1027.9-0246 |  156.98217 |  -2.76817 | 0.413 | 248.07 |  3.65 |    False |   False |  SPLUS-n03s06 |                    |                         |                    |
| ACT-CL J1034.8+0424 |  158.70987 |   4.40685 | 0.165 | 241.74 |  3.08 |    False |   False |  SPLUS-n04n07 |                    |              ABELL 1047 | PSZ2 G241.79+50.30 |
| ACT-CL J1041.8-0237 |  160.45421 |  -2.62354 | 0.224 | 251.40 |  4.15 |    False |   False |  SPLUS-n03s08 |                    |                         |                    |
| ACT-CL J1049.3-0002 |  162.34882 |  -0.03430 | 0.450 | 250.70 |  3.37 |    False |   False |  SPLUS-n01s10 |                    |                         |                    |
| ACT-CL J1050.6-0236 |  162.65663 |  -2.60501 | 0.168 | 253.75 |  2.67 |    False |   False |  SPLUS-n03s10 |                    |              ABELL 1111 |                    |
| ACT-CL J1058.3-0210 |  164.59047 |  -2.18215 | 0.361 | 255.53 |  6.19 |    False |    True |  SPLUS-n03s11 |                    |                         | PSZ2 G255.51+49.96 |
| ACT-CL J1100.6-0234 |  165.15981 |  -2.57375 | 0.396 | 256.60 |  5.92 |    False |    True |  SPLUS-n03s12 |                    |                         |                    |
| ACT-CL J1102.9+0459 |  165.73333 |   4.99168 | 0.368 | 248.67 |  2.69 |    False |   False |  SPLUS-n05n13 |                    |                         |                    |
| ACT-CL J1103.3+0427 |  165.84642 |   4.45365 | 0.326 | 249.50 |  3.47 |    False |   False |  SPLUS-n04n12 |                    |                         |                    |
| ACT-CL J1105.6-0301 |  166.40746 |  -3.03274 | 0.388 | 258.56 |  3.40 |    False |   False |  SPLUS-n03s12 |                    |                         |                    |
| ACT-CL J1107.9+0408 |  166.98333 |   4.14571 | 0.353 | 251.32 |  2.82 |    False |   False |  SPLUS-n04n13 |                    |                         |                    |
| ACT-CL J1111.1+0044 |  167.79845 |   0.74843 | 0.185 | 256.39 |  3.43 |    False |   False |  SPLUS-n02n14 |                    |              ABELL 1191 |                    |
| ACT-CL J1112.8+0229 |  168.20244 |   2.49654 | 0.268 | 254.93 |  3.72 |    False |   False |  SPLUS-n03n14 |                    |              ABELL 1205 | PSZ2 G254.96+55.88 |
| ACT-CL J1114.1+0420 |  168.53250 |   4.34818 | 0.229 | 253.11 |  3.60 |    False |   False |  SPLUS-n04n14 |                    |              ABELL 1208 | PSZ2 G253.13+57.49 |
| ACT-CL J1115.2+0418 |  168.80478 |   4.30958 | 0.309 | 253.53 |  3.69 |    False |   False |  SPLUS-n04n14 |                    |                         |                    |
| ACT-CL J1115.8+0129 |  168.96471 |   1.49908 | 0.356 | 257.11 |  9.80 |    False |    True |  SPLUS-n02n14 |  MACS J1115.9+0129 |                         | PSZ2 G257.09+55.61 |
| ACT-CL J1117.9-0211 |  169.49592 |  -2.18339 | 0.450 | 261.70 |  3.69 |    False |   False |  SPLUS-n03s15 |                    |                         |                    |
| ACT-CL J1118.9-0041 |  169.73333 |  -0.69582 | 0.240 | 260.53 |  2.67 |    False |   False |  SPLUS-n02s15 |                    |                         |                    |
| ACT-CL J1129.8+0256 |  172.46144 |   2.94059 | 0.227 | 260.53 |  3.63 |    False |   False |  SPLUS-n03n17 |                    |                         |                    |
| ACT-CL J1131.6-0107 |  172.91175 |  -1.12325 | 0.325 | 265.52 |  3.57 |    False |   False |  SPLUS-n02s17 |                    |                         |                    |
| ACT-CL J1132.2+0422 |  173.05420 |   4.37387 | 0.353 | 259.74 |  2.58 |    False |   False |  SPLUS-n04n17 |                    |                         |                    |
| ACT-CL J1144.0+0440 |  176.02500 |   4.67911 | 0.409 | 264.39 |  2.62 |    False |   False |  SPLUS-n05n20 |                    |                         |                    |
| ACT-CL J1148.0-0234 |  177.02379 |  -2.57519 | 0.340 | 273.25 |  4.17 |    False |   False |  SPLUS-n03s20 |                    |                         |                    |
| ACT-CL J1158.9-0244 |  179.73174 |  -2.74583 | 0.390 | 277.92 |  3.67 |    False |   False |  SPLUS-n03s22 |                    |                         |                    |
| ACT-CL J1200.8-0328 | -179.78541 |  -3.46872 | 0.395 | 279.24 |  2.99 |    False |   False |  SPLUS-n04s23 |                    |                         |                    |
| ACT-CL J1200.9-0125 | -179.76874 |  -1.43329 | 0.246 | 277.86 |  2.86 |    False |   False |  SPLUS-n02s23 |                    |                         |                    |
| ACT-CL J1203.9+0126 | -179.01280 |   1.43806 | 0.413 | 277.04 |  4.60 |    False |   False |  SPLUS-n02n23 |                    |                         |                    |
| ACT-CL J1207.1+0425 | -178.20416 |   4.42499 | 0.235 | 276.06 |  2.44 |    False |   False |  SPLUS-n04n24 |                    |                         |                    |
| ACT-CL J1210.2+0223 | -177.42511 |   2.39168 | 0.383 | 279.48 |  3.75 |    False |   False |  SPLUS-n03n24 |                    |                         |                    |
| ACT-CL J1213.4+0331 | -176.64366 |   3.52974 | 0.352 | 280.24 |  2.72 |    False |   False |  SPLUS-n04n25 |                    |                         |                    |
| ACT-CL J1219.6-0318 | -175.09856 |  -3.31329 | 0.300 | 287.55 |  4.51 |    False |   False |  SPLUS-n03s26 |                    |                         | PSZ2 G287.54+58.63 |
| ACT-CL J1220.4-0240 | -174.90000 |  -2.67077 | 0.439 | 287.63 |  3.03 |    False |   False |  SPLUS-n03s26 |                    |                         |                    |
| ACT-CL J1222.4-0127 | -174.39166 |  -1.45256 | 0.292 | 288.05 |  3.56 |    False |   False |  SPLUS-n02s27 |                    |                         |                    |
| ACT-CL J1222.6-0214 | -174.34672 |  -2.24654 | 0.374 | 288.50 |  4.53 |    False |   False |  SPLUS-n03s27 |                    |                         |                    |
| ACT-CL J1227.0+0416 | -173.23047 |   4.28252 | 0.306 | 287.59 |  3.07 |    False |   False |  SPLUS-n04n27 |                    |              ABELL 1540 |                    |
| ACT-CL J1233.7+0258 | -171.57500 |   2.97921 | 0.358 | 292.21 |  2.39 |    False |   False |  SPLUS-n03n29 |                    |                         |                    |
| ACT-CL J1242.2-0222 | -169.44162 |  -2.38333 | 0.386 | 298.27 |  3.11 |    False |   False |  SPLUS-n03s30 |                    |                         |                    |
| ACT-CL J1247.2-0406 | -168.18333 |  -4.10408 | 0.420 | 300.93 |  3.08 |    False |   False |  SPLUS-n04s31 |                    |                         |                    |
| ACT-CL J1249.7+0145 | -167.57233 |   1.75285 | 0.160 | 301.92 |  2.73 |    False |   False |  SPLUS-n02n32 |                    |                         |                    |
| ACT-CL J1253.5-0242 | -166.62086 |  -2.71667 | 0.420 | 303.97 |  3.18 |    False |   False |  SPLUS-n03s32 |                    |                         |                    |
| ACT-CL J1256.4+0440 | -165.88758 |   4.67423 | 0.231 | 306.20 |  4.29 |    False |   False |  SPLUS-n04n33 |                    |                         |                    |
| ACT-CL J1257.4-0257 | -165.62924 |  -2.96251 | 0.380 | 305.94 |  3.16 |    False |   False |  SPLUS-n03s33 |                    |                         |                    |
| ACT-CL J1258.4+0043 | -165.37918 |   0.73333 | 0.393 | 306.89 |  3.55 |    False |   False |  SPLUS-n02n33 |                    |                         |                    |
| ACT-CL J1258.7-0145 | -165.32483 |  -1.76538 | 0.085 | 306.68 |  8.05 |     True |   False |  SPLUS-n02s33 |          Abell1650 |              ABELL 1650 | PSZ2 G306.66+61.06 |
| ACT-CL J1258.8+0059 | -165.28602 |   0.99720 | 0.392 | 307.14 |  3.12 |    False |   False |  SPLUS-n02n33 |                    |                         |                    |
| ACT-CL J1259.3-0410 | -165.15076 |  -4.18244 | 0.084 | 306.75 |  6.38 |     True |   False |  SPLUS-n04s33 |          Abell1651 |              ABELL 1651 | PSZ2 G306.77+58.61 |
| ACT-CL J1302.8-0230 | -164.28191 |  -2.50975 | 0.084 | 308.69 |  2.53 |    False |    True |  SPLUS-n03s34 |                    |              ABELL 1663 | PSZ2 G308.64+60.26 |
| ACT-CL J1307.3-0317 | -163.17500 |  -3.29584 | 0.387 | 310.71 |  2.97 |    False |   False |  SPLUS-n03s35 |                    |                         |                    |
| ACT-CL J1307.3+0429 | -163.17175 |   4.48490 | 0.359 | 313.12 |  2.55 |    False |   False |  SPLUS-n04n35 |                    |                         |                    |
| ACT-CL J1308.7+0404 | -162.80156 |   4.06690 | 0.360 | 313.87 |  2.97 |    False |   False |  SPLUS-n04n35 |                    |                         |                    |
| ACT-CL J1311.5-0119 | -162.12138 |  -1.33201 | 0.201 | 313.37 | 14.06 |     True |   False |  SPLUS-n02s36 |          Abell1689 |              ABELL 1689 | PSZ2 G313.33+61.13 |
| ACT-CL J1316.6+0444 | -160.82924 |   4.73753 | 0.226 | 319.09 |  2.11 |    False |   False |  SPLUS-n05n37 |                    |                         |                    |
| ACT-CL J1316.7+0459 | -160.81147 |   4.98392 | 0.442 | 319.29 |  2.75 |    False |   False |  SPLUS-n05n37 |                    |                         |                    |
| ACT-CL J1322.4+0408 | -159.39181 |   4.14225 | 0.265 | 322.12 |  3.17 |    False |   False |  SPLUS-n04n38 |                    |                         |                    |
| ACT-CL J1323.0+0343 | -159.22916 |   3.72572 | 0.353 | 322.20 |  3.60 |    False |   False |  SPLUS-n04n38 |                    |                         |                    |
| ACT-CL J1323.6+0446 | -159.07507 |   4.77500 | 0.134 | 323.34 |  2.08 |    False |   False |  SPLUS-n04n38 |                    |                         |                    |
| ACT-CL J1324.2-0319 | -158.94583 |  -3.31673 | 0.220 | 318.76 |  2.36 |    False |   False |  SPLUS-n03s38 |                    |              ABELL 1729 | PSZ2 G318.62+58.55 |
| ACT-CL J1324.3+0419 | -158.91406 |   4.31949 | 0.260 | 323.36 |  3.27 |    False |   False |  SPLUS-n04n38 |                    |                         |                    |
