zbin,name,Cluster Name,ra,dec,z,gal_l,mass,complete,lowmass,CHANCES,Abell,CODEX,ACT-DR5,PSZ2,LoVoCCS,HIFLUGCS,MeerKAT,m200,c200,r200,d200
3,PSZ2 G341.69+50.67,PSZ2 G341.69+50.67,216.33488,-4.9949,0.33,341.7,7.37,False,True,,,,,PSZ2 G341.69+50.67,,,,10.52,4.25,1.91,6.49
3,PSZ2 G231.79+31.48,ABELL 0776,139.058,-0.4118,0.332,231.79,6.57,False,True,,ABELL 0776,57004,ACT-CL J0916.1-0024,PSZ2 G231.79+31.48,,,,9.4,4.21,1.84,6.21
3,PSZ2 G295.63-51.96,97000,23.35873,-64.56788,0.333,295.64,8.21,False,True,,,97000,,PSZ2 G295.63-51.96,,,,11.68,4.3,1.97,6.67
3,PSZ2 G048.91-25.55,59018,312.67912,1.396,0.333,48.91,7.34,False,True,,,59018,ACT-CL J2050.7+0122,PSZ2 G048.91-25.55,,,,10.48,4.25,1.9,6.43
3,PSZ2 G050.06-27.32,59019,314.73122,1.35633,0.334,50.07,8.9,False,True,,,59019,ACT-CL J2058.9+0122,PSZ2 G050.06-27.32,,,,12.66,4.35,2.03,6.84
3,PSZ2 G215.24-26.10,65279,80.1758,-13.46901,0.336,215.25,8.42,False,True,,,65279,ACT-CL J0520.7-1328,PSZ2 G215.24-26.10,,,PSZ1 G215.29-26.0,11.98,4.32,1.99,6.68
3,PSZ2 G268.34-43.64,ACT-CL J0412.0-5743,63.03703,-57.66236,0.34,268.34,5.93,False,True,,,,ACT-CL J0412.0-5743,PSZ2 G268.34-43.64,,,,8.49,4.18,1.77,5.9
3,PSZ2 G255.51+49.96,ACT-CL J1058.3-0210,164.56971,-2.19055,0.34,255.52,6.73,False,True,,,,ACT-CL J1058.3-0210,PSZ2 G255.51+49.96,,,,9.62,4.22,1.85,6.15
3,PSZ2 G000.77-35.69,RXC J2031.8-4037,307.97284,-40.59873,0.342,0.78,8.54,False,True,RXC J2031.8-4037,,87341,ACT-CL J2031.8-4037,PSZ2 G000.77-35.69,,,,12.16,4.33,1.99,6.63
3,PSZ2 G276.75-59.82,91480,34.32938,-52.71826,0.343,276.76,6.05,False,True,,,91480,ACT-CL J0217.1-5244,PSZ2 G276.75-59.82,,,MCXC J0217.2-5244,8.66,4.19,1.78,5.9
3,PSZ2 G247.69-25.06,85262,92.09635,-40.7577,0.344,247.7,5.83,False,True,,,85262,,PSZ2 G247.69-25.06,,,,8.35,4.17,1.76,5.82
3,PSZ2 G273.54-30.28,PSZ2 G273.54-30.28,88.84752,-64.10518,0.345,273.55,7.6,False,True,,,,,PSZ2 G273.54-30.28,,,,10.85,4.28,1.92,6.32
3,PSZ2 G299.38-57.32,ACT-CL J0106.4-5942,16.6512,-59.70053,0.348,299.39,5.89,False,True,,,,ACT-CL J0106.4-5942,PSZ2 G299.38-57.32,,,,8.43,4.18,1.76,5.78
3,PSZ2 G092.30-55.75,55030,356.1758,3.09359,0.349,92.3,6.93,False,True,,,55030,ACT-CL J2344.6+0305,PSZ2 G092.30-55.75,,,,9.89,4.24,1.86,6.08
3,PSZ2 G287.25+34.96,PSZ2 G287.25+34.96,178.57339,-26.16398,0.349,287.25,7.31,False,True,,,,,PSZ2 G287.25+34.96,,,,10.44,4.27,1.89,6.19
4,PSZ2 G257.09+55.61,MACS J1115.9+0129,168.9493,1.49612,0.35,257.09,9.26,False,True,MACS J1115.9+0129,,57482,ACT-CL J1115.8+0129,PSZ2 G257.09+55.61,,,,13.13,4.39,2.04,6.67
4,PSZ2 G252.95-41.35,ACT-CL J0440.9-4658,70.23231,-46.95804,0.35,252.95,5.83,False,True,,,,ACT-CL J0440.9-4658,PSZ2 G252.95-41.35,,,,8.34,4.18,1.75,5.73
4,PSZ2 G309.43-72.86,87887,10.19432,-44.1328,0.35,309.43,7.85,False,True,,,87887,ACT-CL J0040.8-4407,PSZ2 G309.43-72.86,,,,11.17,4.3,1.93,6.32
4,PSZ2 G093.93-82.22,72538,8.85011,-20.27084,0.352,93.94,9.45,False,True,,,72538,ACT-CL J0035.4-2015,PSZ2 G093.93-82.22,,,,13.41,4.4,2.05,6.69
4,PSZ2 G012.59-20.10,MACS J1931.8-2638,292.97823,-26.56664,0.352,12.59,9.41,False,True,MACS J1931.8-2638,,,ACT-CL J1931.8-2634,PSZ2 G012.59-20.10,,,,13.35,4.4,2.05,6.68
4,PSZ2 G094.46-69.65,ACT-CL J0012.8-0855,3.20298,-8.95052,0.352,94.46,7.35,False,True,,,,ACT-CL J0012.8-0855,PSZ2 G094.46-69.65,,,,10.49,4.27,1.89,6.16
4,PSZ2 G086.73-61.16,ACT-CL J2345.2-0302,356.28618,-3.04272,0.355,86.73,5.9,False,True,,,,ACT-CL J2345.2-0302,PSZ2 G086.73-61.16,,,,8.44,4.19,1.76,5.7
4,PSZ2 G233.68+36.14,57070,143.81963,0.81845,0.357,233.69,7.39,False,True,,,57070,ACT-CL J0935.2+0048,PSZ2 G233.68+36.14,,,,10.55,4.28,1.89,6.11
4,PSZ2 G269.02+22.27,78704,155.95669,-30.70581,0.357,269.02,6.86,False,True,,,78704,,PSZ2 G269.02+22.27,,,,9.79,4.25,1.84,5.95
4,PSZ2 G252.23-50.62,88396,57.06646,-45.24521,0.358,252.24,6.15,False,True,,,88396,ACT-CL J0348.2-4514,PSZ2 G252.23-50.62,,,,8.8,4.21,1.78,5.73
4,PSZ2 G348.90-67.37,PSZ2 G348.90-67.37,351.28438,-41.21183,0.358,348.91,9.7,False,True,PSZ2 G348.90-67.37,ABELL S1121,87763,ACT-CL J2325.2-4111,PSZ2 G348.90-67.37,,,PSZ2 G348.90-67.3,13.74,4.43,2.06,6.65
4,PSZ2 G324.69+62.17,ACT-CL J1331.1+0100,202.82886,0.9957,0.359,324.7,7.56,False,True,,,,ACT-CL J1331.1+0100,PSZ2 G324.69+62.17,,,,10.76,4.29,1.9,6.12
4,PSZ2 G287.56-28.32,PSZ2 G287.56-28.32,94.28947,-76.35143,0.363,287.56,6.47,False,True,,,,,PSZ2 G287.56-28.32,,,,9.23,4.23,1.8,5.76
4,PSZ2 G114.39-60.16,55117,8.62217,2.42263,0.368,114.4,7.79,False,True,,,55117,ACT-CL J0034.5+0225,PSZ2 G114.39-60.16,,,,11.08,4.32,1.91,6.06
4,PSZ2 G101.55-59.03,ACT-CL J0008.1+0201,2.04218,2.03038,0.369,101.55,7.72,False,True,,,,ACT-CL J0008.1+0201,PSZ2 G101.55-59.03,,,,10.98,4.31,1.91,6.02
4,PSZ2 G235.56+23.29,61534,134.0452,-7.71179,0.374,235.56,9.14,False,True,,,61534,,PSZ2 G235.56+23.29,,,,12.96,4.41,2.01,6.31
4,PSZ2 G332.36+62.19,ACT-CL J1344.5+0222,206.12362,2.38902,0.376,332.36,8.02,False,True,,,,ACT-CL J1344.5+0222,PSZ2 G332.36+62.19,,,,11.42,4.34,1.93,6.01
4,PSZ2 G082.88-75.10,68372,2.9823,-15.39868,0.378,82.89,6.83,False,True,,,68372,ACT-CL J0011.7-1523,PSZ2 G082.88-75.10,,,,9.75,4.27,1.83,5.69
4,PSZ2 G021.36-43.02,ACT-CL J2119.6-2611,319.89624,-26.20173,0.38,21.37,7.84,False,True,,,,ACT-CL J2119.6-2611,PSZ2 G021.36-43.02,,,,11.15,4.33,1.91,5.93
4,PSZ2 G281.09-42.51,PSZ2 G281.09-42.51,56.29936,-66.50148,0.38,281.09,6.04,False,True,,,,,PSZ2 G281.09-42.51,,,,8.65,4.22,1.75,5.44
4,PSZ2 G263.03-56.19,ACT-CL J0304.2-4921,46.08524,-49.3557,0.392,263.03,6.34,False,True,,,,ACT-CL J0304.2-4921,PSZ2 G263.03-56.19,,,,9.06,4.25,1.77,5.4
4,PSZ2 G054.95-33.39,59206,322.11803,1.58743,0.392,54.96,9.88,False,True,,,59206,ACT-CL J2128.4+0136,PSZ2 G054.95-33.39,,,,13.97,4.49,2.05,6.24
4,PSZ2 G082.31-67.00,ACT-CL J2351.8-0900,357.94025,-8.96674,0.394,82.31,7.96,False,True,,,,ACT-CL J2351.8-0900,PSZ2 G082.31-67.00,,,,11.31,4.36,1.91,5.79
4,PSZ2 G181.44-44.76,ACT-CL J0320.5+0032,50.12635,0.51147,0.394,181.45,6.93,False,True,,,,ACT-CL J0320.5+0032,PSZ2 G181.44-44.76,,,,9.87,4.29,1.82,5.53
4,PSZ2 G250.04+24.14,70167,143.06493,-17.67143,0.4,250.05,8.97,False,True,,,70167,,PSZ2 G250.04+24.14,,,,12.68,4.43,1.98,5.95
4,PSZ2 G325.99-59.48,ACT-CL J2332.4-5358,353.09638,-53.96566,0.402,325.99,7.57,False,True,,,,ACT-CL J2332.4-5358,PSZ2 G325.99-59.48,,,,10.78,4.34,1.87,5.61
4,PSZ2 G167.66-65.59,64550,29.97755,-8.85889,0.405,167.67,9.72,False,True,,,64550,ACT-CL J0159.8-0849,PSZ2 G167.66-65.59,,,,13.72,4.5,2.03,6.05
4,PSZ2 G289.16+55.27,62254,185.0117,-6.75688,0.41,289.16,7.25,False,True,,,62254,,PSZ2 G289.16+55.27,,,,10.31,4.33,1.84,5.45
4,PSZ2 G224.40-76.54,77013,27.96798,-28.9898,0.413,224.4,7.84,False,True,,,77013,ACT-CL J0151.6-2859,PSZ2 G224.40-76.54,,,,11.13,4.37,1.88,5.55
4,PSZ2 G224.03-76.42,77011,28.11274,-28.91324,0.413,224.04,8.0,False,True,,,77011,ACT-CL J0152.5-2853,PSZ2 G224.03-76.42,,,,11.35,4.38,1.89,5.59
4,PSZ2 G280.23-53.84,94478,38.68215,-58.4917,0.415,280.23,6.46,False,True,,,94478,ACT-CL J0234.7-5831,PSZ2 G280.23-53.84,,,,9.23,4.28,1.77,5.2
4,PSZ2 G048.21-65.00,ACT-CL J2309.8-1819,347.43973,-18.31002,0.42,48.22,7.55,False,True,,,,ACT-CL J2309.8-1819,PSZ2 G048.21-65.00,,,,10.72,4.36,1.85,5.42
4,PSZ2 G272.85+48.79,PSZ2 G272.85+48.79,173.30359,-9.45942,0.42,272.85,7.76,False,True,,,,,PSZ2 G272.85+48.79,,,,11.01,4.38,1.87,5.47
4,PSZ2 G241.11-28.68,PSZ2 G241.11-28.68,85.73781,-35.98426,0.42,241.11,9.93,False,True,PSZ2 G241.11-28.68,,81661,ACT-CL J0542.9-3559,PSZ2 G241.11-28.68,,,,14.0,4.54,2.03,5.92
4,PSZ2 G262.73-40.92,ACT-CL J0438.2-5419,69.59539,-54.32084,0.421,262.73,10.07,False,True,,,,ACT-CL J0438.2-5419,PSZ2 G262.73-40.92,,,,14.19,4.55,2.04,5.94
4,PSZ2 G185.16-53.63,ACT-CL J0259.0-0659,44.76948,-6.97114,0.423,185.17,8.57,False,True,,,,ACT-CL J0259.0-0659,PSZ2 G185.16-53.63,,,,12.12,4.44,1.93,5.61
4,PSZ2 G265.49-30.50,ABELL S0552,87.91245,-57.17215,0.423,265.49,5.56,False,True,,ABELL S0552,94980,ACT-CL J0551.6-5709,PSZ2 G265.49-30.50,,,,7.94,4.22,1.68,4.88
4,PSZ2 G255.60-46.18,91718,62.78922,-48.30302,0.424,255.6,8.53,False,True,,,91718,ACT-CL J0411.2-4819,PSZ2 G255.60-46.18,,,,12.06,4.44,1.93,5.6
4,PSZ2 G228.30-49.02,ABELL 3192,59.70575,-29.93471,0.425,228.31,9.72,False,True,,ABELL 3192,77379,ACT-CL J0358.9-2955,PSZ2 G228.30-49.02,,,,13.7,4.53,2.01,5.83
4,PSZ2 G287.00-35.24,PSZ2 G287.00-35.24,68.10166,-74.16849,0.43,287.0,7.05,False,True,,,,,PSZ2 G287.00-35.24,,,,10.03,4.34,1.81,5.2
4,PSZ2 G264.60-51.07,ABELL 3128,52.66215,-52.50244,0.44,264.6,9.35,False,True,,ABELL 3128,,ACT-CL J0330.9-5228,PSZ2 G264.60-51.07,,,,13.18,4.52,1.97,5.6
4,PSZ2 G283.16-22.91,102091,111.74405,-71.62337,0.45,283.17,9.11,False,True,,,102091,,PSZ2 G283.16-22.91,,,,12.84,4.52,1.95,5.46
