|               name |      ra |     dec |     z |   MSZ |                                 coords | PSZ2_idx |               PSZ2 | ACT-DR5_idx |             ACT-DR5 | SPT-SZ_idx |            SPT-SZ | CODEX_idx |  CODEX | DECam | MCXC_idx |         MCXC | S-PLUS | CODEX-DECALS_idx | CODEX-DECALS | MeerKAT_idx |           MeerKAT | MKDiffuse_idx |          MKDiffuse | XMM_idx |    XMM | HIFLUGCS_idx | HIFLUGCS | MENeaCS_idx | MENeaCS | LoVoCCS_idx | LoVoCCS | CLASH-VLT_idx |    CLASH-VLT | m500_PSZ2 | m500_PSZ2_corr | m500_ACT | m500_SPT | m500_MCXC | m500_MCXC_corr | m500_CODEX |  m500 |  m200 | c200 | r200 |  d200 | N_first | N_tgss | N_spec | N_spec_z | 5d200 |
| PSZ2 G270.63-35.67 |  77.481 | -61.288 | 0.313 |  5.34 |   77.48085175767112,-61.28753213442743 |      274 | PSZ2 G270.63-35.67 |         -99 |                     |         95 | SPT-CL J0509-6118 |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.34 |           7.21 |    -1.00 |     6.60 |     -1.00 |          -1.00 |      -1.00 |  6.60 |  9.45 | 4.19 | 1.85 |  6.53 |       0 |      0 |    176 |        2 |  0.54 |
| PSZ2 G270.93-58.78 |  38.947 | -51.362 | 0.278 |  5.95 |   38.94684308029758,-51.36232074349574 |      275 | PSZ2 G270.93-58.78 |         329 | ACT-CL J0235.7-5120 |         42 | SPT-CL J0235-5121 |       -99 |        |  DR10 |      -99 |              |    YES |             1747 |       141115 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.95 |           8.03 |     5.83 |     6.41 |     -1.00 |          -1.00 |       6.06 |  5.83 |  8.37 | 4.13 | 1.80 |  6.90 |       0 |     13 |    164 |       88 |  0.58 |
| PSZ2 G271.18-30.95 |  87.346 | -62.073 | 0.370 |  7.37 |   87.34604281459836,-62.07272205626674 |      277 | PSZ2 G271.18-30.95 |         -99 |                     |        105 | SPT-CL J0549-6205 |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.37 |           9.95 |    -1.00 |    12.40 |     -1.00 |          -1.00 |      -1.00 | 12.40 | 17.43 | 4.63 | 2.22 |  7.02 |       0 |      0 |    182 |       34 |  0.58 |
| PSZ2 G271.53-56.57 |  41.369 | -53.042 | 0.300 |  6.78 | 41.368700637879805,-53.042241737644574 |      279 | PSZ2 G271.53-56.57 |         352 | ACT-CL J0245.5-5302 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |             1763 |       141138 |          27 | PSZ1 G271.48-56.5 |            30 | Abell S295         |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.78 |           9.14 |    10.65 |    -1.00 |     -1.00 |          -1.00 |       9.03 | 10.65 | 15.11 | 4.40 | 2.18 |  7.90 |       0 |      3 |    300 |       37 |  0.66 |
| PSZ2 G272.85+48.79 | 173.304 |  -9.459 | 0.420 |  5.75 |  173.30358661032878,-9.459422683077412 |      282 | PSZ2 G272.85+48.79 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.75 |           7.76 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  7.76 | 11.01 | 4.38 | 1.87 |  5.47 |       0 |     12 |     84 |        1 |  0.46 |
| PSZ2 G273.54-30.28 |  88.848 | -64.105 | 0.345 |  5.64 |   88.84751720135165,-64.10517563070816 |      283 | PSZ2 G273.54-30.28 |         -99 |                     |        108 | SPT-CL J0555-6406 |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.64 |           7.60 |    -1.00 |     7.69 |     -1.00 |          -1.00 |      -1.00 |  7.69 | 10.96 | 4.29 | 1.92 |  6.35 |       0 |      0 |    130 |       40 |  0.53 |
| PSZ2 G273.59+63.27 | 180.109 |   3.348 | 0.134 |  5.54 |   180.1091030521049,3.3484717753982456 |      284 | PSZ2 G273.59+63.27 |         -99 |                     |        -99 |                   |      1094 |  52985 |  DR10 |      291 | J1200.4+0320 |    YES |              725 |       107608 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.54 |           7.47 |    -1.00 |    -1.00 |      4.12 |           6.23 |       8.07 |  7.47 | 10.75 | 4.09 | 2.07 | 14.03 |     379 |     75 |   5380 |     1106 |  1.17 |
| PSZ2 G277.76-51.74 |  43.568 | -58.961 | 0.438 |  9.69 |   43.56849367682489,-58.96075841835451 |      290 | PSZ2 G277.76-51.74 |         371 | ACT-CL J0254.3-5857 |         48 | SPT-CL J0254-5857 |       -99 |        |  DR10 |      -99 |              |    YES |             1829 |       143695 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      9.69 |          13.07 |     8.00 |     7.79 |     -1.00 |          -1.00 |      10.55 |  8.00 | 11.34 | 4.42 | 1.88 |  5.35 |       0 |      0 |    102 |       46 |  0.45 |
|          Abell1300 | 172.986 | -19.914 | 0.308 |  8.97 |   172.98557258422096,-19.9144198002483 |      292 | PSZ2 G278.58+39.16 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      283 | J1131.9-1955 |    YES |             1250 |       126825 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      8.97 |          12.10 |    -1.00 |    -1.00 |      7.60 |          11.50 |      14.81 | 12.10 | 17.09 | 4.50 | 2.26 |  8.07 |       0 |     17 |    392 |      315 |  0.67 |
| PSZ2 G279.79+39.09 | 173.880 | -20.340 | 0.290 |  6.12 | 173.87955280424924,-20.340287630382946 |      294 | PSZ2 G279.79+39.09 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |             1287 |       126829 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.12 |           8.25 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       9.12 |  8.25 | 11.78 | 4.26 | 2.01 |  7.47 |       0 |     19 |     57 |        3 |  0.62 |
| PSZ2 G280.17+47.83 | 177.447 | -12.297 | 0.156 |  6.06 | 177.44690874826725,-12.296570271880865 |      295 | PSZ2 G280.17+47.83 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      289 | J1149.7-1219 |    YES |             1166 |       119611 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.06 |           8.17 |    -1.00 |    -1.00 |      3.41 |           5.15 |       5.70 |  8.17 | 11.73 | 4.13 | 2.11 | 12.64 |       0 |     56 |    576 |      232 |  1.05 |
| PSZ2 G280.23-53.84 |  38.682 | -58.492 | 0.415 |  4.79 | 38.682147139866345,-58.491697842856375 |      296 | PSZ2 G280.23-53.84 |         328 | ACT-CL J0234.7-5831 |         41 | SPT-CL J0234-5831 |       -99 |        |  DR10 |      -99 |              |    YES |             1816 |       143692 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.79 |           6.46 |     6.96 |     8.05 |     -1.00 |          -1.00 |      10.08 |  6.96 |  9.91 | 4.31 | 1.81 |  5.32 |       0 |      0 |    123 |       31 |  0.44 |
| PSZ2 G282.12+54.04 | 180.730 |  -6.858 | 0.127 |  4.65 |  180.72975665094165,-6.858291374005951 |      299 | PSZ2 G282.12+54.04 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      294 | J1202.9-0650 |    YES |             1009 |       115851 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.65 |           6.28 |    -1.00 |    -1.00 |      2.36 |           3.57 |       4.69 |  6.28 |  9.05 | 4.06 | 1.96 | 13.91 |     433 |     90 |   1079 |      340 |  1.16 |
| PSZ2 G282.14+38.29 | 175.405 | -21.746 | 0.327 |  4.84 |  175.4051346558042,-21.745573449151458 |      300 | PSZ2 G282.14+38.29 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.84 |           6.53 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  6.53 |  9.36 | 4.20 | 1.84 |  6.28 |       0 |     15 |     46 |        4 |  0.52 |
|  MACS J1206.2-0847 | 181.562 |  -8.789 | 0.441 | 11.18 |   181.5622141558626,-8.788726009770386 |      302 | PSZ2 G284.41+52.45 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      298 | J1206.2-0848 |    YES |             1068 |       119638 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |             9 | MACSJ1206-08 |     11.18 |          15.08 |    -1.00 |    -1.00 |      8.40 |          12.72 |      14.06 | 15.08 | 20.92 | 4.97 | 2.30 |  6.52 |       0 |      6 |   1234 |      853 |  0.54 |
| PSZ2 G284.97-23.69 | 110.839 | -73.439 | 0.390 |  8.39 |  110.83945456057552,-73.43934372573634 |      303 | PSZ2 G284.97-23.69 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      8.39 |          11.32 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 | 11.32 | 15.91 | 4.59 | 2.14 |  6.54 |       0 |      0 |    109 |       28 |  0.54 |
| PSZ2 G286.28-38.36 |  59.805 | -72.097 | 0.307 |  5.94 |    59.8047279297006,-72.09710265195106 |      307 | PSZ2 G286.28-38.36 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |             1897 |       149680 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.94 |           8.01 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       6.01 |  8.01 | 11.44 | 4.26 | 1.98 |  7.07 |       0 |      0 |     89 |        5 |  0.59 |
| PSZ2 G286.62-31.24 |  82.840 | -75.193 | 0.210 |  5.68 |   82.84024447018652,-75.19309897933007 |      309 | PSZ2 G286.62-31.24 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.68 |           7.67 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  7.67 | 11.00 | 4.16 | 2.03 |  9.54 |       0 |      0 |    163 |       31 |  0.80 |
| PSZ2 G286.68+23.18 | 174.000 | -37.292 | 0.300 |  5.04 |  173.99956239629174,-37.29208764982706 |      310 | PSZ2 G286.68+23.18 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1576 |       136645 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.04 |           6.80 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       4.87 |  6.80 |  9.74 | 4.19 | 1.88 |  6.82 |       0 |     26 |    122 |        5 |  0.57 |
| PSZ2 G286.98+32.90 | 177.706 | -28.085 | 0.390 | 14.69 | 177.70614763687482,-28.085475402120085 |      311 | PSZ2 G286.98+32.90 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |     14.69 |          19.82 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 | 19.82 | 27.25 | 5.18 | 2.56 |  7.82 |       0 |     36 |   1054 |      263 |  0.65 |
| PSZ2 G287.00-35.24 |  68.102 | -74.168 | 0.430 |  5.23 |    68.10166157381813,-74.1684925039514 |      312 | PSZ2 G287.00-35.24 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.23 |           7.05 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  7.05 | 10.03 | 4.34 | 1.81 |  5.20 |       0 |      0 |     36 |        0 |  0.43 |
| PSZ2 G287.25+34.96 | 178.573 | -26.164 | 0.349 |  5.42 |   178.5733864720709,-26.16398236510614 |      315 | PSZ2 G287.25+34.96 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.42 |           7.31 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  7.31 | 10.44 | 4.27 | 1.89 |  6.19 |       0 |      9 |     26 |        5 |  0.52 |
| PSZ2 G287.56-28.32 |  94.289 | -76.351 | 0.363 |  4.80 |    94.2894669312275,-76.35143047297497 |      317 | PSZ2 G287.56-28.32 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.80 |           6.47 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  6.47 |  9.23 | 4.23 | 1.80 |  5.76 |       0 |      0 |     59 |        2 |  0.48 |
| PSZ2 G287.96-32.99 |  74.849 | -75.802 | 0.250 |  6.18 |   74.84916060460972,-75.80178765986672 |      318 | PSZ2 G287.96-32.99 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1900 |       149733 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.18 |           8.34 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       6.10 |  8.34 | 11.92 | 4.22 | 2.05 |  8.47 |       0 |      0 |    166 |        6 |  0.71 |
|          Abell1451 | 180.825 | -21.525 | 0.199 |  7.16 |  180.8254298557743,-21.524794029289488 |      320 | PSZ2 G288.27+39.97 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      295 | J1203.2-2131 |    YES |             1313 |       126904 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.16 |           9.66 |    -1.00 |    -1.00 |      5.62 |           8.50 |      11.13 |  9.66 | 13.81 | 4.23 | 2.20 | 10.77 |       0 |     56 |    408 |      187 |  0.90 |
| PSZ2 G288.63-37.66 |  58.061 | -74.009 | 0.127 |  6.44 |      58.060981132236,-74.0085625085097 |      321 | PSZ2 G288.63-37.66 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      153 | J0352.4-7401 |    YES |              -99 |              |          60 | MCXC J0352.4-7401 |            70 | J0352.4-7401       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.44 |           8.69 |    -1.00 |    -1.00 |      3.09 |           4.68 |      -1.00 |  8.69 | 12.48 | 4.12 | 2.18 | 15.47 |       0 |      0 |    465 |      200 |  1.29 |
| PSZ2 G289.16+55.27 | 185.012 |  -6.757 | 0.410 |  5.37 |   185.0116974369549,-6.756882040896227 |      322 | PSZ2 G289.16+55.27 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |             1010 |       115850 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.37 |           7.25 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       5.60 |  7.25 | 10.31 | 4.33 | 1.84 |  5.45 |      55 |      9 |    182 |        0 |  0.45 |
| PSZ2 G292.56+21.97 | 180.300 | -39.884 | 0.300 |  7.93 |   180.2999805750558,-39.88369377287107 |      324 | PSZ2 G292.56+21.97 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1614 |       136672 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.93 |          10.69 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       9.58 | 10.69 | 15.17 | 4.41 | 2.18 |  7.91 |       0 |     25 |   1329 |      349 |  0.66 |
| PSZ2 G294.68-37.01 |  45.991 | -77.903 | 0.274 |  6.99 |   45.991012743395444,-77.9032088051007 |      327 | PSZ2 G294.68-37.01 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      121 | J0303.7-7752 |     NO |              -99 |              |          53 | MCXC J0303.7-7752 |            66 | J0303.7-7752       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.99 |           9.43 |    -1.00 |    -1.00 |      5.17 |           7.82 |      -1.00 |  9.43 | 13.42 | 4.30 | 2.12 |  8.17 |       0 |      0 |    113 |       18 |  0.68 |
| PSZ2 G295.63-51.96 |  23.359 | -64.568 | 0.333 |  6.09 |    23.35872930561722,-64.5678762107964 |      330 | PSZ2 G295.63-51.96 |         -99 |                     |         28 | SPT-CL J0133-6434 |       -99 |        |  DR10 |      -99 |              |     NO |             1865 |       145817 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.09 |           8.21 |    -1.00 |     6.11 |     -1.00 |          -1.00 |       7.46 |  6.11 |  8.75 | 4.18 | 1.79 |  6.06 |       0 |      0 |     99 |        7 |  0.50 |
| PSZ2 G296.27-52.05 |  22.412 | -64.579 | 0.326 |  5.31 |  22.412132001658023,-64.57922530391126 |      331 | PSZ2 G296.27-52.05 |         -99 |                     |         27 | SPT-CL J0129-6432 |       -99 |        |  DR10 |      -99 |              |     NO |             1866 |       145765 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.31 |           7.16 |    -1.00 |     6.61 |     -1.00 |          -1.00 |       6.71 |  6.61 |  9.46 | 4.21 | 1.85 |  6.32 |       0 |      0 |    101 |        9 |  0.53 |
| PSZ2 G304.84-41.40 |   7.070 | -75.634 | 0.410 |  7.65 |    7.06987488080213,-75.63400500299817 |      339 | PSZ2 G304.84-41.40 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.65 |          10.31 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 | 10.31 | 14.54 | 4.55 | 2.06 |  6.11 |       0 |      0 |     50 |        2 |  0.51 |
| PSZ2 G305.88-44.56 |   5.887 | -72.404 | 0.300 |  5.69 |   5.886550234416892,-72.40409269356914 |      340 | PSZ2 G305.88-44.56 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.69 |           7.67 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  7.67 | 10.95 | 4.24 | 1.96 |  7.10 |       0 |      0 |    245 |        4 |  0.59 |
| PSZ2 G306.02+34.47 | 195.752 | -28.330 | 0.221 |  5.00 |   195.7517571813253,-28.32998164728102 |      341 | PSZ2 G306.02+34.47 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.00 |           6.74 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  6.74 |  9.68 | 4.13 | 1.93 |  8.75 |       0 |     34 |    176 |       17 |  0.73 |
|          Abell1651 | 194.867 |  -4.201 | 0.084 |  5.07 |   194.8673247068224,-4.200943268064299 |      344 | PSZ2 G306.77+58.61 |         726 | ACT-CL J1259.3-0410 |        -99 |                   |       -99 |        |  DR10 |      320 | J1259.3-0411 |    YES |              953 |       115913 |         -99 |                   |           -99 |                    |     -99 |        |           32 |    A1651 |          20 |   A1651 |           6 |   A1651 |           -99 |              |      5.07 |           6.84 |     6.38 |    -1.00 |      4.39 |           6.65 |      11.40 |  6.38 |  9.20 | 4.04 | 2.00 | 20.29 |     752 |    147 |   7678 |     3029 |  1.69 |
| PSZ2 G308.44+24.24 | 199.278 | -38.356 | 0.255 |  6.29 |  199.27799332702045,-38.35576685378475 |      346 | PSZ2 G308.44+24.24 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      329 | J1317.1-3821 |     NO |             1598 |       136817 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.29 |           8.48 |    -1.00 |    -1.00 |      5.64 |           8.54 |      13.78 |  8.48 | 12.10 | 4.23 | 2.06 |  8.37 |       0 |     32 |     73 |        6 |  0.70 |
| PSZ2 G309.43-72.86 |  10.194 | -44.133 | 0.350 |  5.82 | 10.194315105381513,-44.132803993442664 |      350 | PSZ2 G309.43-72.86 |          79 | ACT-CL J0040.8-4407 |         13 | SPT-CL J0040-4407 |       -99 |        |  DR10 |      -99 |              |    YES |             1645 |       138144 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.82 |           7.85 |    10.29 |    10.24 |     -1.00 |          -1.00 |      10.03 | 10.29 | 14.56 | 4.45 | 2.11 |  6.90 |       0 |     21 |    850 |      108 |  0.58 |
|   RXC J1314.4-2515 | 198.631 | -25.266 | 0.244 |  6.72 | 198.63127035325002,-25.265722790498877 |      351 | PSZ2 G309.49+37.31 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      328 | J1314.4-2515 |    YES |             1372 |       127032 |          39 | MCXC J1314.4-2515 |            51 | RXC J1314.4-2525   |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.72 |           9.06 |    -1.00 |    -1.00 |      6.94 |          10.50 |      11.02 |  9.06 | 12.93 | 4.25 | 2.11 |  8.88 |       0 |     35 |    495 |      220 |  0.74 |
|          Abell1689 | 197.860 |  -1.336 | 0.183 |  8.77 |   197.8603309841854,-1.336351008537752 |      356 | PSZ2 G313.33+61.13 |         731 | ACT-CL J1311.5-0119 |        -99 |                   |      1287 | 245839 |  DR10 |      326 | J1311.5-0120 |    YES |              859 |       111986 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |          54 |   A1689 |         -99 |         |           -99 |              |      8.77 |          11.83 |    14.06 |    -1.00 |      8.39 |          12.70 |      21.73 | 14.06 | 19.95 | 4.41 | 2.50 | 13.09 |     323 |     77 |   6566 |     1171 |  1.09 |
| PSZ2 G315.56-37.04 | 328.912 | -75.431 | 0.233 |  5.69 |    328.911934920424,-75.43090976352755 |      364 | PSZ2 G315.56-37.04 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.69 |           7.68 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  7.68 | 10.99 | 4.17 | 2.01 |  8.74 |       0 |      0 |    173 |        9 |  0.73 |
| PSZ2 G317.52+59.94 | 200.113 |  -2.100 | 0.316 |  5.08 |  200.11319512176655,-2.099609102140241 |      366 | PSZ2 G317.52+59.94 |         -99 |                     |        -99 |                   |       819 |  57891 |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.08 |           6.86 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  6.86 |  9.82 | 4.21 | 1.88 |  6.57 |      73 |     15 |   1141 |       57 |  0.55 |
| PSZ2 G318.14-29.57 | 296.776 | -76.403 | 0.217 |  5.89 |   296.77571291648167,-76.4033729605305 |      367 | PSZ2 G318.14-29.57 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      411 | J1947.3-7623 |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.89 |           7.94 |    -1.00 |    -1.00 |      4.41 |           6.67 |      -1.00 |  7.94 | 11.37 | 4.17 | 2.04 |  9.39 |       0 |      0 |    119 |       24 |  0.78 |
| PSZ2 G322.63-49.15 | 343.531 | -63.245 | 0.211 |  4.65 |  343.5306073772385,-63.245209497939165 |      372 | PSZ2 G322.63-49.15 |         -99 |                     |        168 | SPT-CL J2254-6314 |       -99 |        |  DR10 |      520 | J2254.0-6315 |     NO |             1862 |       147770 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.65 |           6.27 |    -1.00 |     5.70 |      4.76 |           7.20 |       8.73 |  5.70 |  8.21 | 4.09 | 1.84 |  8.62 |       0 |      0 |    256 |       56 |  0.72 |
| PSZ2 G323.08-63.98 | 358.996 | -50.914 | 0.320 |  4.57 |    358.995529401198,-50.91412762430182 |      374 | PSZ2 G323.08-63.98 |        1103 | ACT-CL J2355.7-5055 |        183 | SPT-CL J2355-5055 |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.57 |           6.16 |     3.36 |     4.10 |     -1.00 |          -1.00 |      -1.00 |  3.36 |  4.84 | 4.05 | 1.48 |  5.14 |       0 |      8 |    122 |       45 |  0.43 |
| PSZ2 G323.30+63.66 | 201.748 |   2.212 | 0.259 |  6.42 |   201.74777453246844,2.211850546250432 |      375 | PSZ2 G323.30+63.66 |         742 | ACT-CL J1327.0+0212 |        -99 |                   |      1142 | 245810 |  DR10 |      -99 |              |    YES |              758 |       111951 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.42 |           8.67 |     6.47 |    -1.00 |     -1.00 |          -1.00 |       8.91 |  6.47 |  9.30 | 4.15 | 1.88 |  7.57 |     112 |     30 |   1348 |       72 |  0.63 |
| PSZ2 G324.69+62.17 | 202.829 |   0.996 | 0.359 |  5.61 |  202.82886241467003,0.9957009416356484 |      377 | PSZ2 G324.69+62.17 |         744 | ACT-CL J1331.1+0100 |        -99 |                   |      1102 |  57926 |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.61 |           7.56 |     6.53 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  6.53 |  9.31 | 4.23 | 1.81 |  5.83 |      68 |     15 |    956 |       55 |  0.49 |
| PSZ2 G325.99-59.48 | 353.096 | -53.966 | 0.402 |  5.62 |    353.0963780997361,-53.9656562129501 |      379 | PSZ2 G325.99-59.48 |        1052 | ACT-CL J2332.4-5358 |        179 | SPT-CL J2332-5358 |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.62 |           7.57 |     5.65 |     5.29 |     -1.00 |          -1.00 |      -1.00 |  5.65 |  8.09 | 4.21 | 1.70 |  5.10 |       0 |      0 |    288 |       93 |  0.42 |
